run burst level fpga energy timestamp finetime
6089.0 956595 l3 SL 691.0 80000100.0 170.0
6089.0 956595 l3 SL 418.0 80000132.0 170.0
6089.0 956595 l3 SL 451.0 80000488.0 234.0
6089.0 956595 l3 SL 375.0 80000677.0 170.0
6089.0 956595 l3 SL 582.0 80000805.0 42.0
6089.0 956595 l3 SL 654.0 80000880.0 42.0
6089.0 956595 l3 SL 579.0 80000905.0 234.0
6089.0 956595 l3 SL 408.0 80001220.0 170.0
6089.0 956595 l3 SL 676.0 80001510.0 234.0
6089.0 956595 l3 SL 946.0 80001629.0 234.0
6089.0 956595 l3 SL 421.0 80001865.0 234.0
6089.0 956595 l3 SL 401.0 80002105.0 42.0
6089.0 956595 l3 SL 610.0 80002196.0 42.0
6089.0 956595 l3 SL 916.0 80002209.0 42.0
6089.0 956595 l3 SL 777.0 80002209.0 106.0
6089.0 956595 l3 SL 608.0 80002521.0 234.0
6089.0 956595 l3 SL 387.0 80002855.0 170.0
6089.0 956595 l3 SL 642.0 80002985.0 106.0
6089.0 956595 l3 SL 806.0 80002993.0 42.0
6089.0 956595 l3 SL 383.0 80002993.0 106.0
6089.0 956595 l3 SL 695.0 80003516.0 234.0
6089.0 956595 l3 SL 643.0 80003909.0 234.0
6089.0 956595 l3 SL 665.0 80003927.0 234.0
6089.0 956595 l3 SL 590.0 80004083.0 42.0
6089.0 956595 l3 SL 496.0 80004233.0 106.0
6089.0 956595 l3 SL 455.0 80005102.0 170.0
6089.0 956595 l3 SL 601.0 80005477.0 234.0
6089.0 956595 l3 SL 472.0 80005510.0 106.0
6089.0 956595 l3 SL 625.0 80005593.0 234.0
6089.0 956595 l3 SL 448.0 80005860.0 106.0
6089.0 956595 l3 SL 375.0 80005860.0 170.0
6089.0 956595 l3 SL 456.0 80005994.0 106.0
6089.0 956595 l3 SL 394.0 80005994.0 170.0
6089.0 956595 l3 SL 640.0 80006029.0 106.0
6089.0 956595 l3 SL 383.0 80006137.0 106.0
6089.0 956595 l3 SL 697.0 80006226.0 170.0
6089.0 956595 l3 SL 460.0 80006226.0 234.0
6089.0 956595 l3 SL 387.0 80006506.0 42.0
6089.0 956595 l3 SL 653.0 80007250.0 170.0
6089.0 956595 l3 SL 406.0 80007668.0 42.0
6089.0 956595 l3 SL 587.0 80007923.0 106.0
6089.0 956603 l3 SL 707.0 80000011.0 63.0
6089.0 956603 l3 SL 418.0 80000212.0 127.0
6089.0 956603 l3 SL 418.0 80000277.0 255.0
6089.0 956603 l3 SL 380.0 80000476.0 127.0
6089.0 956603 l3 SL 391.0 80000563.0 63.0
6089.0 956603 l3 SL 561.0 80000694.0 255.0
6089.0 956603 l3 SL 943.0 80000844.0 191.0
6089.0 956603 l3 SL 525.0 80000913.0 63.0
6089.0 956603 l3 SL 469.0 80000929.0 127.0
6089.0 956603 l3 SL 637.0 80000953.0 255.0
6089.0 956603 l3 SL 645.0 80000964.0 63.0
6089.0 956603 l3 SL 577.0 80001012.0 191.0
6089.0 956603 l3 SL 557.0 80001012.0 255.0
6089.0 956603 l3 SL 834.0 80001019.0 255.0
6089.0 956603 l3 SL 403.0 80001136.0 63.0
6089.0 956603 l3 SL 981.0 80001149.0 63.0
6089.0 956603 l3 SL 451.0 80001149.0 127.0
6089.0 956603 l3 SL 391.0 80001151.0 127.0
6089.0 956603 l3 SL 447.0 80001215.0 255.0
6089.0 956603 l3 SL 432.0 80001321.0 191.0
6089.0 956603 l3 SL 422.0 80001426.0 255.0
6089.0 956603 l3 SL 385.0 80001427.0 63.0
6089.0 956603 l3 SL 486.0 80001608.0 63.0
6089.0 956603 l3 SL 365.0 80001608.0 127.0
6089.0 956603 l3 SL 877.0 80001623.0 63.0
6089.0 956603 l3 SL 448.0 80001659.0 63.0
6089.0 956603 l3 SL 500.0 80001796.0 63.0
6089.0 956603 l3 SL 458.0 80001925.0 63.0
6089.0 956603 l3 SL 430.0 80001969.0 127.0
6089.0 956603 l3 SL 384.0 80002091.0 127.0
6089.0 956603 l3 SL 503.0 80002153.0 255.0
6089.0 956603 l3 SL 361.0 80002226.0 255.0
6089.0 956603 l3 SL 711.0 80002253.0 127.0
6089.0 956603 l3 SL 712.0 80002272.0 191.0
6089.0 956603 l3 SL 681.0 80002272.0 255.0
6089.0 956603 l3 SL 828.0 80002400.0 63.0
6089.0 956603 l3 SL 451.0 80002427.0 63.0
6089.0 956603 l3 SL 432.0 80002529.0 63.0
6089.0 956603 l3 SL 393.0 80002546.0 63.0
6089.0 956603 l3 SL 402.0 80002632.0 191.0
6089.0 956603 l3 SL 457.0 80002659.0 63.0
6089.0 956603 l3 SL 458.0 80002677.0 127.0
6089.0 956603 l3 SL 375.0 80002677.0 191.0
6089.0 956603 l3 SL 583.0 80002693.0 255.0
6089.0 956603 l3 SL 776.0 80002718.0 127.0
6089.0 956603 l3 SL 488.0 80002739.0 63.0
6089.0 956603 l3 SL 512.0 80002818.0 127.0
6089.0 956603 l3 SL 380.0 80002818.0 191.0
6089.0 956603 l3 SL 405.0 80002880.0 191.0
6089.0 956603 l3 SL 487.0 80002983.0 127.0
6089.0 956603 l3 SL 1316.0 80003052.0 255.0
6089.0 956603 l3 SL 829.0 80003053.0 63.0
6089.0 956603 l3 SL 524.0 80003090.0 191.0
6089.0 956603 l3 SL 401.0 80003090.0 255.0
6089.0 956603 l3 SL 362.0 80003133.0 63.0
6089.0 956603 l3 SL 559.0 80003179.0 191.0
6089.0 956603 l3 SL 429.0 80003179.0 255.0
6089.0 956603 l3 SL 701.0 80003271.0 63.0
6089.0 956603 l3 SL 384.0 80003336.0 191.0
6089.0 956603 l3 SL 487.0 80003458.0 127.0
6089.0 956603 l3 SL 1064.0 80003459.0 191.0
6089.0 956603 l3 SL 593.0 80003459.0 255.0
6089.0 956603 l3 SL 438.0 80003465.0 255.0
6089.0 956603 l3 SL 381.0 80003720.0 191.0
6089.0 956603 l3 SL 413.0 80003723.0 191.0
6089.0 956603 l3 SL 378.0 80003723.0 255.0
6089.0 956603 l3 SL 482.0 80003825.0 191.0
6089.0 956603 l3 SL 364.0 80004002.0 63.0
6089.0 956603 l3 SL 591.0 80004043.0 255.0
6089.0 956603 l3 SL 517.0 80004075.0 255.0
6089.0 956603 l3 SL 631.0 80004172.0 63.0
6089.0 956603 l3 SL 466.0 80004270.0 255.0
6089.0 956603 l3 SL 455.0 80004367.0 63.0
6089.0 956603 l3 SL 525.0 80004374.0 63.0
6089.0 956603 l3 SL 451.0 80004415.0 255.0
6089.0 956603 l3 SL 493.0 80004417.0 127.0
6089.0 956603 l3 SL 375.0 80004519.0 191.0
6089.0 956603 l3 SL 642.0 80004621.0 191.0
6089.0 956603 l3 SL 411.0 80004730.0 127.0
6089.0 956603 l3 SL 798.0 80004750.0 191.0
6089.0 956603 l3 SL 625.0 80004750.0 255.0
6089.0 956603 l3 SL 400.0 80004832.0 63.0
6089.0 956603 l3 SL 422.0 80004843.0 63.0
6089.0 956603 l3 SL 427.0 80004937.0 63.0
6089.0 956603 l3 SL 428.0 80004978.0 63.0
6089.0 956603 l3 SL 357.0 80005089.0 127.0
6089.0 956603 l3 SL 551.0 80005200.0 127.0
6089.0 956603 l3 SL 363.0 80005301.0 127.0
6089.0 956603 l3 SL 390.0 80005372.0 127.0
6089.0 956603 l3 SL 465.0 80005387.0 63.0
6089.0 956603 l3 SL 862.0 80005439.0 191.0
6089.0 956603 l3 SL 433.0 80005462.0 255.0
6089.0 956603 l3 SL 447.0 80005500.0 63.0
6089.0 956603 l3 SL 586.0 80005599.0 255.0
6089.0 956603 l3 SL 1412.0 80005770.0 127.0
6089.0 956603 l3 SL 476.0 80005798.0 127.0
6089.0 956603 l3 SL 547.0 80005900.0 127.0
6089.0 956603 l3 SL 463.0 80005900.0 191.0
6089.0 956603 l3 SL 385.0 80006020.0 127.0
6089.0 956603 l3 SL 975.0 80006029.0 191.0
6089.0 956603 l3 SL 460.0 80006029.0 255.0
6089.0 956603 l3 SL 441.0 80006108.0 63.0
6089.0 956603 l3 SL 397.0 80006108.0 127.0
6089.0 956603 l3 SL 519.0 80006220.0 127.0
6089.0 956603 l3 SL 487.0 80006257.0 255.0
6089.0 956603 l3 SL 362.0 80006290.0 255.0
6089.0 956603 l3 SL 476.0 80006308.0 63.0
6089.0 956603 l3 SL 357.0 80006308.0 127.0
6089.0 956603 l3 SL 398.0 80006310.0 191.0
6089.0 956603 l3 SL 805.0 80006578.0 127.0
6089.0 956603 l3 SL 561.0 80006578.0 191.0
6089.0 956603 l3 SL 488.0 80006596.0 255.0
6089.0 956603 l3 SL 563.0 80006599.0 191.0
6089.0 956603 l3 SL 497.0 80006784.0 255.0
6089.0 956603 l3 SL 616.0 80006976.0 255.0
6089.0 956603 l3 SL 536.0 80007006.0 191.0
6089.0 956603 l3 SL 825.0 80007141.0 255.0
6089.0 956603 l3 SL 415.0 80007151.0 255.0
6089.0 956603 l3 SL 400.0 80007225.0 63.0
6089.0 956603 l3 SL 437.0 80007497.0 255.0
6089.0 956603 l3 SL 728.0 80007520.0 255.0
6089.0 956603 l3 SL 510.0 80007521.0 63.0
6089.0 956603 l3 SL 439.0 80007620.0 255.0
6089.0 956603 l3 SL 451.0 80007649.0 63.0
6089.0 956603 l3 SL 803.0 80007693.0 255.0
6089.0 956603 l3 SL 461.0 80007694.0 63.0
6089.0 956603 l3 SL 394.0 80007708.0 255.0
6089.0 956603 l3 SL 551.0 80007786.0 127.0
6089.0 956603 l3 SL 366.0 80007809.0 63.0
6089.0 956603 l3 SL 569.0 80007823.0 63.0
6089.0 956603 l3 SL 687.0 80007860.0 255.0
6089.0 956603 l3 SL 760.0 80007927.0 255.0
6089.0 956607 l3 SL 730.0 80000054.0 212.0
6089.0 956607 l3 SL 688.0 80000055.0 20.0
6089.0 956607 l3 SL 778.0 80000123.0 212.0
6089.0 956607 l3 SL 635.0 80000142.0 20.0
6089.0 956607 l3 SL 1042.0 80000143.0 20.0
6089.0 956607 l3 SL 504.0 80000145.0 148.0
6089.0 956607 l3 SL 460.0 80000209.0 84.0
6089.0 956607 l3 SL 454.0 80000284.0 20.0
6089.0 956607 l3 SL 573.0 80000360.0 20.0
6089.0 956607 l3 SL 1178.0 80000366.0 212.0
6089.0 956607 l3 SL 494.0 80000367.0 20.0
6089.0 956607 l3 SL 407.0 80000554.0 212.0
6089.0 956607 l3 SL 426.0 80000647.0 212.0
6089.0 956607 l3 SL 633.0 80000666.0 84.0
6089.0 956607 l3 SL 368.0 80000666.0 148.0
6089.0 956607 l3 SL 1048.0 80000728.0 20.0
6089.0 956607 l3 SL 628.0 80000744.0 84.0
6089.0 956607 l3 SL 734.0 80000972.0 148.0
6089.0 956607 l3 SL 403.0 80001019.0 212.0
6089.0 956607 l3 SL 534.0 80001036.0 84.0
6089.0 956607 l3 SL 650.0 80001168.0 212.0
6089.0 956607 l3 SL 565.0 80001212.0 148.0
6089.0 956607 l3 SL 507.0 80001457.0 148.0
6089.0 956607 l3 SL 405.0 80001580.0 20.0
6089.0 956607 l3 SL 445.0 80001754.0 212.0
6089.0 956607 l3 SL 368.0 80001891.0 212.0
6089.0 956607 l3 SL 669.0 80001955.0 212.0
6089.0 956607 l3 SL 529.0 80002002.0 212.0
6089.0 956607 l3 SL 369.0 80002003.0 20.0
6089.0 956607 l3 SL 408.0 80002055.0 20.0
6089.0 956607 l3 SL 444.0 80002095.0 212.0
6089.0 956607 l3 SL 573.0 80002253.0 212.0
6089.0 956607 l3 SL 729.0 80002386.0 20.0
6089.0 956607 l3 SL 515.0 80002394.0 20.0
6089.0 956607 l3 SL 957.0 80002471.0 148.0
6089.0 956607 l3 SL 582.0 80002472.0 84.0
6089.0 956607 l3 SL 513.0 80002472.0 148.0
6089.0 956607 l3 SL 633.0 80002584.0 212.0
6089.0 956607 l3 SL 634.0 80002604.0 212.0
6089.0 956607 l3 SL 541.0 80002698.0 84.0
6089.0 956607 l3 SL 499.0 80002698.0 148.0
6089.0 956607 l3 SL 365.0 80002734.0 20.0
6089.0 956607 l3 SL 836.0 80002816.0 84.0
6089.0 956607 l3 SL 912.0 80002826.0 20.0
6089.0 956607 l3 SL 627.0 80002846.0 20.0
6089.0 956607 l3 SL 581.0 80002846.0 84.0
6089.0 956607 l3 SL 357.0 80003045.0 212.0
6089.0 956607 l3 SL 643.0 80003104.0 84.0
6089.0 956607 l3 SL 385.0 80003217.0 212.0
6089.0 956607 l3 SL 807.0 80003283.0 20.0
6089.0 956607 l3 SL 381.0 80003283.0 84.0
6089.0 956607 l3 SL 445.0 80003301.0 84.0
6089.0 956607 l3 SL 533.0 80003314.0 148.0
6089.0 956607 l3 SL 537.0 80003317.0 212.0
6089.0 956607 l3 SL 391.0 80003373.0 148.0
6089.0 956607 l3 SL 629.0 80003383.0 212.0
6089.0 956607 l3 SL 387.0 80003384.0 20.0
6089.0 956607 l3 SL 458.0 80003491.0 212.0
6089.0 956607 l3 SL 1046.0 80003751.0 212.0
6089.0 956607 l3 SL 415.0 80003752.0 20.0
6089.0 956607 l3 SL 381.0 80003769.0 20.0
6089.0 956607 l3 SL 423.0 80003806.0 84.0
6089.0 956607 l3 SL 408.0 80003818.0 84.0
6089.0 956607 l3 SL 521.0 80003828.0 148.0
6089.0 956607 l3 SL 423.0 80003970.0 84.0
6089.0 956607 l3 SL 777.0 80003987.0 148.0
6089.0 956607 l3 SL 426.0 80003987.0 212.0
6089.0 956607 l3 SL 1156.0 80004053.0 212.0
6089.0 956607 l3 SL 545.0 80004054.0 20.0
6089.0 956607 l3 SL 523.0 80004345.0 212.0
6089.0 956607 l3 SL 384.0 80004351.0 212.0
6089.0 956607 l3 SL 399.0 80004376.0 84.0
6089.0 956607 l3 SL 884.0 80004678.0 84.0
6089.0 956607 l3 SL 374.0 80004716.0 20.0
6089.0 956607 l3 SL 394.0 80004718.0 84.0
6089.0 956607 l3 SL 595.0 80004762.0 212.0
6089.0 956607 l3 SL 454.0 80004763.0 20.0
6089.0 956607 l3 SL 396.0 80004766.0 84.0
6089.0 956607 l3 SL 499.0 80004776.0 148.0
6089.0 956607 l3 SL 718.0 80004787.0 148.0
6089.0 956607 l3 SL 471.0 80005180.0 20.0
6089.0 956607 l3 SL 369.0 80005249.0 148.0
6089.0 956607 l3 SL 397.0 80005252.0 20.0
6089.0 956607 l3 SL 492.0 80005281.0 84.0
6089.0 956607 l3 SL 471.0 80005283.0 84.0
6089.0 956607 l3 SL 881.0 80005291.0 212.0
6089.0 956607 l3 SL 368.0 80005389.0 148.0
6089.0 956607 l3 SL 528.0 80005415.0 84.0
6089.0 956607 l3 SL 449.0 80005448.0 20.0
6089.0 956607 l3 SL 410.0 80005588.0 148.0
6089.0 956607 l3 SL 563.0 80005599.0 148.0
6089.0 956607 l3 SL 526.0 80005612.0 148.0
6089.0 956607 l3 SL 412.0 80005612.0 212.0
6089.0 956607 l3 SL 438.0 80005779.0 20.0
6089.0 956607 l3 SL 1084.0 80005834.0 212.0
6089.0 956607 l3 SL 1055.0 80005835.0 20.0
6089.0 956607 l3 SL 744.0 80005972.0 84.0
6089.0 956607 l3 SL 551.0 80006092.0 20.0
6089.0 956607 l3 SL 364.0 80006177.0 148.0
6089.0 956607 l3 SL 1032.0 80006344.0 84.0
6089.0 956607 l3 SL 741.0 80006344.0 148.0
6089.0 956607 l3 SL 513.0 80006532.0 20.0
6089.0 956607 l3 SL 405.0 80006532.0 84.0
6089.0 956607 l3 SL 518.0 80006684.0 212.0
6089.0 956607 l3 SL 403.0 80006739.0 212.0
6089.0 956607 l3 SL 520.0 80006799.0 148.0
6089.0 956607 l3 SL 557.0 80006982.0 84.0
6089.0 956607 l3 SL 375.0 80006985.0 84.0
6089.0 956607 l3 SL 534.0 80006993.0 20.0
6089.0 956607 l3 SL 752.0 80007013.0 20.0
6089.0 956607 l3 SL 382.0 80007087.0 20.0
6089.0 956607 l3 SL 712.0 80007181.0 212.0
6089.0 956607 l3 SL 555.0 80007182.0 20.0
6089.0 956607 l3 SL 382.0 80007256.0 148.0
6089.0 956607 l3 SL 555.0 80007371.0 212.0
6089.0 956607 l3 SL 1172.0 80007438.0 84.0
6089.0 956607 l3 SL 1009.0 80007438.0 148.0
6089.0 956607 l3 SL 534.0 80007438.0 212.0
6089.0 956607 l3 SL 499.0 80007439.0 20.0
6089.0 956607 l3 SL 540.0 80007460.0 84.0
6089.0 956607 l3 SL 551.0 80007487.0 84.0
6089.0 956607 l3 SL 633.0 80007525.0 212.0
6089.0 956607 l3 SL 422.0 80007526.0 20.0
6089.0 956607 l3 SL 499.0 80007546.0 84.0
6089.0 956607 l3 SL 525.0 80007735.0 84.0
6089.0 956607 l3 SL 612.0 80007937.0 212.0
6089.0 956607 l3 SL 507.0 80007975.0 84.0
6089.0 956599 l3 SL 419.0 80000260.0 127.0
6089.0 956599 l3 SL 459.0 80000657.0 191.0
6089.0 956599 l3 SL 784.0 80000910.0 63.0
6089.0 956599 l3 SL 812.0 80000973.0 191.0
6089.0 956599 l3 SL 627.0 80000973.0 255.0
6089.0 956599 l3 SL 437.0 80001097.0 255.0
6089.0 956599 l3 SL 841.0 80001111.0 63.0
6089.0 956599 l3 SL 981.0 80001462.0 255.0
6089.0 956599 l3 SL 975.0 80001606.0 63.0
6089.0 956599 l3 SL 519.0 80001606.0 127.0
6089.0 956599 l3 SL 408.0 80001626.0 191.0
6089.0 956599 l3 SL 510.0 80001630.0 255.0
6089.0 956599 l3 SL 903.0 80001705.0 191.0
6089.0 956599 l3 SL 499.0 80001850.0 191.0
6089.0 956599 l3 SL 648.0 80002148.0 127.0
6089.0 956599 l3 SL 542.0 80002297.0 127.0
6089.0 956599 l3 SL 500.0 80002544.0 191.0
6089.0 956599 l3 SL 450.0 80002768.0 255.0
6089.0 956599 l3 SL 411.0 80002769.0 63.0
6089.0 956599 l3 SL 402.0 80002862.0 191.0
6089.0 956599 l3 SL 448.0 80002969.0 63.0
6089.0 956599 l3 SL 508.0 80003211.0 191.0
6089.0 956599 l3 SL 426.0 80003338.0 127.0
6089.0 956599 l3 SL 409.0 80003456.0 255.0
6089.0 956599 l3 SL 479.0 80003565.0 255.0
6089.0 956599 l3 SL 814.0 80003778.0 255.0
6089.0 956599 l3 SL 411.0 80004345.0 63.0
6089.0 956599 l3 SL 385.0 80004665.0 127.0
6089.0 956599 l3 SL 381.0 80004665.0 191.0
6089.0 956599 l3 SL 868.0 80004783.0 63.0
6089.0 956599 l3 SL 409.0 80004783.0 127.0
6089.0 956599 l3 SL 618.0 80004878.0 63.0
6089.0 956599 l3 SL 676.0 80005308.0 127.0
6089.0 956599 l3 SL 533.0 80005324.0 191.0
6089.0 956599 l3 SL 406.0 80005616.0 127.0
6089.0 956599 l3 SL 559.0 80005723.0 63.0
6089.0 956599 l3 SL 560.0 80005734.0 127.0
6089.0 956599 l3 SL 359.0 80005853.0 63.0
6089.0 956599 l3 SL 519.0 80006300.0 255.0
6089.0 956599 l3 SL 369.0 80006445.0 63.0
6089.0 956599 l3 SL 598.0 80006450.0 127.0
6089.0 956599 l3 SL 706.0 80006465.0 127.0
6089.0 956599 l3 SL 531.0 80006498.0 191.0
6089.0 956599 l3 SL 455.0 80006498.0 255.0
6089.0 956599 l3 SL 496.0 80006651.0 255.0
6089.0 956599 l3 SL 416.0 80006652.0 63.0
6089.0 956599 l3 SL 415.0 80006691.0 63.0
6089.0 956599 l3 SL 502.0 80006905.0 127.0
6089.0 956599 l3 SL 433.0 80006905.0 191.0
6089.0 956599 l3 SL 563.0 80007375.0 191.0
6089.0 956599 l3 SL 517.0 80007376.0 191.0
6089.0 956599 l3 SL 366.0 80007823.0 191.0
6089.0 956599 l3 SL 509.0 80007897.0 191.0
6089.0 956599 l3 SL 576.0 80007970.0 63.0
6089.0 956591 l3 SL 458.0 80000175.0 42.0
6089.0 956591 l3 SL 386.0 80000398.0 42.0
6089.0 956591 l3 SL 585.0 80000460.0 234.0
6089.0 956591 l3 SL 478.0 80000597.0 234.0
6089.0 956591 l3 SL 758.0 80000765.0 106.0
6089.0 956591 l3 SL 648.0 80000955.0 42.0
6089.0 956591 l3 SL 783.0 80001074.0 106.0
6089.0 956591 l3 SL 509.0 80001320.0 234.0
6089.0 956591 l3 SL 432.0 80001465.0 42.0
6089.0 956591 l3 SL 648.0 80001608.0 170.0
6089.0 956591 l3 SL 849.0 80001884.0 170.0
6089.0 956591 l3 SL 504.0 80001888.0 170.0
6089.0 956591 l3 SL 408.0 80002040.0 234.0
6089.0 956591 l3 SL 650.0 80002093.0 42.0
6089.0 956591 l3 SL 1014.0 80002992.0 42.0
6089.0 956591 l3 SL 535.0 80003228.0 234.0
6089.0 956591 l3 SL 595.0 80003292.0 234.0
6089.0 956591 l3 SL 387.0 80003466.0 42.0
6089.0 956591 l3 SL 386.0 80003484.0 106.0
6089.0 956591 l3 SL 555.0 80003630.0 42.0
6089.0 956591 l3 SL 368.0 80003639.0 106.0
6089.0 956591 l3 SL 718.0 80003678.0 106.0
6089.0 956591 l3 SL 772.0 80003689.0 42.0
6089.0 956591 l3 SL 413.0 80003794.0 170.0
6089.0 956591 l3 SL 640.0 80003863.0 42.0
6089.0 956591 l3 SL 484.0 80004012.0 234.0
6089.0 956591 l3 SL 443.0 80004299.0 106.0
6089.0 956591 l3 SL 623.0 80004349.0 170.0
6089.0 956591 l3 SL 692.0 80004719.0 234.0
6089.0 956591 l3 SL 530.0 80004720.0 42.0
6089.0 956591 l3 SL 443.0 80005064.0 170.0
6089.0 956591 l3 SL 725.0 80005245.0 106.0
6089.0 956591 l3 SL 358.0 80005483.0 42.0
6089.0 956591 l3 SL 881.0 80005678.0 170.0
6089.0 956591 l3 SL 572.0 80005946.0 42.0
6089.0 956591 l3 SL 458.0 80005957.0 170.0
6089.0 956591 l3 SL 376.0 80005957.0 234.0
6089.0 956591 l3 SL 635.0 80006177.0 234.0
6089.0 956591 l3 SL 378.0 80006209.0 234.0
6089.0 956591 l3 SL 803.0 80006287.0 106.0
6089.0 956591 l3 SL 440.0 80006408.0 106.0
6089.0 956591 l3 SL 376.0 80006416.0 234.0
6089.0 956591 l3 SL 539.0 80006419.0 234.0
6089.0 956591 l3 SL 543.0 80006974.0 234.0
6089.0 956591 l3 SL 826.0 80007008.0 42.0
6089.0 956591 l3 SL 421.0 80007074.0 234.0
6089.0 956591 l3 SL 384.0 80007075.0 42.0
6089.0 956591 l3 SL 656.0 80007122.0 42.0
6089.0 956591 l3 SL 523.0 80007234.0 234.0
6089.0 956591 l3 SL 544.0 80007495.0 170.0
6089.0 956591 l3 SL 473.0 80007495.0 234.0
6089.0 956591 l3 SL 940.0 80007625.0 170.0
6089.0 956591 l3 SL 553.0 80007625.0 234.0
6089.0 956591 l3 SL 1038.0 80007701.0 42.0
6089.0 956591 l3 SL 780.0 80007850.0 106.0
6089.0 956591 l3 SL 433.0 80007957.0 42.0
