run burst level fpga energy timestamp finetime
0.0 951401 l3 SL 465.0 80000144.0 255.0
0.0 951401 l3 SL 425.0 80000165.0 255.0
0.0 951401 l3 SL 410.0 80000175.0 191.0
0.0 951401 l3 SL 495.0 80000184.0 191.0
0.0 951401 l3 SL 420.0 80000245.0 63.0
0.0 951401 l3 SL 447.0 80000250.0 63.0
0.0 951401 l3 SL 647.0 80000325.0 191.0
0.0 951401 l3 SL 400.0 80000328.0 191.0
0.0 951401 l3 SL 406.0 80000449.0 191.0
0.0 951401 l3 SL 564.0 80001062.0 127.0
0.0 951401 l3 SL 446.0 80001108.0 63.0
0.0 951401 l3 SL 645.0 80001136.0 63.0
0.0 951401 l3 SL 1200.0 80001150.0 255.0
0.0 951401 l3 SL 845.0 80001152.0 191.0
0.0 951401 l3 SL 419.0 80001203.0 63.0
0.0 951401 l3 SL 584.0 80001211.0 191.0
0.0 951401 l3 SL 872.0 80001275.0 63.0
0.0 951401 l3 SL 480.0 80001275.0 127.0
0.0 951401 l3 SL 358.0 80001316.0 63.0
0.0 951401 l3 SL 567.0 80001396.0 255.0
0.0 951401 l3 SL 793.0 80001986.0 191.0
0.0 951401 l3 SL 834.0 80001992.0 127.0
0.0 951401 l3 SL 426.0 80001992.0 191.0
0.0 951401 l3 SL 599.0 80002024.0 127.0
0.0 951401 l3 SL 1091.0 80002059.0 63.0
0.0 951401 l3 SL 403.0 80002087.0 127.0
0.0 951401 l3 SL 438.0 80002144.0 191.0
0.0 951401 l3 SL 408.0 80002221.0 255.0
0.0 951401 l3 SL 485.0 80002227.0 127.0
0.0 951401 l3 SL 502.0 80002239.0 191.0
0.0 951401 l3 SL 385.0 80002268.0 63.0
0.0 951401 l3 SL 422.0 80002271.0 255.0
0.0 951401 l3 SL 705.0 80002348.0 63.0
0.0 951401 l3 SL 358.0 80002913.0 255.0
0.0 951401 l3 SL 644.0 80002917.0 63.0
0.0 951401 l3 SL 544.0 80002926.0 127.0
0.0 951401 l3 SL 393.0 80003044.0 63.0
0.0 951401 l3 SL 376.0 80003095.0 63.0
0.0 951401 l3 SL 922.0 80003154.0 127.0
0.0 951401 l3 SL 524.0 80003255.0 127.0
0.0 951401 l3 SL 582.0 80003263.0 127.0
0.0 951401 l3 SL 411.0 80003297.0 255.0
0.0 951401 l3 SL 549.0 80003972.0 191.0
0.0 951401 l3 SL 643.0 80004171.0 255.0
0.0 951401 l3 SL 608.0 80004761.0 63.0
0.0 951401 l3 SL 361.0 80004761.0 127.0
0.0 951401 l3 SL 713.0 80004762.0 63.0
0.0 951401 l3 SL 710.0 80004831.0 127.0
0.0 951401 l3 SL 411.0 80004891.0 255.0
0.0 951401 l3 SL 529.0 80004894.0 127.0
0.0 951401 l3 SL 465.0 80004914.0 63.0
0.0 951401 l3 SL 622.0 80004997.0 191.0
0.0 951401 l3 SL 553.0 80005087.0 255.0
0.0 951401 l3 SL 1012.0 80005090.0 255.0
0.0 951401 l3 SL 495.0 80005755.0 191.0
0.0 951401 l3 SL 595.0 80005846.0 63.0
0.0 951401 l3 SL 368.0 80005867.0 191.0
0.0 951401 l3 SL 1034.0 80006013.0 191.0
0.0 951401 l3 SL 649.0 80006025.0 127.0
0.0 951401 l3 SL 683.0 80006616.0 127.0
0.0 951401 l3 SL 376.0 80006621.0 63.0
0.0 951401 l3 SL 588.0 80006635.0 63.0
0.0 951401 l3 SL 717.0 80006697.0 255.0
0.0 951401 l3 SL 915.0 80007530.0 63.0
0.0 951401 l3 SL 605.0 80007534.0 191.0
0.0 951401 l3 SL 391.0 80007543.0 127.0
0.0 951401 l3 SL 453.0 80007610.0 127.0
0.0 951401 l3 SL 446.0 80007702.0 63.0
0.0 951401 l3 SL 399.0 80007860.0 63.0
0.0 951405 l3 SL 365.0 80000041.0 170.0
0.0 951405 l3 SL 366.0 80000059.0 42.0
0.0 951405 l3 SL 816.0 80000095.0 170.0
0.0 951405 l3 SL 858.0 80000136.0 170.0
0.0 951405 l3 SL 433.0 80000204.0 234.0
0.0 951405 l3 SL 796.0 80000271.0 170.0
0.0 951405 l3 SL 385.0 80000320.0 106.0
0.0 951405 l3 SL 429.0 80000330.0 170.0
0.0 951405 l3 SL 379.0 80000390.0 234.0
0.0 951405 l3 SL 725.0 80000397.0 170.0
0.0 951405 l3 SL 377.0 80000397.0 234.0
0.0 951405 l3 SL 529.0 80001027.0 234.0
0.0 951405 l3 SL 491.0 80001034.0 42.0
0.0 951405 l3 SL 391.0 80001064.0 234.0
0.0 951405 l3 SL 418.0 80001124.0 106.0
0.0 951405 l3 SL 468.0 80001149.0 106.0
0.0 951405 l3 SL 1014.0 80001193.0 106.0
