run burst level detector fpga energy timestamp finetime
0.0 951349 l3 lkr SL 7.0 80000237.0 156.0
0.0 951349 l3 lkr SL 11.0 80000239.0 156.0
0.0 951349 l3 lkr SL 14.0 80000239.0 137.0
0.0 951349 l3 lkr SL 9.0 80000241.0 53.0
0.0 951349 l3 lkr SL 11.0 80000239.0 178.0
0.0 951349 l3 lkr SL 17.0 80000239.0 161.0
0.0 951349 l3 lkr SL 68.0 80000239.0 121.0
0.0 951349 l3 lkr SL 8.0 80000239.0 233.0
0.0 951349 l3 lkr SL 13.0 80000240.0 141.0
0.0 951349 l3 lkr SL 6.0 80000239.0 233.0
0.0 951349 l3 lkr SL 10.0 80000239.0 147.0
0.0 951349 l3 lkr SL 70.0 80000239.0 124.0
0.0 951349 l3 lkr SL 6.0 80000241.0 41.0
0.0 951349 l3 lkr SL 55.0 80000239.0 146.0
0.0 951349 l3 lkr SL 68.0 80000239.0 124.0
0.0 951349 l3 lkr SL 6.0 80000239.0 105.0
0.0 951349 l3 lkr SL 15.0 80000239.0 133.0
0.0 951349 l3 lkr SL 6.0 80000239.0 105.0
0.0 951349 l3 lkr SL 10.0 80000245.0 73.0
0.0 951349 l3 lkr SL 13.0 80000249.0 25.0
0.0 951349 l3 lkr SL 40.0 80000239.0 156.0
0.0 951349 l3 lkr SL 9.0 80000246.0 2.0
0.0 951349 l3 lkr SL 13.0 80000249.0 25.0
0.0 951349 l3 lkr SL 7.0 80000269.0 156.0
0.0 951349 l3 lkr SL 6.0 80000278.0 233.0
0.0 951349 l3 lkr SL 11.0 80000278.0 126.0
0.0 951349 l3 lkr SL 23.0 80000278.0 144.0
0.0 951349 l3 lkr SL 7.0 80000278.0 190.0
0.0 951349 l3 lkr SL 37.0 80000278.0 116.0
0.0 951349 l3 lkr SL 6.0 80000278.0 147.0
0.0 951349 l3 lkr SL 357.0 80000278.0 65.0
0.0 951349 l3 lkr SL 6.0 80000278.0 233.0
0.0 951349 l3 lkr SL 7.0 80000278.0 201.0
0.0 951349 l3 lkr SL 9.0 80000278.0 156.0
0.0 951349 l3 lkr SL 9.0 80000290.0 137.0
0.0 951349 l3 lkr SL 32.0 80000290.0 201.0
0.0 951349 l3 lkr SL 10.0 80000290.0 233.0
0.0 951349 l3 lkr SL 17.0 80000290.0 214.0
0.0 951349 l3 lkr SL 25.0 80000290.0 203.0
0.0 951349 l3 lkr SL 8.0 80000290.0 233.0
0.0 951349 l3 lkr SL 7.0 80000290.0 201.0
0.0 951349 l3 lkr SL 20.0 80000290.0 207.0
0.0 951349 l3 lkr SL 6.0 80000290.0 169.0
0.0 951349 l3 lkr SL 36.0 80000290.0 165.0
0.0 951349 l3 lkr SL 401.0 80000290.0 89.0
0.0 951349 l3 lkr SL 96.0 80000290.0 181.0
0.0 951349 l3 lkr SL 17.0 80000290.0 169.0
0.0 951349 l3 lkr SL 17.0 80000300.0 128.0
0.0 951349 l3 lkr SL 9.0 80000312.0 73.0
0.0 951349 l3 lkr SL 8.0 80000329.0 41.0
0.0 951349 l3 lkr SL 17.0 80000330.0 247.0
0.0 951349 l3 lkr SL 9.0 80000331.0 2.0
0.0 951349 l3 lkr SL 65.0 80000328.0 98.0
0.0 951349 l3 lkr SL 13.0 80000330.0 251.0
0.0 951349 l3 lkr SL 12.0 80000330.0 181.0
0.0 951349 l3 lkr SL 7.0 80000331.0 9.0
0.0 951349 l3 lkr SL 119.0 80000330.0 239.0
0.0 951349 l3 lkr SL 16.0 80000331.0 5.0
0.0 951349 l3 lkr SL 9.0 80000331.0 2.0
0.0 951349 l3 lkr SL 9.0 80000331.0 53.0
0.0 951349 l3 lkr SL 8.0 80000339.0 181.0
0.0 951349 l3 lkr SL 8.0 80000339.0 181.0
0.0 951349 l3 lkr SL 6.0 80000347.0 41.0
0.0 951349 l3 lkr SL 8.0 80000348.0 62.0
0.0 951349 l3 lkr SL 9.0 80000348.0 41.0
0.0 951349 l3 lkr SL 6.0 80000355.0 147.0
0.0 951349 l3 lkr SL 7.0 80000379.0 9.0
0.0 951349 l3 lkr SL 6.0 80000379.0 41.0
0.0 951349 l3 lkr SL 9.0 80000385.0 190.0
0.0 951349 l3 lkr SL 12.0 80000385.0 123.0
0.0 951349 l3 lkr SL 8.0 80000388.0 28.0
0.0 951349 l3 lkr SL 14.0 80000387.0 119.0
0.0 951349 l3 lkr SL 7.0 80000386.0 9.0
0.0 951349 l3 lkr SL 9.0 80000390.0 201.0
0.0 951349 l3 lkr SL 17.0 80000408.0 66.0
0.0 951349 l3 lkr SL 83.0 80000408.0 24.0
0.0 951349 l3 lkr SL 50.0 80000408.0 65.0
0.0 951349 l3 lkr SL 7.0 80000408.0 53.0
0.0 951349 l3 lkr SL 10.0 80000408.0 62.0
0.0 951349 l3 lkr SL 28.0 80000408.0 82.0
0.0 951349 l3 lkr SL 17.0 80000408.0 19.0
0.0 951349 l3 lkr SL 547.0 80000407.0 159.0
0.0 951349 l3 lkr SL 7.0 80000408.0 73.0
0.0 951349 l3 lkr SL 7.0 80000408.0 53.0
0.0 951349 l3 lkr SL 15.0 80000408.0 57.0
0.0 951349 l3 lkr SL 6.0 80000416.0 233.0
0.0 951349 l3 lkr SL 12.0 80000408.0 105.0
0.0 951349 l3 lkr SL 7.0 80000418.0 19.0
0.0 951349 l3 lkr SL 14.0 80000419.0 105.0
0.0 951349 l3 lkr SL 12.0 80000435.0 119.0
0.0 951349 l3 lkr SL 11.0 80000443.0 254.0
0.0 951349 l3 lkr SL 9.0 80000447.0 53.0
0.0 951349 l3 lkr SL 11.0 80000452.0 126.0
0.0 951349 l3 lkr SL 11.0 80000452.0 41.0
0.0 951349 l3 lkr SL 8.0 80000453.0 233.0
0.0 951349 l3 lkr SL 6.0 80000454.0 41.0
0.0 951349 l3 lkr SL 10.0 80000459.0 233.0
0.0 951349 l3 lkr SL 9.0 80000460.0 2.0
0.0 951349 l3 lkr SL 6.0 80000470.0 41.0
0.0 951349 l3 lkr SL 11.0 80000470.0 68.0
0.0 951349 l3 lkr SL 215.0 80000470.0 102.0
0.0 951349 l3 lkr SL 6.0 80000470.0 105.0
0.0 951349 l3 lkr SL 30.0 80000470.0 67.0
0.0 951349 l3 lkr SL 9.0 80000470.0 83.0
0.0 951349 l3 lkr SL 8.0 80000470.0 79.0
