run burst level fpga energy timestamp finetime
0.0 930759 l3 SL 389.0 80000032.0 106.0
0.0 930759 l3 SL 411.0 80000041.0 170.0
0.0 930759 l3 SL 469.0 80000143.0 42.0
0.0 930759 l3 SL 719.0 80000151.0 42.0
0.0 930759 l3 SL 575.0 80000283.0 170.0
0.0 930759 l3 SL 742.0 80000406.0 170.0
0.0 930759 l3 SL 563.0 80000433.0 42.0
0.0 930759 l3 SL 384.0 80000450.0 42.0
0.0 930759 l3 SL 734.0 80000530.0 234.0
0.0 930759 l3 SL 534.0 80000565.0 170.0
0.0 930759 l3 SL 359.0 80000643.0 234.0
0.0 930759 l3 SL 367.0 80000645.0 234.0
0.0 930759 l3 SL 506.0 80000661.0 170.0
0.0 930759 l3 SL 430.0 80000761.0 234.0
0.0 930759 l3 SL 572.0 80000879.0 42.0
0.0 930759 l3 SL 576.0 80000910.0 42.0
0.0 930759 l3 SL 506.0 80001009.0 234.0
0.0 930759 l3 SL 491.0 80001021.0 170.0
0.0 930759 l3 SL 581.0 80001169.0 106.0
0.0 930759 l3 SL 603.0 80001191.0 234.0
0.0 930759 l3 SL 622.0 80001209.0 42.0
0.0 930759 l3 SL 357.0 80001395.0 106.0
0.0 930759 l3 SL 660.0 80001401.0 234.0
0.0 930759 l3 SL 392.0 80001408.0 234.0
0.0 930759 l3 SL 1370.0 80001487.0 106.0
0.0 930759 l3 SL 656.0 80001487.0 170.0
0.0 930759 l3 SL 706.0 80001506.0 106.0
0.0 930759 l3 SL 484.0 80001586.0 42.0
0.0 930759 l3 SL 536.0 80001699.0 42.0
0.0 930759 l3 SL 602.0 80001717.0 42.0
0.0 930759 l3 SL 886.0 80001794.0 234.0
0.0 930759 l3 SL 384.0 80001795.0 42.0
0.0 930759 l3 SL 627.0 80001802.0 106.0
0.0 930759 l3 SL 599.0 80001806.0 170.0
0.0 930759 l3 SL 926.0 80001819.0 234.0
0.0 930759 l3 SL 701.0 80001822.0 106.0
0.0 930759 l3 SL 532.0 80001881.0 234.0
0.0 930759 l3 SL 558.0 80001888.0 42.0
0.0 930759 l3 SL 626.0 80001909.0 170.0
0.0 930759 l3 SL 736.0 80001961.0 170.0
0.0 930759 l3 SL 513.0 80002052.0 42.0
0.0 930759 l3 SL 595.0 80002129.0 42.0
0.0 930759 l3 SL 366.0 80002167.0 42.0
0.0 930759 l3 SL 419.0 80002257.0 106.0
0.0 930759 l3 SL 403.0 80002467.0 234.0
0.0 930759 l3 SL 721.0 80002489.0 42.0
0.0 930759 l3 SL 585.0 80002544.0 234.0
0.0 930759 l3 SL 440.0 80002553.0 234.0
0.0 930759 l3 SL 505.0 80002562.0 106.0
0.0 930759 l3 SL 793.0 80002614.0 234.0
0.0 930759 l3 SL 610.0 80002723.0 42.0
0.0 930759 l3 SL 437.0 80002822.0 234.0
0.0 930759 l3 SL 395.0 80002832.0 234.0
0.0 930759 l3 SL 493.0 80002844.0 42.0
0.0 930759 l3 SL 430.0 80002879.0 42.0
0.0 930759 l3 SL 725.0 80002913.0 170.0
0.0 930759 l3 SL 520.0 80002932.0 42.0
0.0 930759 l3 SL 521.0 80003093.0 42.0
0.0 930759 l3 SL 496.0 80003214.0 106.0
0.0 930759 l3 SL 667.0 80003247.0 234.0
0.0 930759 l3 SL 795.0 80003452.0 234.0
