run burst level channel fpga energy timestamp finetime
0.0 930759 l1 0.0 SL 16.0 80001418.0 128.0
0.0 930759 l1 0.0 SL 8.0 80001699.0 170.0
0.0 930759 l1 0.0 SL 6.0 80001700.0 0.0
0.0 930759 l1 0.0 SL 9.0 80001765.0 25.0
0.0 930759 l1 0.0 SL 8.0 80001765.0 51.0
0.0 930759 l1 0.0 SL 8.0 80003093.0 153.0
0.0 930759 l1 0.0 SL 9.0 80003863.0 179.0
0.0 930759 l1 0.0 SL 20.0 80005496.0 170.0
0.0 930759 l1 0.0 SL 73.0 80005496.0 176.0
0.0 930759 l1 0.0 SL 8.0 80005859.0 204.0
0.0 930759 l1 0.0 SL 25.0 80007589.0 120.0
0.0 930759 l1 1.0 SL 46.0 80000040.0 85.0
0.0 930759 l1 1.0 SL 6.0 80000040.0 128.0
0.0 930759 l1 1.0 SL 17.0 80000040.0 64.0
0.0 930759 l1 1.0 SL 21.0 80000051.0 88.0
0.0 930759 l1 1.0 SL 9.0 80000051.0 64.0
0.0 930759 l1 1.0 SL 18.0 80000050.0 160.0
0.0 930759 l1 1.0 SL 62.0 80000051.0 75.0
0.0 930759 l1 1.0 SL 20.0 80000051.0 106.0
0.0 930759 l1 1.0 SL 8.0 80000088.0 192.0
0.0 930759 l1 1.0 SL 6.0 80000089.0 64.0
0.0 930759 l1 1.0 SL 16.0 80000089.0 28.0
0.0 930759 l1 1.0 SL 9.0 80000235.0 224.0
0.0 930759 l1 1.0 SL 8.0 80000236.0 0.0
0.0 930759 l1 1.0 SL 11.0 80000444.0 230.0
0.0 930759 l1 1.0 SL 9.0 80000493.0 224.0
0.0 930759 l1 1.0 SL 10.0 80000776.0 85.0
0.0 930759 l1 1.0 SL 7.0 80000907.0 32.0
0.0 930759 l1 1.0 SL 6.0 80000907.0 64.0
0.0 930759 l1 1.0 SL 7.0 80001251.0 32.0
0.0 930759 l1 1.0 SL 14.0 80001250.0 192.0
0.0 930759 l1 1.0 SL 10.0 80001292.0 102.0
0.0 930759 l1 1.0 SL 7.0 80001403.0 224.0
0.0 930759 l1 1.0 SL 271.0 80001403.0 173.0
0.0 930759 l1 1.0 SL 14.0 80001403.0 192.0
0.0 930759 l1 1.0 SL 6.0 80001614.0 0.0
0.0 930759 l1 1.0 SL 7.0 80001614.0 76.0
0.0 930759 l1 1.0 SL 6.0 80001614.0 0.0
0.0 930759 l1 1.0 SL 8.0 80001614.0 51.0
0.0 930759 l1 1.0 SL 9.0 80001692.0 106.0
0.0 930759 l1 1.0 SL 6.0 80001692.0 85.0
0.0 930759 l1 1.0 SL 25.0 80001699.0 160.0
0.0 930759 l1 1.0 SL 58.0 80001699.0 189.0
0.0 930759 l1 1.0 SL 7.0 80001699.0 160.0
0.0 930759 l1 1.0 SL 14.0 80001807.0 0.0
0.0 930759 l1 1.0 SL 33.0 80001807.0 49.0
0.0 930759 l1 1.0 SL 6.0 80001850.0 128.0
0.0 930759 l1 1.0 SL 8.0 80002386.0 153.0
0.0 930759 l1 1.0 SL 161.0 80002386.0 126.0
0.0 930759 l1 1.0 SL 53.0 80002442.0 22.0
0.0 930759 l1 1.0 SL 481.0 80002441.0 138.0
0.0 930759 l1 1.0 SL 12.0 80002442.0 0.0
0.0 930759 l1 1.0 SL 11.0 80002442.0 21.0
0.0 930759 l1 1.0 SL 10.0 80002463.0 192.0
0.0 930759 l1 1.0 SL 10.0 80002529.0 102.0
0.0 930759 l1 1.0 SL 6.0 80002769.0 0.0
0.0 930759 l1 1.0 SL 7.0 80002888.0 42.0
0.0 930759 l1 1.0 SL 8.0 80003288.0 85.0
0.0 930759 l1 1.0 SL 9.0 80003288.0 160.0
0.0 930759 l1 1.0 SL 7.0 80003379.0 224.0
0.0 930759 l1 1.0 SL 7.0 80003379.0 224.0
0.0 930759 l1 1.0 SL 9.0 80003613.0 224.0
0.0 930759 l1 1.0 SL 9.0 80003743.0 64.0
0.0 930759 l1 1.0 SL 8.0 80003742.0 192.0
0.0 930759 l1 1.0 SL 7.0 80003742.0 224.0
0.0 930759 l1 1.0 SL 6.0 80003863.0 128.0
0.0 930759 l1 1.0 SL 7.0 80004225.0 179.0
0.0 930759 l1 1.0 SL 128.0 80004299.0 174.0
0.0 930759 l1 1.0 SL 11.0 80004299.0 149.0
0.0 930759 l1 1.0 SL 8.0 80005160.0 51.0
0.0 930759 l1 1.0 SL 7.0 80005160.0 76.0
0.0 930759 l1 1.0 SL 13.0 80005281.0 234.0
0.0 930759 l1 1.0 SL 6.0 80005436.0 85.0
0.0 930759 l1 1.0 SL 34.0 80005531.0 170.0
0.0 930759 l1 1.0 SL 6.0 80005665.0 0.0
0.0 930759 l1 1.0 SL 6.0 80005913.0 128.0
0.0 930759 l1 1.0 SL 37.0 80005913.0 208.0
