run burst level channel fpga energy timestamp finetime
6235.0 41446 l1 1.0 SL 17.0 80000000.0 112.0
6235.0 41446 l1 1.0 SL 12.0 80000000.0 153.0
6235.0 41446 l1 1.0 SL 12.0 80000009.0 128.0
6235.0 41446 l1 1.0 SL 16.0 80000009.0 160.0
6235.0 41446 l1 1.0 SL 13.0 80000009.0 208.0
6235.0 41446 l1 1.0 SL 20.0 80000019.0 153.0
6235.0 41446 l1 1.0 SL 15.0 80000021.0 18.0
6235.0 41446 l1 1.0 SL 45.0 80000020.0 96.0
6235.0 41446 l1 1.0 SL 11.0 80000022.0 32.0
6235.0 41446 l1 1.0 SL 13.0 80000023.0 106.0
6235.0 41446 l1 1.0 SL 49.0 80000028.0 64.0
6235.0 41446 l1 1.0 SL 15.0 80000028.0 128.0
6235.0 41446 l1 1.0 SL 15.0 80000028.0 144.0
6235.0 41446 l1 1.0 SL 26.0 80000040.0 39.0
6235.0 41446 l1 1.0 SL 24.0 80000040.0 85.0
6235.0 41446 l1 1.0 SL 38.0 80000044.0 161.0
6235.0 41446 l1 1.0 SL 11.0 80000045.0 76.0
6235.0 41446 l1 1.0 SL 9.0 80000053.0 230.0
6235.0 41446 l1 1.0 SL 7.0 80000054.0 32.0
6235.0 41446 l1 1.0 SL 9.0 80000053.0 230.0
6235.0 41446 l1 1.0 SL 6.0 80000054.0 64.0
6235.0 41446 l1 1.0 SL 10.0 80000060.0 102.0
6235.0 41446 l1 1.0 SL 9.0 80000060.0 224.0
6235.0 41446 l1 1.0 SL 8.0 80000061.0 0.0
6235.0 41446 l1 1.0 SL 82.0 80000068.0 68.0
6235.0 41446 l1 1.0 SL 48.0 80000068.0 42.0
6235.0 41446 l1 1.0 SL 9.0 80000083.0 76.0
6235.0 41446 l1 1.0 SL 6.0 80000083.0 170.0
6235.0 41446 l1 1.0 SL 7.0 80000094.0 128.0
6235.0 41446 l1 1.0 SL 6.0 80000094.0 170.0
6235.0 41446 l1 1.0 SL 11.0 80000098.0 64.0
6235.0 41446 l1 1.0 SL 9.0 80000098.0 160.0
6235.0 41446 l1 1.0 SL 12.0 80000099.0 42.0
6235.0 41446 l1 1.0 SL 26.0 80000102.0 39.0
6235.0 41446 l1 1.0 SL 26.0 80000105.0 128.0
6235.0 41446 l1 1.0 SL 15.0 80000102.0 147.0
6235.0 41446 l1 1.0 SL 8.0 80000121.0 170.0
6235.0 41446 l1 1.0 SL 10.0 80000121.0 204.0
6235.0 41446 l1 1.0 SL 11.0 80000127.0 128.0
6235.0 41446 l1 1.0 SL 7.0 80000127.0 213.0
6235.0 41446 l1 1.0 SL 8.0 80000129.0 64.0
6235.0 41446 l1 1.0 SL 6.0 80000128.0 0.0
6235.0 41446 l1 1.0 SL 330.0 80000144.0 104.0
6235.0 41446 l1 1.0 SL 41.0 80000144.0 168.0
