run burst level channel fpga energy timestamp finetime
6235.0 41446 l1 0.0 SL 10.0 80000171.0 128.0
6235.0 41446 l1 0.0 SL 35.0 80000171.0 149.0
6235.0 41446 l1 0.0 SL 10.0 80000171.0 153.0
6235.0 41446 l1 0.0 SL 21.0 80004095.0 88.0
6235.0 41446 l1 0.0 SL 6.0 80005387.0 153.0
6235.0 41446 l1 0.0 SL 7.0 80006182.0 213.0
6235.0 41446 l1 0.0 SL 19.0 80007432.0 151.0
6235.0 41446 l1 1.0 SL 25.0 80000120.0 76.0
6235.0 41446 l1 1.0 SL 8.0 80000120.0 102.0
6235.0 41446 l1 1.0 SL 6.0 80000328.0 128.0
6235.0 41446 l1 1.0 SL 6.0 80000328.0 170.0
6235.0 41446 l1 1.0 SL 8.0 80000530.0 128.0
6235.0 41446 l1 1.0 SL 10.0 80000563.0 42.0
6235.0 41446 l1 1.0 SL 16.0 80001131.0 128.0
6235.0 41446 l1 1.0 SL 8.0 80001197.0 64.0
6235.0 41446 l1 1.0 SL 6.0 80001197.0 153.0
6235.0 41446 l1 1.0 SL 6.0 80001471.0 0.0
6235.0 41446 l1 1.0 SL 15.0 80002491.0 42.0
6235.0 41446 l1 1.0 SL 15.0 80002491.0 42.0
6235.0 41446 l1 1.0 SL 7.0 80003328.0 128.0
6235.0 41446 l1 1.0 SL 15.0 80003518.0 234.0
6235.0 41446 l1 1.0 SL 59.0 80003518.0 216.0
6235.0 41446 l1 1.0 SL 18.0 80003518.0 227.0
6235.0 41446 l1 1.0 SL 6.0 80003518.0 170.0
6235.0 41446 l1 1.0 SL 8.0 80003534.0 153.0
6235.0 41446 l1 1.0 SL 12.0 80003687.0 213.0
6235.0 41446 l1 1.0 SL 120.0 80003687.0 233.0
6235.0 41446 l1 1.0 SL 9.0 80005042.0 96.0
6235.0 41446 l1 1.0 SL 6.0 80005664.0 0.0
6235.0 41446 l1 1.0 SL 8.0 80005839.0 0.0
6235.0 41446 l1 1.0 SL 14.0 80005839.0 0.0
6235.0 41446 l1 1.0 SL 6.0 80006090.0 0.0
6235.0 41446 l1 1.0 SL 8.0 80006135.0 153.0
6235.0 41446 l1 1.0 SL 8.0 80006277.0 51.0
6235.0 41446 l1 1.0 SL 8.0 80006277.0 51.0
6235.0 41446 l1 1.0 SL 38.0 80006736.0 77.0
6235.0 41446 l1 1.0 SL 9.0 80006735.0 224.0
6235.0 41446 l1 1.0 SL 7.0 80006736.0 32.0
6235.0 41446 l1 1.0 SL 10.0 80006736.0 85.0
6235.0 41446 l1 1.0 SL 46.0 80006736.0 73.0
6235.0 41446 l1 1.0 SL 8.0 80006736.0 0.0
6235.0 41446 l1 1.0 SL 6.0 80006736.0 64.0
6235.0 41446 l1 1.0 SL 29.0 80007432.0 128.0
6235.0 41446 l1 1.0 SL 9.0 80007663.0 179.0
6235.0 41446 l1 1.0 SL 91.0 80007663.0 166.0
6235.0 41446 l1 2.0 SL 7.0 80000280.0 179.0
6235.0 41446 l1 2.0 SL 7.0 80000280.0 128.0
6235.0 41446 l1 2.0 SL 10.0 80001379.0 102.0
6235.0 41446 l1 2.0 SL 7.0 80002012.0 224.0
6235.0 41446 l1 2.0 SL 7.0 80002113.0 128.0
6235.0 41446 l1 2.0 SL 10.0 80002113.0 192.0
6235.0 41446 l1 2.0 SL 13.0 80002597.0 201.0
6235.0 41446 l1 2.0 SL 7.0 80002677.0 213.0
6235.0 41446 l1 2.0 SL 6.0 80002678.0 0.0
6235.0 41446 l1 2.0 SL 23.0 80003328.0 137.0
6235.0 41446 l1 2.0 SL 225.0 80003328.0 136.0
6235.0 41446 l1 2.0 SL 10.0 80003427.0 153.0
6235.0 41446 l1 2.0 SL 28.0 80003688.0 0.0
6235.0 41446 l1 2.0 SL 8.0 80003688.0 0.0
6235.0 41446 l1 2.0 SL 10.0 80003851.0 42.0
6235.0 41446 l1 2.0 SL 10.0 80003851.0 42.0
6235.0 41446 l1 2.0 SL 8.0 80004627.0 170.0
6235.0 41446 l1 2.0 SL 6.0 80004628.0 0.0
6235.0 41446 l1 2.0 SL 9.0 80004978.0 25.0
6235.0 41446 l1 2.0 SL 7.0 80006089.0 213.0
6235.0 41446 l1 2.0 SL 8.0 80006090.0 0.0
6235.0 41446 l1 2.0 SL 7.0 80006180.0 32.0
6235.0 41446 l1 2.0 SL 7.0 80006192.0 32.0
6235.0 41446 l1 2.0 SL 12.0 80006493.0 42.0
6235.0 41446 l1 2.0 SL 6.0 80006914.0 170.0
6235.0 41446 l1 3.0 SL 114.0 80000188.0 26.0
6235.0 41446 l1 3.0 SL 16.0 80000188.0 28.0
6235.0 41446 l1 3.0 SL 8.0 80000560.0 0.0
6235.0 41446 l1 3.0 SL 7.0 80000560.0 32.0
6235.0 41446 l1 3.0 SL 6.0 80002597.0 128.0
6235.0 41446 l1 3.0 SL 6.0 80002867.0 0.0
6235.0 41446 l1 3.0 SL 9.0 80003586.0 25.0
6235.0 41446 l1 3.0 SL 19.0 80004888.0 12.0
6235.0 41446 l1 3.0 SL 11.0 80005698.0 149.0
6235.0 41446 l1 3.0 SL 146.0 80005698.0 204.0
6235.0 41446 l1 3.0 SL 7.0 80005698.0 224.0
6235.0 41446 l1 3.0 SL 10.0 80006493.0 42.0
6235.0 41446 l1 3.0 SL 9.0 80006493.0 128.0
6235.0 41446 l1 3.0 SL 9.0 80006493.0 64.0
6235.0 41463 l1 0.0 SL 32.0 80001810.0 150.0
6235.0 41463 l1 0.0 SL 78.0 80001810.0 152.0
6235.0 41463 l1 0.0 SL 36.0 80004411.0 179.0
6235.0 41463 l1 0.0 SL 10.0 80004411.0 102.0
6235.0 41463 l1 0.0 SL 34.0 80006241.0 180.0
6235.0 41463 l1 0.0 SL 12.0 80006464.0 0.0
6235.0 41463 l1 1.0 SL 43.0 80001049.0 103.0
6235.0 41463 l1 1.0 SL 49.0 80001273.0 165.0
6235.0 41463 l1 1.0 SL 9.0 80001813.0 76.0
6235.0 41463 l1 1.0 SL 10.0 80002138.0 153.0
6235.0 41463 l1 1.0 SL 8.0 80003768.0 102.0
6235.0 41463 l1 1.0 SL 8.0 80003809.0 0.0
6235.0 41463 l1 1.0 SL 7.0 80003809.0 32.0
6235.0 41463 l1 1.0 SL 7.0 80003916.0 179.0
6235.0 41463 l1 1.0 SL 19.0 80004011.0 12.0
6235.0 41463 l1 1.0 SL 6.0 80004120.0 102.0
6235.0 41463 l1 1.0 SL 7.0 80004120.0 76.0
6235.0 41463 l1 1.0 SL 9.0 80004148.0 224.0
6235.0 41463 l1 1.0 SL 78.0 80004440.0 36.0
6235.0 41463 l1 1.0 SL 16.0 80004440.0 56.0
6235.0 41463 l1 1.0 SL 8.0 80004585.0 170.0
6235.0 41463 l1 1.0 SL 9.0 80005650.0 91.0
6235.0 41463 l1 1.0 SL 9.0 80005650.0 91.0
6235.0 41463 l1 1.0 SL 8.0 80007129.0 64.0
6235.0 41463 l1 1.0 SL 23.0 80007128.0 221.0
6235.0 41463 l1 1.0 SL 11.0 80007950.0 21.0
6235.0 41463 l1 1.0 SL 7.0 80007949.0 213.0
6235.0 41463 l1 1.0 SL 6.0 80007950.0 0.0
6235.0 41463 l1 2.0 SL 23.0 80000121.0 147.0
6235.0 41463 l1 2.0 SL 10.0 80000163.0 128.0
6235.0 41463 l1 2.0 SL 17.0 80001810.0 99.0
6235.0 41463 l1 2.0 SL 11.0 80002204.0 230.0
6235.0 41463 l1 2.0 SL 55.0 80002204.0 222.0
6235.0 41463 l1 2.0 SL 107.0 80002547.0 172.0
6235.0 41463 l1 2.0 SL 13.0 80003060.0 164.0
6235.0 41463 l1 2.0 SL 6.0 80003916.0 0.0
6235.0 41463 l1 2.0 SL 10.0 80004444.0 153.0
6235.0 41463 l1 2.0 SL 11.0 80004504.0 149.0
6235.0 41463 l1 2.0 SL 13.0 80005624.0 91.0
6235.0 41463 l1 2.0 SL 64.0 80006250.0 182.0
6235.0 41463 l1 2.0 SL 43.0 80006250.0 203.0
6235.0 41463 l1 2.0 SL 10.0 80006250.0 146.0
6235.0 41463 l1 2.0 SL 6.0 80006311.0 102.0
6235.0 41463 l1 2.0 SL 23.0 80006311.0 64.0
6235.0 41463 l1 2.0 SL 7.0 80006311.0 76.0
6235.0 41463 l1 2.0 SL 6.0 80006311.0 102.0
6235.0 41463 l1 2.0 SL 6.0 80007362.0 0.0
6235.0 41463 l1 2.0 SL 129.0 80007362.0 74.0
6235.0 41463 l1 2.0 SL 6.0 80007362.0 0.0
6235.0 41463 l1 3.0 SL 7.0 80005193.0 32.0
6235.0 41463 l1 3.0 SL 7.0 80005192.0 213.0
6235.0 41463 l1 3.0 SL 13.0 80007513.0 234.0
6235.0 41463 l1 3.0 SL 12.0 80007514.0 0.0
6235.0 41477 l1 0.0 SL 6.0 80001351.0 0.0
6235.0 41477 l1 0.0 SL 8.0 80002443.0 102.0
6235.0 41477 l1 0.0 SL 9.0 80004069.0 160.0
6235.0 41477 l1 0.0 SL 6.0 80004464.0 128.0
