run burst level fpga channel peak over_thr peak_space peak_time 1st_sample 2nd_sample 3rd_sample 4th_sample 5th_sample timestamp
6235.0 41446 l1 PP2 0.0 0.0 1.0 1.0 0.0 0.0 1.0 3.0 9.0 14.0 80003326.0
6235.0 41446 l1 PP2 0.0 1.0 1.0 1.0 1.0 0.0 2.0 8.0 13.0 10.0 80003327.0
6235.0 41446 l1 PP2 0.0 2.0 1.0 1.0 0.0 0.0 6.0 11.0 8.0 3.0 80003328.0
6235.0 41446 l1 PP2 0.0 3.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 11.0 80003685.0
6235.0 41446 l1 PP2 0.0 4.0 1.0 1.0 1.0 0.0 1.0 6.0 11.0 10.0 80003686.0
6235.0 41446 l1 PP2 0.0 5.0 1.0 1.0 0.0 0.0 5.0 10.0 9.0 4.0 80003687.0
6235.0 41446 l1 PP2 0.0 6.0 1.0 1.0 1.0 0.0 1.0 4.0 8.0 8.0 80003705.0
6235.0 41446 l1 PP2 0.0 7.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 4.0 80003706.0
6235.0 41446 l1 PP2 0.0 8.0 1.0 1.0 0.0 0.0 0.0 2.0 14.0 23.0 80006275.0
6235.0 41446 l1 PP2 0.0 9.0 1.0 1.0 1.0 0.0 2.0 14.0 23.0 20.0 80006276.0
6235.0 41446 l1 PP2 0.0 10.0 1.0 1.0 0.0 0.0 12.0 21.0 18.0 10.0 80006277.0
6235.0 41446 l1 PP2 0.0 11.0 1.0 1.0 0.0 0.0 0.0 0.0 22.0 113.0 80006790.0
6235.0 41446 l1 PP2 0.0 12.0 1.0 1.0 0.0 0.0 0.0 22.0 113.0 175.0 80006791.0
6235.0 41446 l1 PP2 0.0 13.0 1.0 1.0 1.0 0.0 25.0 116.0 178.0 146.0 80006792.0
6235.0 41446 l1 PP2 0.0 14.0 1.0 1.0 0.0 0.0 91.0 153.0 121.0 49.0 80006793.0
6235.0 41446 l1 PP2 0.0 15.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 18.0 80007666.0
6235.0 41446 l1 PP2 0.0 16.0 1.0 1.0 0.0 0.0 2.0 6.0 18.0 26.0 80007667.0
6235.0 41446 l1 PP2 0.0 17.0 1.0 1.0 1.0 0.0 4.0 16.0 24.0 21.0 80007668.0
6235.0 41446 l1 PP2 0.0 18.0 1.0 1.0 0.0 0.0 12.0 20.0 17.0 7.0 80007669.0
6235.0 41446 l1 PP2 0.0 19.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 10.0 80007676.0
6235.0 41446 l1 PP2 0.0 20.0 1.0 1.0 0.0 0.0 4.0 9.0 12.0 15.0 80007677.0
6235.0 41446 l1 PP2 0.0 21.0 1.0 1.0 0.0 0.0 5.0 8.0 11.0 14.0 80007678.0
6235.0 41446 l1 PP2 0.0 22.0 1.0 1.0 1.0 0.0 3.0 6.0 9.0 8.0 80007679.0
6235.0 41446 l1 PP2 1.0 0.0 1.0 1.0 1.0 0.0 1.0 4.0 8.0 7.0 80000361.0
6235.0 41446 l1 PP2 1.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 2.0 80000362.0
6235.0 41446 l1 PP2 1.0 2.0 1.0 1.0 0.0 0.0 0.0 2.0 13.0 26.0 80002111.0
6235.0 41446 l1 PP2 1.0 3.0 1.0 1.0 1.0 0.0 2.0 13.0 26.0 25.0 80002112.0
6235.0 41446 l1 PP2 1.0 4.0 1.0 1.0 0.0 0.0 11.0 24.0 23.0 13.0 80002113.0
6235.0 41446 l1 PP2 1.0 5.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 4.0 80003687.0
6235.0 41446 l1 PP2 1.0 6.0 1.0 1.0 1.0 0.0 0.0 5.0 11.0 9.0 80006792.0
6235.0 41446 l1 PP2 1.0 7.0 1.0 1.0 0.0 0.0 5.0 11.0 9.0 4.0 80006793.0
6235.0 41446 l1 PP2 2.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 16.0 34.0 80002111.0
6235.0 41446 l1 PP2 2.0 1.0 1.0 1.0 1.0 0.0 1.0 17.0 35.0 34.0 80002112.0
6235.0 41446 l1 PP2 2.0 2.0 1.0 1.0 0.0 0.0 16.0 34.0 33.0 18.0 80002113.0
6235.0 41446 l1 PP2 2.0 3.0 1.0 1.0 0.0 0.0 0.0 2.0 13.0 19.0 80006912.0
6235.0 41446 l1 PP2 2.0 4.0 1.0 1.0 1.0 0.0 3.0 14.0 20.0 15.0 80006913.0
6235.0 41446 l1 PP2 2.0 5.0 1.0 1.0 0.0 0.0 11.0 17.0 12.0 5.0 80006914.0
6235.0 41446 l1 PP2 3.0 0.0 1.0 1.0 1.0 0.0 2.0 4.0 7.0 7.0 80002112.0
6235.0 41446 l1 PP2 3.0 1.0 1.0 1.0 1.0 0.0 1.0 5.0 8.0 8.0 80007193.0
6235.0 41446 l1 PP2 3.0 2.0 1.0 1.0 1.0 0.0 4.0 7.0 7.0 5.0 80007194.0
6235.0 41446 l1 PP2 4.0 0.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 7.0 80005624.0
6235.0 41446 l1 PP2 4.0 1.0 1.0 1.0 1.0 0.0 3.0 7.0 8.0 5.0 80005625.0
6235.0 41446 l1 PP2 4.0 2.0 1.0 1.0 1.0 0.0 1.0 4.0 7.0 6.0 80006126.0
6235.0 41446 l1 PP2 5.0 0.0 1.0 1.0 1.0 0.0 1.0 4.0 6.0 4.0 80004549.0
6235.0 41446 l1 PP2 6.0 0.0 1.0 1.0 0.0 0.0 0.0 3.0 9.0 12.0 80005814.0
6235.0 41446 l1 PP2 6.0 1.0 1.0 1.0 1.0 0.0 3.0 9.0 12.0 8.0 80005815.0
6235.0 41446 l1 PP2 7.0 0.0 1.0 1.0 1.0 0.0 0.0 2.0 7.0 7.0 80006111.0
6235.0 41446 l1 PP2 7.0 1.0 1.0 1.0 1.0 0.0 2.0 7.0 7.0 5.0 80006112.0
6235.0 41446 l1 PP3 0.0 0.0 1.0 1.0 1.0 0.0 1.0 3.0 7.0 7.0 80002333.0
6235.0 41446 l1 PP3 0.0 1.0 1.0 1.0 1.0 0.0 2.0 6.0 6.0 5.0 80002334.0
6235.0 41446 l1 PP3 0.0 2.0 1.0 1.0 1.0 0.0 0.0 4.0 10.0 9.0 80004886.0
6235.0 41446 l1 PP3 0.0 3.0 1.0 1.0 0.0 0.0 4.0 10.0 9.0 5.0 80004887.0
6235.0 41446 l1 PP3 0.0 4.0 1.0 1.0 1.0 0.0 0.0 2.0 6.0 5.0 80005697.0
6235.0 41446 l1 PP3 0.0 5.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 2.0 80005698.0
6235.0 41446 l1 PP3 1.0 0.0 1.0 1.0 1.0 0.0 1.0 4.0 6.0 4.0 80000556.0
6235.0 41446 l1 PP3 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 12.0 21.0 80005696.0
6235.0 41446 l1 PP3 1.0 2.0 1.0 1.0 1.0 0.0 1.0 12.0 21.0 17.0 80005697.0
6235.0 41446 l1 PP3 1.0 3.0 1.0 1.0 0.0 0.0 11.0 20.0 16.0 8.0 80005698.0
6235.0 41446 l1 PP3 1.0 4.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 7.0 80006275.0
6235.0 41446 l1 PP3 1.0 5.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 4.0 80006276.0
6235.0 41446 l1 PP3 2.0 0.0 1.0 1.0 1.0 0.0 0.0 6.0 7.0 5.0 80002221.0
6235.0 41446 l1 PP3 2.0 1.0 1.0 1.0 1.0 0.0 1.0 2.0 6.0 6.0 80002865.0
6235.0 41446 l1 PP3 3.0 0.0 1.0 1.0 1.0 0.0 2.0 4.0 6.0 4.0 80000920.0
6235.0 41446 l1 PP3 3.0 1.0 1.0 1.0 1.0 0.0 1.0 3.0 6.0 5.0 80002221.0
6235.0 41446 l1 PP3 6.0 0.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 8.0 80004886.0
6235.0 41446 l1 PP3 6.0 1.0 1.0 1.0 1.0 0.0 2.0 7.0 8.0 4.0 80004887.0
6235.0 41446 l1 PP1 0.0 0.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 4.0 80003598.0
6235.0 41446 l1 PP1 1.0 0.0 1.0 1.0 0.0 0.0 2.0 4.0 7.0 8.0 80003513.0
6235.0 41446 l1 PP1 1.0 1.0 1.0 1.0 1.0 0.0 2.0 5.0 6.0 3.0 80003514.0
6235.0 41446 l1 PP1 2.0 0.0 1.0 1.0 1.0 0.0 0.0 3.0 8.0 7.0 80000010.0
6235.0 41446 l1 PP1 2.0 1.0 1.0 1.0 0.0 0.0 3.0 8.0 7.0 5.0 80000011.0
6235.0 41446 l1 PP1 2.0 2.0 1.0 1.0 1.0 0.0 1.0 5.0 9.0 9.0 80000726.0
6235.0 41446 l1 PP1 2.0 3.0 1.0 1.0 1.0 0.0 4.0 8.0 8.0 5.0 80000727.0
6235.0 41446 l1 PP1 2.0 4.0 1.0 1.0 1.0 0.0 0.0 2.0 6.0 5.0 80003517.0
6235.0 41446 l1 PP1 2.0 5.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 4.0 80003518.0
6235.0 41446 l1 PP1 2.0 6.0 1.0 1.0 1.0 0.0 0.0 4.0 6.0 4.0 80004463.0
6235.0 41446 l1 PP1 3.0 0.0 1.0 1.0 1.0 0.0 0.0 5.0 12.0 11.0 80003273.0
6235.0 41446 l1 PP1 3.0 1.0 1.0 1.0 0.0 0.0 5.0 12.0 11.0 7.0 80003274.0
6235.0 41446 l1 PP1 3.0 2.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 56.0 80003515.0
6235.0 41446 l1 PP1 3.0 3.0 1.0 1.0 0.0 0.0 1.0 8.0 57.0 103.0 80003516.0
