 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
0 6235.0 41446 l1 PP2 0.0 0.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 7.0 80000482.0
1 6235.0 41446 l1 PP2 0.0 1.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 4.0 80000483.0
2 6235.0 41446 l1 PP2 0.0 2.0 1.0 1.0 1.0 0.0 2.0 5.0 7.0 6.0 80000557.0
3 6235.0 41446 l1 PP2 0.0 3.0 1.0 1.0 0.0 0.0 0.0 2.0 10.0 14.0 80002491.0
4 6235.0 41446 l1 PP2 0.0 4.0 1.0 1.0 1.0 0.0 2.0 10.0 14.0 10.0 80002492.0
5 6235.0 41446 l1 PP2 0.0 5.0 1.0 1.0 0.0 0.0 8.0 12.0 8.0 2.0 80002493.0
6 6235.0 41446 l1 PP2 0.0 6.0 1.0 1.0 0.0 0.0 1.0 3.0 8.0 11.0 80002595.0
7 6235.0 41446 l1 PP2 0.0 7.0 1.0 1.0 1.0 0.0 2.0 7.0 10.0 8.0 80002596.0
8 6235.0 41446 l1 PP2 0.0 8.0 1.0 1.0 0.0 0.0 5.0 8.0 6.0 1.0 80002597.0
9 6235.0 41446 l1 PP2 0.0 9.0 1.0 1.0 1.0 0.0 1.0 4.0 9.0 9.0 80003112.0
10 6235.0 41446 l1 PP2 0.0 10.0 1.0 1.0 1.0 0.0 3.0 8.0 8.0 4.0 80003113.0
11 6235.0 41446 l1 PP2 0.0 11.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 20.0 80003513.0
12 6235.0 41446 l1 PP2 0.0 12.0 1.0 1.0 0.0 0.0 0.0 7.0 21.0 24.0 80003514.0
13 6235.0 41446 l1 PP2 0.0 13.0 1.0 1.0 1.0 0.0 7.0 21.0 24.0 15.0 80003515.0
14 6235.0 41446 l1 PP2 0.0 14.0 1.0 1.0 0.0 0.0 14.0 17.0 8.0 0.0 80003516.0
15 6235.0 41446 l1 PP2 0.0 15.0 1.0 1.0 1.0 0.0 3.0 5.0 6.0 4.0 80003738.0
16 6235.0 41446 l1 PP2 0.0 16.0 1.0 1.0 1.0 0.0 1.0 3.0 6.0 6.0 80003749.0
17 6235.0 41446 l1 PP2 0.0 17.0 1.0 1.0 1.0 0.0 2.0 5.0 6.0 6.0 80003983.0
18 6235.0 41446 l1 PP2 0.0 18.0 1.0 1.0 1.0 0.0 1.0 5.0 9.0 8.0 80004074.0
19 6235.0 41446 l1 PP2 0.0 19.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 4.0 80004075.0
20 6235.0 41446 l1 PP2 0.0 20.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 9.0 80004082.0
21 6235.0 41446 l1 PP2 0.0 21.0 1.0 1.0 1.0 0.0 2.0 7.0 9.0 7.0 80004083.0
22 6235.0 41446 l1 PP2 0.0 22.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 8.0 80005129.0
23 6235.0 41446 l1 PP2 0.0 23.0 1.0 1.0 1.0 0.0 2.0 6.0 8.0 5.0 80005130.0
24 6235.0 41446 l1 PP2 0.0 24.0 1.0 1.0 0.0 0.0 1.0 3.0 11.0 31.0 80005594.0
25 6235.0 41446 l1 PP2 0.0 25.0 1.0 1.0 0.0 0.0 2.0 10.0 30.0 36.0 80005595.0
26 6235.0 41446 l1 PP2 0.0 26.0 1.0 1.0 1.0 0.0 8.0 28.0 34.0 20.0 80005596.0
27 6235.0 41446 l1 PP2 0.0 27.0 1.0 1.0 0.0 0.0 20.0 26.0 12.0 0.0 80005597.0
28 6235.0 41446 l1 PP2 0.0 28.0 1.0 1.0 0.0 0.0 0.0 1.0 14.0 25.0 80005640.0
29 6235.0 41446 l1 PP2 0.0 29.0 1.0 1.0 1.0 0.0 1.0 14.0 25.0 21.0 80005641.0
30 6235.0 41446 l1 PP2 0.0 30.0 1.0 1.0 0.0 0.0 13.0 24.0 20.0 11.0 80005642.0
31 6235.0 41446 l1 PP2 0.0 31.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 109.0 80005738.0
