 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
1 6235.0 41446 l1 PP2 1.0 1.0 1.0 1.0 0.0 0.0 0.0 4.0 14.0 17.0 80000314.0
3 6235.0 41446 l1 PP2 1.0 3.0 1.0 1.0 0.0 0.0 10.0 13.0 8.0 1.0 80000316.0
5 6235.0 41446 l1 PP2 1.0 5.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 12.0 80000518.0
7 6235.0 41446 l1 PP2 1.0 7.0 1.0 1.0 0.0 0.0 6.0 11.0 10.0 5.0 80000520.0
8 6235.0 41446 l1 PP2 1.0 8.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 14.0 80000556.0
9 6235.0 41446 l1 PP2 1.0 9.0 1.0 1.0 1.0 0.0 0.0 7.0 14.0 11.0 80000557.0
10 6235.0 41446 l1 PP2 1.0 10.0 1.0 1.0 0.0 0.0 7.0 14.0 11.0 5.0 80000558.0
11 6235.0 41446 l1 PP2 1.0 11.0 1.0 1.0 1.0 0.0 0.0 4.0 6.0 5.0 80000566.0
13 6235.0 41446 l1 PP2 1.0 13.0 1.0 1.0 0.0 0.0 2.0 7.0 6.0 4.0 80000647.0
16 6235.0 41446 l1 PP2 1.0 16.0 1.0 1.0 0.0 0.0 10.0 14.0 9.0 4.0 80000730.0
17 6235.0 41446 l1 PP2 1.0 17.0 1.0 1.0 1.0 0.0 0.0 2.0 6.0 4.0 80000752.0
18 6235.0 41446 l1 PP2 1.0 18.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 13.0 80000822.0
19 6235.0 41446 l1 PP2 1.0 19.0 1.0 1.0 1.0 0.0 0.0 7.0 13.0 10.0 80000823.0
20 6235.0 41446 l1 PP2 1.0 20.0 1.0 1.0 0.0 0.0 7.0 13.0 10.0 3.0 80000824.0
21 6235.0 41446 l1 PP2 1.0 21.0 1.0 1.0 0.0 0.0 1.0 1.0 6.0 12.0 80000833.0
22 6235.0 41446 l1 PP2 1.0 22.0 1.0 1.0 1.0 0.0 0.0 5.0 11.0 10.0 80000834.0
23 6235.0 41446 l1 PP2 1.0 23.0 1.0 1.0 0.0 0.0 5.0 11.0 10.0 4.0 80000835.0
26 6235.0 41446 l1 PP2 1.0 26.0 1.0 1.0 0.0 0.0 4.0 8.0 6.0 2.0 80000912.0
27 6235.0 41446 l1 PP2 1.0 27.0 1.0 1.0 0.0 0.0 0.0 0.0 8.0 31.0 80001068.0
28 6235.0 41446 l1 PP2 1.0 28.0 1.0 1.0 0.0 0.0 0.0 11.0 34.0 41.0 80001069.0
30 6235.0 41446 l1 PP2 1.0 30.0 1.0 1.0 0.0 0.0 23.0 30.0 14.0 0.0 80001071.0
31 6235.0 41446 l1 PP2 1.0 31.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 12.0 80001231.0
32 6235.0 41446 l1 PP2 1.0 32.0 1.0 1.0 1.0 0.0 0.0 7.0 13.0 10.0 80001232.0
33 6235.0 41446 l1 PP2 1.0 33.0 1.0 1.0 0.0 0.0 7.0 13.0 10.0 5.0 80001233.0
34 6235.0 41446 l1 PP2 1.0 34.0 1.0 1.0 0.0 0.0 0.0 1.0 21.0 63.0 80001412.0
37 6235.0 41446 l1 PP2 1.0 37.0 1.0 1.0 0.0 0.0 42.0 52.0 27.0 0.0 80001415.0
38 6235.0 41446 l1 PP2 1.0 38.0 1.0 1.0 0.0 0.0 0.0 1.0 8.0 10.0 80001432.0
40 6235.0 41446 l1 PP2 1.0 40.0 1.0 1.0 0.0 0.0 7.0 9.0 6.0 0.0 80001434.0
42 6235.0 41446 l1 PP2 1.0 42.0 1.0 1.0 0.0 0.0 0.0 0.0 23.0 81.0 80001961.0
43 6235.0 41446 l1 PP2 1.0 43.0 1.0 1.0 0.0 0.0 0.0 23.0 81.0 100.0 80001962.0
45 6235.0 41446 l1 PP2 1.0 45.0 1.0 1.0 0.0 0.0 58.0 77.0 44.0 5.0 80001964.0
46 6235.0 41446 l1 PP2 1.0 46.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 5.0 80002033.0
47 6235.0 41446 l1 PP2 1.0 47.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 9.0 80002118.0
48 6235.0 41446 l1 PP2 1.0 48.0 1.0 1.0 1.0 0.0 0.0 7.0 10.0 6.0 80002119.0
49 6235.0 41446 l1 PP2 1.0 49.0 1.0 1.0 0.0 0.0 7.0 10.0 6.0 0.0 80002120.0
51 6235.0 41446 l1 PP2 1.0 51.0 1.0 1.0 0.0 0.0 0.0 1.0 11.0 24.0 80002196.0
53 6235.0 41446 l1 PP2 1.0 53.0 1.0 1.0 0.0 0.0 10.0 23.0 21.0 11.0 80002198.0
54 6235.0 41446 l1 PP2 1.0 54.0 1.0 1.0 0.0 0.0 1.0 1.0 7.0 15.0 80002240.0
55 6235.0 41446 l1 PP2 1.0 55.0 1.0 1.0 1.0 0.0 0.0 6.0 14.0 14.0 80002241.0
56 6235.0 41446 l1 PP2 1.0 56.0 1.0 1.0 1.0 0.0 6.0 14.0 14.0 7.0 80002242.0
57 6235.0 41446 l1 PP2 1.0 57.0 1.0 1.0 0.0 0.0 1.0 1.0 6.0 15.0 80002465.0
58 6235.0 41446 l1 PP2 1.0 58.0 1.0 1.0 0.0 0.0 0.0 5.0 14.0 16.0 80002466.0
60 6235.0 41446 l1 PP2 1.0 60.0 1.0 1.0 0.0 0.0 9.0 11.0 6.0 0.0 80002468.0
63 6235.0 41446 l1 PP2 1.0 63.0 1.0 1.0 0.0 0.0 23.0 47.0 42.0 19.0 80002579.0
64 6235.0 41446 l1 PP2 1.0 64.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 8.0 80002760.0
66 6235.0 41446 l1 PP2 1.0 66.0 1.0 1.0 0.0 0.0 0.0 2.0 9.0 12.0 80002913.0
68 6235.0 41446 l1 PP2 1.0 68.0 1.0 1.0 0.0 0.0 7.0 10.0 6.0 1.0 80002915.0
69 6235.0 41446 l1 PP2 1.0 69.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 7.0 80003036.0
70 6235.0 41446 l1 PP2 1.0 70.0 1.0 1.0 1.0 0.0 4.0 7.0 7.0 3.0 80003037.0
73 6235.0 41446 l1 PP2 1.0 73.0 1.0 1.0 0.0 0.0 24.0 39.0 29.0 11.0 80003158.0
74 6235.0 41446 l1 PP2 1.0 74.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 17.0 80003164.0
75 6235.0 41446 l1 PP2 1.0 75.0 1.0 1.0 1.0 0.0 0.0 8.0 18.0 16.0 80003165.0
76 6235.0 41446 l1 PP2 1.0 76.0 1.0 1.0 0.0 0.0 8.0 18.0 16.0 9.0 80003166.0
78 6235.0 41446 l1 PP2 1.0 78.0 1.0 1.0 0.0 0.0 0.0 2.0 14.0 24.0 80003245.0
80 6235.0 41446 l1 PP2 1.0 80.0 1.0 1.0 0.0 0.0 12.0 22.0 17.0 6.0 80003247.0
82 6235.0 41446 l1 PP2 1.0 82.0 1.0 1.0 0.0 0.0 2.0 7.0 6.0 3.0 80003423.0
83 6235.0 41446 l1 PP2 1.0 83.0 1.0 1.0 1.0 0.0 0.0 4.0 9.0 6.0 80003504.0
84 6235.0 41446 l1 PP2 1.0 84.0 1.0 1.0 0.0 0.0 5.0 10.0 7.0 1.0 80003505.0
86 6235.0 41446 l1 PP2 1.0 86.0 1.0 1.0 0.0 0.0 0.0 5.0 11.0 12.0 80003827.0
89 6235.0 41446 l1 PP2 1.0 89.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 25.0 80003989.0
90 6235.0 41446 l1 PP2 1.0 90.0 1.0 1.0 0.0 0.0 0.0 7.0 25.0 29.0 80003990.0
92 6235.0 41446 l1 PP2 1.0 92.0 1.0 1.0 0.0 0.0 18.0 22.0 11.0 0.0 80003992.0
93 6235.0 41446 l1 PP2 1.0 93.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 8.0 80004090.0
96 6235.0 41446 l1 PP2 1.0 96.0 1.0 1.0 0.0 0.0 5.0 10.0 9.0 5.0 80004189.0
97 6235.0 41446 l1 PP2 1.0 97.0 1.0 1.0 1.0 0.0 0.0 1.0 6.0 6.0 80004462.0
98 6235.0 41446 l1 PP2 1.0 98.0 1.0 1.0 1.0 0.0 2.0 7.0 7.0 5.0 80004463.0
99 6235.0 41446 l1 PP2 1.0 99.0 1.0 1.0 0.0 0.0 0.0 2.0 11.0 15.0 80004483.0
101 6235.0 41446 l1 PP2 1.0 101.0 1.0 1.0 0.0 0.0 9.0 13.0 9.0 3.0 80004485.0
103 6235.0 41446 l1 PP2 1.0 103.0 1.0 1.0 1.0 0.0 0.0 1.0 6.0 6.0 80004612.0
104 6235.0 41446 l1 PP2 1.0 104.0 1.0 1.0 1.0 0.0 3.0 8.0 8.0 4.0 80004613.0
105 6235.0 41446 l1 PP2 1.0 105.0 1.0 1.0 0.0 0.0 0.0 4.0 15.0 18.0 80004664.0
107 6235.0 41446 l1 PP2 1.0 107.0 1.0 1.0 0.0 0.0 11.0 14.0 9.0 4.0 80004666.0
108 6235.0 41446 l1 PP2 1.0 108.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 13.0 80004674.0
110 6235.0 41446 l1 PP2 1.0 110.0 1.0 1.0 1.0 0.0 4.0 11.0 11.0 6.0 80004676.0
111 6235.0 41446 l1 PP2 1.0 111.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 15.0 80004704.0
115 6235.0 41446 l1 PP2 1.0 115.0 1.0 1.0 0.0 0.0 0.0 2.0 8.0 10.0 80004821.0
117 6235.0 41446 l1 PP2 1.0 117.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 12.0 80004910.0
119 6235.0 41446 l1 PP2 1.0 119.0 1.0 1.0 0.0 0.0 7.0 12.0 9.0 4.0 80004912.0
124 6235.0 41446 l1 PP2 1.0 124.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 2.0 80005156.0
127 6235.0 41446 l1 PP2 1.0 127.0 1.0 1.0 0.0 0.0 12.0 18.0 11.0 2.0 80005176.0
131 6235.0 41446 l1 PP2 1.0 131.0 1.0 1.0 0.0 0.0 0.0 3.0 7.0 8.0 80005386.0
134 6235.0 41446 l1 PP2 1.0 134.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 3.0 80005415.0
135 6235.0 41446 l1 PP2 1.0 135.0 1.0 1.0 0.0 0.0 0.0 0.0 17.0 95.0 80005438.0
136 6235.0 41446 l1 PP2 1.0 136.0 1.0 1.0 0.0 0.0 0.0 17.0 95.0 139.0 80005439.0
138 6235.0 41446 l1 PP2 1.0 138.0 1.0 1.0 0.0 0.0 78.0 122.0 88.0 31.0 80005441.0
142 6235.0 41446 l1 PP2 1.0 142.0 1.0 1.0 0.0 0.0 0.0 3.0 11.0 14.0 80005817.0
144 6235.0 41446 l1 PP2 1.0 144.0 1.0 1.0 0.0 0.0 8.0 11.0 6.0 0.0 80005819.0
145 6235.0 41446 l1 PP2 1.0 145.0 1.0 1.0 1.0 0.0 0.0 4.0 6.0 5.0 80005905.0
146 6235.0 41446 l1 PP2 1.0 146.0 1.0 1.0 1.0 0.0 0.0 4.0 8.0 8.0 80005938.0
147 6235.0 41446 l1 PP2 1.0 147.0 1.0 1.0 1.0 0.0 4.0 8.0 8.0 5.0 80005939.0
148 6235.0 41446 l1 PP2 1.0 148.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 7.0 80006204.0
152 6235.0 41446 l1 PP2 1.0 152.0 1.0 1.0 0.0 0.0 0.0 1.0 8.0 17.0 80006350.0
154 6235.0 41446 l1 PP2 1.0 154.0 1.0 1.0 1.0 0.0 7.0 16.0 16.0 7.0 80006352.0
155 6235.0 41446 l1 PP2 1.0 155.0 1.0 1.0 0.0 0.0 0.0 3.0 8.0 10.0 80006369.0
157 6235.0 41446 l1 PP2 1.0 157.0 1.0 1.0 1.0 0.0 0.0 1.0 7.0 6.0 80006375.0
158 6235.0 41446 l1 PP2 1.0 158.0 1.0 1.0 0.0 0.0 3.0 9.0 8.0 3.0 80006376.0
161 6235.0 41446 l1 PP2 1.0 161.0 1.0 1.0 0.0 0.0 0.0 0.0 12.0 47.0 80006468.0
162 6235.0 41446 l1 PP2 1.0 162.0 1.0 1.0 0.0 0.0 0.0 12.0 47.0 63.0 80006469.0
164 6235.0 41446 l1 PP2 1.0 164.0 1.0 1.0 0.0 0.0 35.0 51.0 33.0 7.0 80006471.0
165 6235.0 41446 l1 PP2 1.0 165.0 1.0 1.0 0.0 0.0 0.0 1.0 8.0 12.0 80006491.0
167 6235.0 41446 l1 PP2 1.0 167.0 1.0 1.0 0.0 0.0 7.0 11.0 9.0 4.0 80006493.0
170 6235.0 41446 l1 PP2 1.0 170.0 1.0 1.0 0.0 0.0 5.0 11.0 9.0 4.0 80006515.0
171 6235.0 41446 l1 PP2 1.0 171.0 1.0 1.0 1.0 0.0 0.0 2.0 6.0 6.0 80006660.0
172 6235.0 41446 l1 PP2 1.0 172.0 1.0 1.0 1.0 0.0 2.0 6.0 6.0 2.0 80006661.0
173 6235.0 41446 l1 PP2 1.0 173.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 6.0 80006732.0
174 6235.0 41446 l1 PP2 1.0 174.0 1.0 1.0 0.0 0.0 3.0 6.0 6.0 7.0 80006733.0
175 6235.0 41446 l1 PP2 1.0 175.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 5.0 80006783.0
176 6235.0 41446 l1 PP2 1.0 176.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 11.0 80006792.0
178 6235.0 41446 l1 PP2 1.0 178.0 1.0 1.0 0.0 0.0 5.0 10.0 8.0 4.0 80006794.0
179 6235.0 41446 l1 PP2 1.0 179.0 1.0 1.0 0.0 0.0 0.0 2.0 12.0 22.0 80006853.0
181 6235.0 41446 l1 PP2 1.0 181.0 1.0 1.0 0.0 0.0 10.0 20.0 17.0 8.0 80006855.0
184 6235.0 41446 l1 PP2 1.0 184.0 1.0 1.0 1.0 0.0 0.0 4.0 10.0 9.0 80006962.0
185 6235.0 41446 l1 PP2 1.0 185.0 1.0 1.0 0.0 0.0 4.0 10.0 9.0 6.0 80006963.0
186 6235.0 41446 l1 PP2 1.0 186.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 5.0 80007033.0
189 6235.0 41446 l1 PP2 1.0 189.0 1.0 1.0 1.0 0.0 0.0 4.0 8.0 8.0 80007216.0
190 6235.0 41446 l1 PP2 1.0 190.0 1.0 1.0 1.0 0.0 4.0 8.0 8.0 5.0 80007217.0
191 6235.0 41446 l1 PP2 1.0 191.0 1.0 1.0 0.0 0.0 0.0 3.0 41.0 94.0 80007274.0
193 6235.0 41446 l1 PP2 1.0 193.0 1.0 1.0 0.0 0.0 38.0 91.0 90.0 52.0 80007276.0
194 6235.0 41446 l1 PP2 1.0 194.0 1.0 1.0 0.0 0.0 53.0 52.0 14.0 0.0 80007277.0
195 6235.0 41446 l1 PP2 1.0 195.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 13.0 80007367.0
197 6235.0 41446 l1 PP2 1.0 197.0 1.0 1.0 0.0 0.0 6.0 12.0 11.0 5.0 80007369.0
198 6235.0 41446 l1 PP2 1.0 198.0 1.0 1.0 0.0 0.0 0.0 3.0 12.0 16.0 80007430.0
