 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
1 6235.0 41446 l1 PP2 0.0 1.0 1.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 80000943.0
2 6235.0 41446 l1 PP2 0.0 2.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 4.0 80000944.0
7 6235.0 41446 l1 PP2 0.0 7.0 1.0 1.0 0.0 0.0 0.0 1.0 17.0 45.0 80005739.0
10 6235.0 41446 l1 PP2 0.0 10.0 1.0 1.0 0.0 0.0 28.0 30.0 12.0 0.0 80005742.0
11 6235.0 41446 l1 PP2 0.0 11.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 11.0 80006087.0
13 6235.0 41446 l1 PP2 0.0 13.0 1.0 1.0 1.0 0.0 4.0 9.0 9.0 3.0 80006089.0
14 6235.0 41446 l1 PP2 0.0 14.0 1.0 1.0 1.0 0.0 0.0 4.0 6.0 4.0 80007485.0
17 6235.0 41446 l1 PP2 1.0 2.0 1.0 1.0 0.0 0.0 0.0 0.0 11.0 19.0 80000278.0
19 6235.0 41446 l1 PP2 1.0 4.0 1.0 1.0 0.0 0.0 12.0 20.0 14.0 4.0 80000280.0
20 6235.0 41446 l1 PP2 1.0 5.0 1.0 1.0 0.0 0.0 1.0 1.0 7.0 20.0 80000731.0
21 6235.0 41446 l1 PP2 1.0 6.0 1.0 1.0 0.0 0.0 0.0 6.0 19.0 22.0 80000732.0
23 6235.0 41446 l1 PP2 1.0 8.0 1.0 1.0 0.0 0.0 13.0 16.0 7.0 0.0 80000734.0
24 6235.0 41446 l1 PP2 1.0 9.0 1.0 1.0 0.0 0.0 0.0 0.0 9.0 33.0 80001025.0
25 6235.0 41446 l1 PP2 1.0 10.0 1.0 1.0 0.0 0.0 0.0 9.0 33.0 41.0 80001026.0
27 6235.0 41446 l1 PP2 1.0 12.0 1.0 1.0 0.0 0.0 24.0 32.0 18.0 3.0 80001028.0
29 6235.0 41446 l1 PP2 1.0 14.0 1.0 1.0 0.0 0.0 1.0 0.0 19.0 116.0 80003736.0
