 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
6 6235.0 41446 l1 PP2 0.0 6.0 1.0 1.0 0.0 0.0 0.0 4.0 16.0 21.0 80000732.0
8 6235.0 41446 l1 PP2 0.0 8.0 1.0 1.0 0.0 0.0 12.0 17.0 11.0 3.0 80000734.0
9 6235.0 41446 l1 PP2 0.0 9.0 1.0 1.0 1.0 0.0 0.0 2.0 7.0 7.0 80001205.0
10 6235.0 41446 l1 PP2 0.0 10.0 1.0 1.0 1.0 0.0 2.0 7.0 7.0 4.0 80001206.0
11 6235.0 41446 l1 PP2 0.0 11.0 1.0 1.0 0.0 0.0 0.0 4.0 17.0 21.0 80001649.0
13 6235.0 41446 l1 PP2 0.0 13.0 1.0 1.0 0.0 0.0 13.0 17.0 9.0 2.0 80001651.0
14 6235.0 41446 l1 PP2 0.0 14.0 1.0 1.0 0.0 0.0 0.0 3.0 21.0 34.0 80002114.0
16 6235.0 41446 l1 PP2 0.0 16.0 1.0 1.0 0.0 0.0 18.0 31.0 24.0 10.0 80002116.0
18 6235.0 41446 l1 PP2 0.0 18.0 1.0 1.0 0.0 0.0 4.0 10.0 9.0 5.0 80002139.0
19 6235.0 41446 l1 PP2 0.0 19.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 4.0 80002252.0
20 6235.0 41446 l1 PP2 0.0 20.0 1.0 1.0 0.0 0.0 0.0 0.0 22.0 115.0 80002469.0
21 6235.0 41446 l1 PP2 0.0 21.0 1.0 1.0 0.0 0.0 0.0 22.0 115.0 177.0 80002470.0
23 6235.0 41446 l1 PP2 0.0 23.0 1.0 1.0 0.0 0.0 93.0 155.0 118.0 46.0 80002472.0
24 6235.0 41446 l1 PP2 0.0 24.0 1.0 1.0 1.0 0.0 0.0 2.0 6.0 6.0 80002802.0
25 6235.0 41446 l1 PP2 0.0 25.0 1.0 1.0 1.0 0.0 2.0 6.0 6.0 4.0 80002803.0
26 6235.0 41446 l1 PP2 0.0 26.0 1.0 1.0 0.0 0.0 0.0 0.0 10.0 60.0 80002813.0
27 6235.0 41446 l1 PP2 0.0 27.0 1.0 1.0 0.0 0.0 0.0 10.0 60.0 94.0 80002814.0
29 6235.0 41446 l1 PP2 0.0 29.0 1.0 1.0 0.0 0.0 50.0 84.0 64.0 25.0 80002816.0
30 6235.0 41446 l1 PP2 0.0 30.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 20.0 80002896.0
33 6235.0 41446 l1 PP2 0.0 33.0 1.0 1.0 0.0 0.0 14.0 21.0 15.0 4.0 80002899.0
36 6235.0 41446 l1 PP2 0.0 36.0 1.0 1.0 0.0 0.0 15.0 19.0 11.0 2.0 80002915.0
39 6235.0 41446 l1 PP2 0.0 39.0 1.0 1.0 0.0 0.0 6.0 9.0 6.0 1.0 80003499.0
40 6235.0 41446 l1 PP2 0.0 40.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 9.0 80004082.0
42 6235.0 41446 l1 PP2 0.0 42.0 1.0 1.0 0.0 0.0 5.0 7.0 6.0 3.0 80004084.0
