 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
0 6235.0 41446 l1 PP2 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 9.0 80000274.0
2 6235.0 41446 l1 PP2 0.0 2.0 1.0 1.0 1.0 0.0 1.0 6.0 6.0 4.0 80000315.0
6 6235.0 41446 l1 PP2 0.0 6.0 1.0 1.0 0.0 0.0 6.0 11.0 8.0 3.0 80000389.0
8 6235.0 41446 l1 PP2 0.0 8.0 1.0 1.0 0.0 0.0 0.0 0.0 49.0 168.0 80000731.0
11 6235.0 41446 l1 PP2 0.0 11.0 1.0 1.0 0.0 0.0 119.0 158.0 88.0 11.0 80000734.0
12 6235.0 41446 l1 PP2 0.0 12.0 1.0 1.0 1.0 0.0 0.0 4.0 8.0 6.0 80001347.0
13 6235.0 41446 l1 PP2 0.0 13.0 1.0 1.0 0.0 0.0 4.0 8.0 6.0 2.0 80001348.0
16 6235.0 41446 l1 PP2 0.0 16.0 1.0 1.0 0.0 0.0 4.0 8.0 6.0 3.0 80001703.0
17 6235.0 41446 l1 PP2 0.0 17.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 7.0 80002014.0
19 6235.0 41446 l1 PP2 0.0 19.0 1.0 1.0 0.0 0.0 0.0 0.0 58.0 299.0 80002113.0
20 6235.0 41446 l1 PP2 0.0 20.0 1.0 1.0 0.0 0.0 0.0 58.0 299.0 454.0 80002114.0
22 6235.0 41446 l1 PP2 0.0 22.0 1.0 1.0 0.0 0.0 241.0 396.0 297.0 113.0 80002116.0
23 6235.0 41446 l1 PP2 0.0 23.0 1.0 1.0 0.0 0.0 0.0 5.0 11.0 12.0 80002138.0
27 6235.0 41446 l1 PP2 0.0 27.0 1.0 1.0 0.0 0.0 0.0 2.0 15.0 23.0 80002470.0
29 6235.0 41446 l1 PP2 0.0 29.0 1.0 1.0 0.0 0.0 13.0 21.0 15.0 5.0 80002472.0
30 6235.0 41446 l1 PP2 0.0 30.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 13.0 80002577.0
32 6235.0 41446 l1 PP2 0.0 32.0 1.0 1.0 0.0 0.0 6.0 12.0 11.0 5.0 80002579.0
34 6235.0 41446 l1 PP2 0.0 34.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 3.0 80002677.0
37 6235.0 41446 l1 PP2 0.0 37.0 1.0 1.0 0.0 0.0 10.0 17.0 13.0 4.0 80002899.0
38 6235.0 41446 l1 PP2 0.0 38.0 1.0 1.0 0.0 0.0 0.0 1.0 13.0 41.0 80002912.0
41 6235.0 41446 l1 PP2 0.0 41.0 1.0 1.0 0.0 0.0 28.0 36.0 19.0 0.0 80002915.0
42 6235.0 41446 l1 PP2 0.0 42.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 15.0 80003042.0
44 6235.0 41446 l1 PP2 0.0 44.0 1.0 1.0 1.0 0.0 5.0 14.0 14.0 8.0 80003044.0
46 6235.0 41446 l1 PP2 0.0 46.0 1.0 1.0 1.0 0.0 0.0 4.0 9.0 9.0 80003422.0
47 6235.0 41446 l1 PP2 0.0 47.0 1.0 1.0 1.0 0.0 4.0 9.0 9.0 6.0 80003423.0
48 6235.0 41446 l1 PP2 0.0 48.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 9.0 80003497.0
50 6235.0 41446 l1 PP2 0.0 50.0 1.0 1.0 0.0 0.0 6.0 8.0 6.0 3.0 80003499.0
54 6235.0 41446 l1 PP2 0.0 54.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 5.0 80003983.0
57 6235.0 41446 l1 PP2 0.0 57.0 1.0 1.0 0.0 0.0 5.0 11.0 9.0 5.0 80004002.0
61 6235.0 41446 l1 PP2 0.0 61.0 1.0 1.0 0.0 0.0 4.0 7.0 6.0 1.0 80004143.0
62 6235.0 41446 l1 PP2 0.0 62.0 1.0 1.0 0.0 0.0 0.0 3.0 24.0 36.0 80004180.0
64 6235.0 41446 l1 PP2 0.0 64.0 1.0 1.0 0.0 0.0 21.0 33.0 24.0 9.0 80004182.0
65 6235.0 41446 l1 PP2 0.0 65.0 1.0 1.0 0.0 0.0 0.0 0.0 13.0 32.0 80004424.0
66 6235.0 41446 l1 PP2 0.0 66.0 1.0 1.0 1.0 0.0 0.0 13.0 32.0 30.0 80004425.0
67 6235.0 41446 l1 PP2 0.0 67.0 1.0 1.0 0.0 0.0 13.0 32.0 30.0 16.0 80004426.0
68 6235.0 41446 l1 PP2 0.0 68.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 4.0 80004706.0
69 6235.0 41446 l1 PP2 0.0 69.0 1.0 1.0 0.0 0.0 0.0 4.0 13.0 17.0 80005062.0
71 6235.0 41446 l1 PP2 0.0 71.0 1.0 1.0 0.0 0.0 9.0 13.0 8.0 1.0 80005064.0
73 6235.0 41446 l1 PP2 0.0 73.0 1.0 1.0 0.0 0.0 0.0 2.0 12.0 18.0 80005360.0
