 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
1 6235.0 41446 l1 PP2 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 165.0 80001188.0
2 6235.0 41446 l1 PP2 0.0 2.0 1.0 1.0 0.0 0.0 0.0 9.0 168.0 424.0 80001189.0
5 6235.0 41446 l1 PP2 0.0 5.0 1.0 1.0 0.0 0.0 256.0 269.0 90.0 0.0 80001192.0
11 6235.0 41446 l1 PP2 0.0 11.0 1.0 1.0 0.0 0.0 0.0 1.0 17.0 57.0 80001376.0
14 6235.0 41446 l1 PP2 0.0 14.0 1.0 1.0 0.0 0.0 40.0 54.0 31.0 3.0 80001379.0
15 6235.0 41446 l1 PP2 0.0 15.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 12.0 80002220.0
16 6235.0 41446 l1 PP2 0.0 16.0 1.0 1.0 1.0 0.0 0.0 7.0 12.0 10.0 80002221.0
17 6235.0 41446 l1 PP2 0.0 17.0 1.0 1.0 0.0 0.0 7.0 12.0 10.0 4.0 80002222.0
18 6235.0 41446 l1 PP2 0.0 18.0 1.0 1.0 0.0 0.0 0.0 1.0 54.0 175.0 80002912.0
21 6235.0 41446 l1 PP2 0.0 21.0 1.0 1.0 0.0 0.0 121.0 150.0 76.0 0.0 80002915.0
22 6235.0 41446 l1 PP2 0.0 22.0 1.0 1.0 0.0 0.0 0.0 1.0 31.0 131.0 80003836.0
25 6235.0 41446 l1 PP2 0.0 25.0 1.0 1.0 0.0 0.0 100.0 148.0 101.0 30.0 80003839.0
26 6235.0 41446 l1 PP2 0.0 26.0 1.0 1.0 1.0 0.0 0.0 3.0 11.0 11.0 80004636.0
27 6235.0 41446 l1 PP2 0.0 27.0 1.0 1.0 1.0 0.0 4.0 12.0 12.0 8.0 80004637.0
30 6235.0 41446 l1 PP2 0.0 30.0 1.0 1.0 0.0 0.0 9.0 18.0 15.0 7.0 80005570.0
31 6235.0 41446 l1 PP2 0.0 31.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 7.0 80007360.0
32 6235.0 41446 l1 PP2 0.0 32.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 5.0 80007361.0
33 6235.0 41446 l1 PP2 1.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 8.0 36.0 80001057.0
34 6235.0 41446 l1 PP2 1.0 1.0 1.0 1.0 0.0 0.0 0.0 8.0 36.0 64.0 80001058.0
36 6235.0 41446 l1 PP2 1.0 3.0 1.0 1.0 0.0 0.0 28.0 56.0 53.0 20.0 80001060.0
37 6235.0 41446 l1 PP2 1.0 4.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 29.0 80001066.0
38 6235.0 41446 l1 PP2 1.0 5.0 1.0 1.0 0.0 0.0 0.0 6.0 29.0 46.0 80001067.0
41 6235.0 41446 l1 PP2 1.0 8.0 1.0 1.0 0.0 0.0 17.0 22.0 17.0 6.0 80001070.0
45 6235.0 41446 l1 PP2 1.0 12.0 1.0 1.0 0.0 0.0 6.0 7.0 6.0 3.0 80001080.0
48 6235.0 41446 l1 PP2 1.0 15.0 1.0 1.0 1.0 0.0 0.0 4.0 15.0 15.0 80001190.0
49 6235.0 41446 l1 PP2 1.0 16.0 1.0 1.0 1.0 0.0 6.0 17.0 17.0 9.0 80001191.0
50 6235.0 41446 l1 PP2 1.0 17.0 1.0 1.0 1.0 0.0 2.0 6.0 6.0 3.0 80001378.0
52 6235.0 41446 l1 PP2 1.0 19.0 1.0 1.0 0.0 0.0 0.0 1.0 12.0 49.0 80003836.0
55 6235.0 41446 l1 PP2 1.0 22.0 1.0 1.0 0.0 0.0 37.0 50.0 29.0 4.0 80003839.0
61 6235.0 41446 l1 PP2 1.0 28.0 1.0 1.0 0.0 0.0 6.0 14.0 12.0 5.0 80005570.0
62 6235.0 41446 l1 PP2 1.0 29.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 7.0 80006031.0
63 6235.0 41446 l1 PP2 1.0 30.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 4.0 80006032.0
66 6235.0 41446 l1 PP2 2.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 12.0 27.0 80001568.0
68 6235.0 41446 l1 PP2 2.0 3.0 1.0 1.0 0.0 0.0 11.0 26.0 24.0 13.0 80001570.0
69 6235.0 41446 l1 PP2 2.0 4.0 1.0 1.0 0.0 0.0 1.0 1.0 6.0 15.0 80002589.0
70 6235.0 41446 l1 PP2 2.0 5.0 1.0 1.0 0.0 0.0 0.0 5.0 14.0 16.0 80002590.0
72 6235.0 41446 l1 PP2 2.0 7.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 21.0 80003667.0
73 6235.0 41446 l1 PP2 2.0 8.0 1.0 1.0 0.0 0.0 0.0 6.0 21.0 25.0 80003668.0
75 6235.0 41446 l1 PP2 2.0 10.0 1.0 1.0 0.0 0.0 15.0 19.0 12.0 2.0 80003670.0
78 6235.0 41446 l1 PP2 2.0 13.0 1.0 1.0 0.0 0.0 23.0 44.0 37.0 16.0 80004441.0
79 6235.0 41446 l1 PP2 2.0 14.0 1.0 1.0 0.0 0.0 0.0 2.0 29.0 52.0 80007655.0
81 6235.0 41446 l1 PP2 2.0 16.0 1.0 1.0 0.0 0.0 27.0 50.0 38.0 16.0 80007657.0
83 6235.0 41446 l1 PP2 3.0 1.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 4.0 80002591.0
84 6235.0 41446 l1 PP2 3.0 2.0 1.0 1.0 0.0 0.0 0.0 0.0 9.0 70.0 80004438.0
85 6235.0 41446 l1 PP2 3.0 3.0 1.0 1.0 0.0 0.0 0.0 9.0 70.0 118.0 80004439.0
87 6235.0 41446 l1 PP2 3.0 5.0 1.0 1.0 0.0 0.0 61.0 109.0 88.0 38.0 80004441.0
88 6235.0 41446 l1 PP2 3.0 6.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 13.0 80004975.0
90 6235.0 41446 l1 PP2 3.0 8.0 1.0 1.0 0.0 0.0 6.0 12.0 11.0 6.0 80004977.0
91 6235.0 41446 l1 PP2 3.0 9.0 1.0 1.0 0.0 0.0 0.0 0.0 21.0 205.0 80007654.0
92 6235.0 41446 l1 PP2 3.0 10.0 1.0 1.0 0.0 0.0 0.0 21.0 205.0 397.0 80007655.0
94 6235.0 41446 l1 PP2 3.0 12.0 1.0 1.0 0.0 0.0 184.0 376.0 331.0 161.0 80007657.0
96 6235.0 41446 l1 PP2 4.0 1.0 1.0 1.0 0.0 0.0 0.0 3.0 27.0 49.0 80001346.0
98 6235.0 41446 l1 PP2 4.0 3.0 1.0 1.0 0.0 0.0 24.0 46.0 38.0 17.0 80001348.0
99 6235.0 41446 l1 PP2 4.0 4.0 1.0 1.0 0.0 0.0 0.0 3.0 9.0 11.0 80004310.0
103 6235.0 41446 l1 PP2 4.0 8.0 1.0 1.0 0.0 0.0 0.0 4.0 55.0 123.0 80004975.0
105 6235.0 41446 l1 PP2 4.0 10.0 1.0 1.0 0.0 0.0 51.0 119.0 114.0 59.0 80004977.0
106 6235.0 41446 l1 PP2 4.0 11.0 1.0 1.0 0.0 0.0 68.0 63.0 8.0 0.0 80004978.0
108 6235.0 41446 l1 PP2 4.0 13.0 1.0 1.0 0.0 0.0 4.0 11.0 10.0 6.0 80005678.0
109 6235.0 41446 l1 PP2 4.0 14.0 1.0 1.0 0.0 0.0 0.0 3.0 9.0 11.0 80006480.0
111 6235.0 41446 l1 PP2 5.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 9.0 80000326.0
113 6235.0 41446 l1 PP2 5.0 2.0 1.0 1.0 0.0 0.0 6.0 8.0 6.0 1.0 80000328.0
116 6235.0 41446 l1 PP2 5.0 5.0 1.0 1.0 0.0 0.0 9.0 15.0 13.0 6.0 80001348.0
117 6235.0 41446 l1 PP2 5.0 6.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 4.0 80002015.0
118 6235.0 41446 l1 PP2 5.0 7.0 1.0 1.0 0.0 0.0 0.0 1.0 10.0 25.0 80004975.0
120 6235.0 41446 l1 PP2 5.0 9.0 1.0 1.0 1.0 0.0 9.0 24.0 24.0 14.0 80004977.0
121 6235.0 41446 l1 PP2 7.0 0.0 1.0 1.0 0.0 0.0 9.0 0.0 9.0 1.0 80000000.0
122 6235.0 41446 l1 PP2 7.0 1.0 1.0 1.0 0.0 0.0 9.0 1.0 9.0 0.0 80000002.0
123 6235.0 41446 l1 PP2 7.0 2.0 1.0 1.0 0.0 0.0 8.0 0.0 6.0 0.0 80000004.0
124 6235.0 41446 l1 PP2 7.0 3.0 1.0 1.0 0.0 0.0 7.0 0.0 9.0 0.0 80000006.0
125 6235.0 41446 l1 PP2 7.0 4.0 1.0 1.0 0.0 0.0 9.0 0.0 10.0 1.0 80000008.0
126 6235.0 41446 l1 PP2 7.0 5.0 1.0 1.0 0.0 0.0 10.0 1.0 8.0 0.0 80000010.0
127 6235.0 41446 l1 PP2 7.0 6.0 1.0 1.0 0.0 0.0 7.0 0.0 8.0 0.0 80000012.0
128 6235.0 41446 l1 PP2 7.0 7.0 1.0 1.0 0.0 0.0 9.0 0.0 9.0 1.0 80000014.0
129 6235.0 41446 l1 PP2 7.0 8.0 1.0 1.0 0.0 0.0 9.0 1.0 9.0 0.0 80000016.0
130 6235.0 41446 l1 PP2 7.0 9.0 1.0 1.0 0.0 0.0 8.0 0.0 7.0 0.0 80000018.0
131 6235.0 41446 l1 PP2 7.0 10.0 1.0 1.0 0.0 0.0 9.0 1.0 10.0 2.0 80000020.0
132 6235.0 41446 l1 PP2 7.0 11.0 1.0 1.0 0.0 0.0 9.0 1.0 9.0 1.0 80000022.0
133 6235.0 41446 l1 PP2 7.0 12.0 1.0 1.0 0.0 0.0 8.0 0.0 8.0 0.0 80000024.0
134 6235.0 41446 l1 PP2 7.0 13.0 1.0 1.0 0.0 0.0 8.0 0.0 8.0 0.0 80000026.0
135 6235.0 41446 l1 PP2 7.0 14.0 1.0 1.0 0.0 0.0 9.0 1.0 8.0 0.0 80000028.0
136 6235.0 41446 l1 PP2 7.0 15.0 1.0 1.0 0.0 0.0 7.0 0.0 7.0 1.0 80000030.0
137 6235.0 41446 l1 PP2 7.0 16.0 1.0 1.0 0.0 0.0 8.0 2.0 8.0 0.0 80000032.0
138 6235.0 41446 l1 PP2 7.0 17.0 1.0 1.0 0.0 0.0 6.0 0.0 7.0 0.0 80000034.0
139 6235.0 41446 l1 PP2 7.0 18.0 1.0 1.0 0.0 0.0 9.0 1.0 9.0 0.0 80000036.0
140 6235.0 41446 l1 PP2 7.0 19.0 1.0 1.0 0.0 0.0 8.0 0.0 7.0 0.0 80000038.0
141 6235.0 41446 l1 PP2 7.0 20.0 1.0 1.0 0.0 0.0 8.0 1.0 8.0 0.0 80000040.0
142 6235.0 41446 l1 PP2 7.0 21.0 1.0 1.0 0.0 0.0 7.0 0.0 8.0 0.0 80000042.0
143 6235.0 41446 l1 PP2 7.0 22.0 1.0 1.0 0.0 0.0 9.0 1.0 8.0 0.0 80000044.0
144 6235.0 41446 l1 PP2 7.0 23.0 1.0 1.0 0.0 0.0 7.0 0.0 9.0 0.0 80000046.0
145 6235.0 41446 l1 PP2 7.0 24.0 1.0 1.0 0.0 0.0 10.0 0.0 8.0 1.0 80000048.0
146 6235.0 41446 l1 PP2 7.0 25.0 1.0 1.0 0.0 0.0 8.0 1.0 8.0 0.0 80000050.0
147 6235.0 41446 l1 PP2 7.0 26.0 1.0 1.0 0.0 0.0 7.0 0.0 7.0 0.0 80000052.0
148 6235.0 41446 l1 PP2 7.0 27.0 1.0 1.0 0.0 0.0 9.0 1.0 10.0 2.0 80000054.0
149 6235.0 41446 l1 PP2 7.0 28.0 1.0 1.0 0.0 0.0 9.0 1.0 10.0 1.0 80000056.0
150 6235.0 41446 l1 PP2 7.0 29.0 1.0 1.0 0.0 0.0 9.0 0.0 8.0 0.0 80000058.0
151 6235.0 41446 l1 PP2 7.0 30.0 1.0 1.0 0.0 0.0 8.0 0.0 7.0 0.0 80000060.0
152 6235.0 41446 l1 PP2 7.0 31.0 1.0 1.0 0.0 0.0 8.0 1.0 9.0 0.0 80000062.0
153 6235.0 41446 l1 PP2 7.0 32.0 1.0 1.0 0.0 0.0 8.0 0.0 8.0 0.0 80000064.0
154 6235.0 41446 l1 PP2 7.0 33.0 1.0 1.0 0.0 0.0 9.0 0.0 8.0 0.0 80000066.0
