 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
0 6235.0 41446 l1 PP2 0.0 0.0 1.0 1.0 0.0 0.0 0.0 2.0 18.0 35.0 80000062.0
1 6235.0 41446 l1 PP2 0.0 1.0 1.0 1.0 1.0 0.0 2.0 18.0 35.0 31.0 80000063.0
2 6235.0 41446 l1 PP2 0.0 2.0 1.0 1.0 0.0 0.0 16.0 33.0 29.0 14.0 80000064.0
3 6235.0 41446 l1 PP2 0.0 3.0 1.0 1.0 0.0 0.0 0.0 3.0 8.0 11.0 80000500.0
4 6235.0 41446 l1 PP2 0.0 4.0 1.0 1.0 1.0 0.0 4.0 9.0 12.0 8.0 80000501.0
5 6235.0 41446 l1 PP2 0.0 5.0 1.0 1.0 0.0 0.0 0.0 1.0 9.0 12.0 80000633.0
6 6235.0 41446 l1 PP2 0.0 6.0 1.0 1.0 1.0 0.0 3.0 11.0 14.0 8.0 80000634.0
7 6235.0 41446 l1 PP2 0.0 7.0 1.0 1.0 1.0 0.0 2.0 5.0 9.0 8.0 80000648.0
8 6235.0 41446 l1 PP2 0.0 8.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 3.0 80000649.0
9 6235.0 41446 l1 PP2 0.0 9.0 1.0 1.0 1.0 0.0 0.0 3.0 8.0 6.0 80000920.0
10 6235.0 41446 l1 PP2 0.0 10.0 1.0 1.0 0.0 0.0 3.0 8.0 6.0 2.0 80000921.0
11 6235.0 41446 l1 PP2 0.0 11.0 1.0 1.0 0.0 0.0 0.0 0.0 11.0 23.0 80000933.0
12 6235.0 41446 l1 PP2 0.0 12.0 1.0 1.0 1.0 0.0 0.0 12.0 24.0 22.0 80000934.0
13 6235.0 41446 l1 PP2 0.0 13.0 1.0 1.0 0.0 0.0 12.0 24.0 22.0 12.0 80000935.0
14 6235.0 41446 l1 PP2 0.0 14.0 1.0 1.0 1.0 0.0 1.0 5.0 6.0 3.0 80001102.0
15 6235.0 41446 l1 PP2 0.0 15.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 6.0 80001432.0
16 6235.0 41446 l1 PP2 0.0 16.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 5.0 80001433.0
17 6235.0 41446 l1 PP2 0.0 17.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 12.0 80001674.0
18 6235.0 41446 l1 PP2 0.0 18.0 1.0 1.0 1.0 0.0 2.0 7.0 12.0 12.0 80001675.0
19 6235.0 41446 l1 PP2 0.0 19.0 1.0 1.0 1.0 0.0 5.0 10.0 10.0 5.0 80001676.0
20 6235.0 41446 l1 PP2 0.0 20.0 1.0 1.0 0.0 0.0 1.0 0.0 6.0 18.0 80002008.0
21 6235.0 41446 l1 PP2 0.0 21.0 1.0 1.0 0.0 0.0 0.0 5.0 17.0 20.0 80002009.0
22 6235.0 41446 l1 PP2 0.0 22.0 1.0 1.0 1.0 0.0 6.0 18.0 21.0 14.0 80002010.0
23 6235.0 41446 l1 PP2 0.0 23.0 1.0 1.0 0.0 0.0 12.0 15.0 8.0 0.0 80002011.0
24 6235.0 41446 l1 PP2 0.0 24.0 1.0 1.0 1.0 0.0 1.0 5.0 10.0 10.0 80002020.0
25 6235.0 41446 l1 PP2 0.0 25.0 1.0 1.0 1.0 0.0 4.0 9.0 9.0 4.0 80002021.0
26 6235.0 41446 l1 PP2 0.0 26.0 1.0 1.0 1.0 0.0 1.0 5.0 11.0 11.0 80002263.0
27 6235.0 41446 l1 PP2 0.0 27.0 1.0 1.0 1.0 0.0 4.0 10.0 10.0 5.0 80002264.0
28 6235.0 41446 l1 PP2 0.0 28.0 1.0 1.0 0.0 0.0 0.0 1.0 8.0 21.0 80002474.0
29 6235.0 41446 l1 PP2 0.0 29.0 1.0 1.0 0.0 0.0 1.0 8.0 21.0 23.0 80002475.0
30 6235.0 41446 l1 PP2 0.0 30.0 1.0 1.0 1.0 0.0 7.0 20.0 22.0 14.0 80002476.0
31 6235.0 41446 l1 PP2 0.0 31.0 1.0 1.0 0.0 0.0 13.0 15.0 7.0 0.0 80002477.0
32 6235.0 41446 l1 PP2 0.0 32.0 1.0 1.0 0.0 0.0 1.0 1.0 7.0 13.0 80003064.0
33 6235.0 41446 l1 PP2 0.0 33.0 1.0 1.0 1.0 0.0 0.0 6.0 12.0 12.0 80003065.0
34 6235.0 41446 l1 PP2 0.0 34.0 1.0 1.0 1.0 0.0 6.0 12.0 12.0 6.0 80003066.0
35 6235.0 41446 l1 PP2 0.0 35.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 11.0 80003326.0
36 6235.0 41446 l1 PP2 0.0 36.0 1.0 1.0 1.0 0.0 1.0 6.0 11.0 7.0 80003327.0
37 6235.0 41446 l1 PP2 0.0 37.0 1.0 1.0 0.0 0.0 5.0 10.0 6.0 2.0 80003328.0
38 6235.0 41446 l1 PP2 0.0 38.0 1.0 1.0 0.0 0.0 1.0 1.0 7.0 16.0 80003505.0
39 6235.0 41446 l1 PP2 0.0 39.0 1.0 1.0 1.0 0.0 0.0 6.0 15.0 15.0 80003506.0
40 6235.0 41446 l1 PP2 0.0 40.0 1.0 1.0 1.0 0.0 6.0 15.0 15.0 7.0 80003507.0
41 6235.0 41446 l1 PP2 0.0 41.0 1.0 1.0 1.0 0.0 1.0 4.0 7.0 7.0 80003738.0
42 6235.0 41446 l1 PP2 0.0 42.0 1.0 1.0 0.0 0.0 3.0 6.0 6.0 18.0 80003739.0
43 6235.0 41446 l1 PP2 0.0 43.0 1.0 1.0 0.0 0.0 3.0 3.0 15.0 32.0 80003740.0
44 6235.0 41446 l1 PP2 0.0 44.0 1.0 1.0 1.0 0.0 0.0 12.0 29.0 28.0 80003741.0
45 6235.0 41446 l1 PP2 0.0 45.0 1.0 1.0 0.0 0.0 12.0 29.0 28.0 14.0 80003742.0
46 6235.0 41446 l1 PP2 0.0 46.0 1.0 1.0 1.0 0.0 1.0 3.0 6.0 4.0 80003983.0
47 6235.0 41446 l1 PP2 0.0 47.0 1.0 1.0 1.0 0.0 2.0 6.0 6.0 3.0 80004260.0
48 6235.0 41446 l1 PP2 0.0 48.0 1.0 1.0 0.0 0.0 1.0 1.0 6.0 16.0 80004442.0
49 6235.0 41446 l1 PP2 0.0 49.0 1.0 1.0 0.0 0.0 0.0 5.0 15.0 16.0 80004443.0
50 6235.0 41446 l1 PP2 0.0 50.0 1.0 1.0 1.0 0.0 5.0 15.0 16.0 10.0 80004444.0
51 6235.0 41446 l1 PP2 0.0 51.0 1.0 1.0 1.0 0.0 2.0 5.0 6.0 4.0 80004706.0
