run burst level detector fpga energy timestamp finetime
6088.0 956428 l3 lkr SL 11.0 80000036.0 41.0
6088.0 956428 l3 lkr SL 11.0 80000051.0 105.0
6088.0 956428 l3 lkr SL 7.0 80000072.0 9.0
6088.0 956428 l3 lkr SL 6.0 80000072.0 41.0
6088.0 956428 l3 lkr SL 13.0 80000089.0 211.0
6088.0 956428 l3 lkr SL 38.0 80000086.0 192.0
6088.0 956428 l3 lkr SL 91.0 80000089.0 229.0
6088.0 956428 l3 lkr SL 8.0 80000090.0 105.0
6088.0 956428 l3 lkr SL 6.0 80000090.0 105.0
6088.0 956428 l3 lkr SL 10.0 80000089.0 233.0
6088.0 956428 l3 lkr SL 9.0 80000090.0 2.0
6088.0 956428 l3 lkr SL 6.0 80000102.0 62.0
6088.0 956428 l3 lkr SL 27.0 80000102.0 122.0
6088.0 956428 l3 lkr SL 23.0 80000102.0 105.0
6088.0 956428 l3 lkr SL 17.0 80000102.0 190.0
6088.0 956428 l3 lkr SL 9.0 80000102.0 105.0
6088.0 956428 l3 lkr SL 12.0 80000102.0 105.0
6088.0 956428 l3 lkr SL 464.0 80000102.0 26.0
6088.0 956428 l3 lkr SL 11.0 80000102.0 156.0
6088.0 956428 l3 lkr SL 17.0 80000102.0 128.0
6088.0 956428 l3 lkr SL 88.0 80000102.0 123.0
6088.0 956428 l3 lkr SL 10.0 80000102.0 105.0
6088.0 956428 l3 lkr SL 6.0 80000102.0 105.0
6088.0 956428 l3 lkr SL 12.0 80000111.0 13.0
6088.0 956428 l3 lkr SL 10.0 80000112.0 233.0
6088.0 956428 l3 lkr SL 10.0 80000112.0 233.0
6088.0 956428 l3 lkr SL 7.0 80000133.0 9.0
6088.0 956428 l3 lkr SL 7.0 80000133.0 53.0
6088.0 956428 l3 lkr SL 6.0 80000132.0 233.0
6088.0 956428 l3 lkr SL 7.0 80000133.0 156.0
6088.0 956428 l3 lkr SL 6.0 80000133.0 105.0
6088.0 956428 l3 lkr SL 10.0 80000133.0 105.0
6088.0 956428 l3 lkr SL 197.0 80000133.0 49.0
6088.0 956428 l3 lkr SL 52.0 80000133.0 96.0
6088.0 956428 l3 lkr SL 16.0 80000133.0 62.0
6088.0 956428 l3 lkr SL 9.0 80000133.0 41.0
6088.0 956428 l3 lkr SL 8.0 80000133.0 28.0
6088.0 956428 l3 lkr SL 7.0 80000133.0 105.0
6088.0 956428 l3 lkr SL 36.0 80000133.0 74.0
6088.0 956428 l3 lkr SL 9.0 80000133.0 41.0
6088.0 956428 l3 lkr SL 33.0 80000133.0 98.0
6088.0 956428 l3 lkr SL 8.0 80000133.0 28.0
6088.0 956428 l3 lkr SL 77.0 80000133.0 82.0
6088.0 956428 l3 lkr SL 18.0 80000133.0 70.0
6088.0 956428 l3 lkr SL 151.0 80000133.0 72.0
6088.0 956428 l3 lkr SL 8.0 80000133.0 28.0
6088.0 956428 l3 lkr SL 14.0 80000133.0 105.0
6088.0 956428 l3 lkr SL 7.0 80000150.0 9.0
6088.0 956428 l3 lkr SL 7.0 80000149.0 190.0
6088.0 956428 l3 lkr SL 27.0 80000149.0 205.0
6088.0 956428 l3 lkr SL 9.0 80000149.0 201.0
6088.0 956428 l3 lkr SL 73.0 80000149.0 200.0
6088.0 956428 l3 lkr SL 7.0 80000149.0 201.0
6088.0 956428 l3 lkr SL 6.0 80000149.0 233.0
6088.0 956428 l3 lkr SL 8.0 80000149.0 233.0
6088.0 956428 l3 lkr SL 6.0 80000150.0 41.0
6088.0 956428 l3 lkr SL 6.0 80000152.0 105.0
6088.0 956428 l3 lkr SL 7.0 80000177.0 137.0
6088.0 956428 l3 lkr SL 11.0 80000254.0 169.0
6088.0 956428 l3 lkr SL 12.0 80000260.0 123.0
6088.0 956428 l3 lkr SL 7.0 80000409.0 156.0
6088.0 956428 l3 lkr SL 9.0 80000410.0 2.0
6088.0 956428 l3 lkr SL 12.0 80000409.0 147.0
6088.0 956428 l3 lkr SL 30.0 80000409.0 185.0
6088.0 956428 l3 lkr SL 8.0 80000409.0 169.0
6088.0 956428 l3 lkr SL 6.0 80000409.0 233.0
6088.0 956428 l3 lkr SL 8.0 80000409.0 233.0
6088.0 956428 l3 lkr SL 6.0 80000409.0 233.0
6088.0 956428 l3 lkr SL 9.0 80000409.0 137.0
6088.0 956428 l3 lkr SL 8.0 80000409.0 233.0
6088.0 956428 l3 lkr SL 11.0 80000409.0 156.0
6088.0 956428 l3 lkr SL 6.0 80000409.0 233.0
6088.0 956428 l3 lkr SL 7.0 80000409.0 201.0
6088.0 956428 l3 lkr SL 22.0 80000409.0 186.0
6088.0 956428 l3 lkr SL 13.0 80000409.0 214.0
6088.0 956428 l3 lkr SL 11.0 80000411.0 126.0
6088.0 956428 l3 lkr SL 97.0 80000409.0 183.0
6088.0 956428 l3 lkr SL 17.0 80000409.0 161.0
6088.0 956428 l3 lkr SL 12.0 80000409.0 190.0
6088.0 956428 l3 lkr SL 25.0 80000409.0 179.0
6088.0 956428 l3 lkr SL 18.0 80000409.0 186.0
6088.0 956428 l3 lkr SL 10.0 80000409.0 233.0
6088.0 956428 l3 lkr SL 7.0 80000409.0 201.0
6088.0 956428 l3 lkr SL 10.0 80000461.0 147.0
6088.0 956428 l3 lkr SL 12.0 80000463.0 86.0
6088.0 956428 l3 lkr SL 7.0 80000486.0 73.0
6088.0 956428 l3 lkr SL 15.0 80000543.0 31.0
6088.0 956428 l3 lkr SL 8.0 80000543.0 105.0
6088.0 956428 l3 lkr SL 52.0 80000543.0 84.0
6088.0 956428 l3 lkr SL 20.0 80000543.0 105.0
6088.0 956428 l3 lkr SL 81.0 80000543.0 81.0
6088.0 956428 l3 lkr SL 8.0 80000543.0 41.0
6088.0 956428 l3 lkr SL 17.0 80000543.0 81.0
6088.0 956428 l3 lkr SL 7.0 80000543.0 105.0
6088.0 956428 l3 lkr SL 7.0 80000618.0 190.0
6088.0 956428 l3 lkr SL 11.0 80000630.0 254.0
6088.0 956428 l3 lkr SL 7.0 80000631.0 9.0
6088.0 956428 l3 lkr SL 7.0 80000632.0 9.0
6088.0 956428 l3 lkr SL 11.0 80000630.0 254.0
6088.0 956428 l3 lkr SL 6.0 80000632.0 41.0
6088.0 956428 l3 lkr SL 120.0 80000636.0 147.0
6088.0 956428 l3 lkr SL 6.0 80000636.0 62.0
6088.0 956428 l3 lkr SL 11.0 80000636.0 126.0
6088.0 956428 l3 lkr SL 7.0 80000636.0 73.0
6088.0 956428 l3 lkr SL 22.0 80000636.0 186.0
6088.0 956428 l3 lkr SL 169.0 80000636.0 172.0
6088.0 956428 l3 lkr SL 7.0 80000636.0 201.0
6088.0 956428 l3 lkr SL 12.0 80000636.0 130.0
6088.0 956428 l3 lkr SL 12.0 80000636.0 130.0
6088.0 956428 l3 lkr SL 64.0 80000636.0 169.0
6088.0 956428 l3 lkr SL 89.0 80000636.0 146.0
6088.0 956428 l3 lkr SL 129.0 80000636.0 165.0
6088.0 956428 l3 lkr SL 12.0 80000636.0 196.0
6088.0 956428 l3 lkr SL 13.0 80000636.0 214.0
6088.0 956428 l3 lkr SL 10.0 80000645.0 105.0
