run burst level fpga energy timestamp finetime
6088.0 956506 l3 SL 494.0 80000080.0 74.0
6088.0 956506 l3 SL 485.0 80000351.0 10.0
6088.0 956506 l3 SL 394.0 80000446.0 202.0
6088.0 956506 l3 SL 381.0 80000572.0 10.0
6088.0 956506 l3 SL 506.0 80000794.0 10.0
6088.0 956506 l3 SL 390.0 80001265.0 10.0
6088.0 956506 l3 SL 471.0 80001301.0 10.0
6088.0 956506 l3 SL 397.0 80001310.0 74.0
6088.0 956506 l3 SL 358.0 80001569.0 202.0
6088.0 956506 l3 SL 791.0 80001742.0 202.0
6088.0 956506 l3 SL 559.0 80001743.0 10.0
6088.0 956506 l3 SL 472.0 80001753.0 74.0
6088.0 956506 l3 SL 537.0 80001787.0 10.0
6088.0 956506 l3 SL 589.0 80002012.0 74.0
6088.0 956506 l3 SL 421.0 80002077.0 10.0
6088.0 956506 l3 SL 565.0 80002081.0 202.0
6088.0 956506 l3 SL 487.0 80002220.0 202.0
6088.0 956506 l3 SL 475.0 80002221.0 10.0
6088.0 956506 l3 SL 372.0 80002236.0 138.0
6088.0 956506 l3 SL 495.0 80002257.0 202.0
6088.0 956506 l3 SL 388.0 80002269.0 10.0
6088.0 956506 l3 SL 622.0 80002300.0 10.0
6088.0 956506 l3 SL 385.0 80002404.0 74.0
6088.0 956506 l3 SL 722.0 80002451.0 138.0
6088.0 956506 l3 SL 412.0 80002671.0 202.0
6088.0 956506 l3 SL 664.0 80002737.0 138.0
6088.0 956506 l3 SL 367.0 80002753.0 74.0
6088.0 956506 l3 SL 594.0 80002798.0 10.0
6088.0 956506 l3 SL 585.0 80003009.0 202.0
6088.0 956506 l3 SL 427.0 80003016.0 138.0
6088.0 956506 l3 SL 374.0 80003138.0 202.0
6088.0 956506 l3 SL 429.0 80003583.0 138.0
6088.0 956506 l3 SL 500.0 80003596.0 202.0
6088.0 956506 l3 SL 562.0 80003637.0 74.0
6088.0 956506 l3 SL 364.0 80003762.0 138.0
6088.0 956506 l3 SL 357.0 80003809.0 202.0
6088.0 956506 l3 SL 551.0 80004064.0 10.0
6088.0 956506 l3 SL 603.0 80004142.0 202.0
6088.0 956506 l3 SL 496.0 80004221.0 74.0
6088.0 956506 l3 SL 720.0 80004389.0 74.0
6088.0 956506 l3 SL 973.0 80004494.0 138.0
6088.0 956506 l3 SL 574.0 80004494.0 202.0
6088.0 956506 l3 SL 419.0 80004531.0 202.0
6088.0 956506 l3 SL 393.0 80004610.0 138.0
6088.0 956506 l3 SL 659.0 80004692.0 10.0
6088.0 956506 l3 SL 884.0 80004748.0 74.0
6088.0 956506 l3 SL 602.0 80004966.0 138.0
6088.0 956506 l3 SL 372.0 80005017.0 10.0
6088.0 956506 l3 SL 478.0 80005116.0 138.0
6088.0 956506 l3 SL 558.0 80005181.0 202.0
6088.0 956506 l3 SL 416.0 80005184.0 138.0
6088.0 956506 l3 SL 461.0 80005302.0 10.0
6088.0 956506 l3 SL 799.0 80005448.0 10.0
6088.0 956506 l3 SL 1072.0 80005476.0 138.0
6088.0 956506 l3 SL 442.0 80005476.0 202.0
6088.0 956506 l3 SL 541.0 80005500.0 138.0
6088.0 956506 l3 SL 688.0 80005521.0 74.0
6088.0 956506 l3 SL 383.0 80005642.0 138.0
6088.0 956506 l3 SL 475.0 80005702.0 138.0
6088.0 956506 l3 SL 780.0 80005709.0 202.0
6088.0 956506 l3 SL 363.0 80005710.0 10.0
6088.0 956506 l3 SL 371.0 80005880.0 138.0
6088.0 956506 l3 SL 543.0 80006342.0 202.0
6088.0 956506 l3 SL 490.0 80006367.0 10.0
6088.0 956506 l3 SL 489.0 80006385.0 138.0
6088.0 956506 l3 SL 542.0 80006493.0 74.0
6088.0 956506 l3 SL 602.0 80006633.0 74.0
6088.0 956506 l3 SL 1085.0 80006634.0 74.0
6088.0 956506 l3 SL 704.0 80006906.0 10.0
6088.0 956506 l3 SL 669.0 80006988.0 74.0
6088.0 956506 l3 SL 358.0 80007122.0 202.0
6088.0 956506 l3 SL 541.0 80007156.0 10.0
6088.0 956506 l3 SL 381.0 80007267.0 202.0
6088.0 956506 l3 SL 364.0 80007278.0 202.0
6088.0 956506 l3 SL 376.0 80007593.0 10.0
6088.0 956506 l3 SL 981.0 80007722.0 202.0
6088.0 956506 l3 SL 517.0 80007723.0 10.0
6088.0 956506 l3 SL 364.0 80007726.0 10.0
