 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
19 6235.0 41446 l1 PP2 0.0 19.0 1.0 1.0 1.0 0.0 4.0 39.0 82.0 79.0 80004976.0
67 6235.0 41446 l1 PP2 2.0 2.0 1.0 1.0 1.0 0.0 46.0 121.0 126.0 74.0 80000018.0
71 6235.0 41446 l1 PP2 2.0 6.0 1.0 1.0 1.0 0.0 5.0 71.0 156.0 149.0 80000199.0
99 6235.0 41446 l1 PP2 3.0 2.0 1.0 1.0 1.0 0.0 30.0 77.0 81.0 47.0 80000018.0
206 6235.0 41446 l1 PP1 0.0 2.0 1.0 1.0 1.0 0.0 7.0 106.0 242.0 236.0 80000600.0
218 6235.0 41446 l1 PP1 1.0 4.0 1.0 1.0 1.0 0.0 3.0 31.0 68.0 65.0 80000600.0
270 6235.0 41446 l1 PP1 3.0 22.0 1.0 1.0 1.0 0.0 61.0 158.0 161.0 92.0 80007305.0
274 6235.0 41446 l1 PP1 4.0 2.0 1.0 1.0 1.0 0.0 7.0 40.0 67.0 54.0 80001347.0
296 6235.0 41446 l1 PP1 5.0 10.0 1.0 1.0 1.0 0.0 6.0 43.0 70.0 55.0 80001347.0
406 6235.0 41463 l1 PP2 0.0 4.0 1.0 1.0 1.0 0.0 8.0 108.0 247.0 243.0 80001893.0
478 6235.0 41463 l1 PP2 6.0 2.0 1.0 1.0 1.0 0.0 21.0 80.0 105.0 73.0 80000037.0
483 6235.0 41463 l1 PP2 6.0 7.0 1.0 1.0 1.0 0.0 72.0 202.0 221.0 133.0 80002024.0
492 6235.0 41463 l1 PP2 6.0 16.0 1.0 1.0 1.0 0.0 14.0 84.0 132.0 103.0 80007221.0
500 6235.0 41463 l1 PP2 7.0 6.0 1.0 1.0 1.0 0.0 29.0 75.0 78.0 45.0 80005744.0
504 6235.0 41463 l1 PP3 0.0 2.0 1.0 1.0 1.0 0.0 82.0 211.0 221.0 130.0 80003203.0
543 6235.0 41463 l1 PP1 3.0 12.0 1.0 1.0 1.0 0.0 25.0 110.0 147.0 102.0 80005067.0
554 6235.0 41463 l1 PP1 4.0 6.0 1.0 1.0 1.0 0.0 12.0 109.0 214.0 193.0 80000663.0
704 6235.0 41477 l1 PP2 1.0 31.0 1.0 1.0 1.0 0.0 10.0 67.0 114.0 95.0 80006410.0
730 6235.0 41477 l1 PP2 2.0 16.0 1.0 1.0 1.0 0.0 7.0 49.0 84.0 70.0 80006410.0
787 6235.0 41477 l1 PP2 6.0 4.0 1.0 1.0 1.0 0.0 8.0 41.0 65.0 51.0 80001046.0
806 6235.0 41477 l1 PP3 0.0 5.0 1.0 1.0 1.0 0.0 8.0 75.0 138.0 120.0 80006984.0
844 6235.0 41477 l1 PP1 4.0 2.0 1.0 1.0 1.0 0.0 14.0 63.0 85.0 61.0 80001505.0
949 6235.0 41470 l1 PP2 0.0 1.0 1.0 1.0 1.0 0.0 2.0 30.0 65.0 62.0 80001044.0
953 6235.0 41470 l1 PP2 0.0 5.0 1.0 1.0 1.0 0.0 63.0 155.0 156.0 90.0 80002689.0
995 6235.0 41470 l1 PP2 1.0 17.0 1.0 1.0 1.0 0.0 15.0 112.0 198.0 169.0 80004008.0
998 6235.0 41470 l1 PP2 1.0 20.0 1.0 1.0 1.0 0.0 6.0 49.0 91.0 78.0 80004736.0
1016 6235.0 41470 l1 PP2 2.0 11.0 1.0 1.0 1.0 0.0 16.0 78.0 113.0 85.0 80003670.0
