 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
15 6235.0 41446 l1 PP2 1.0 2.0 1.0 1.0 1.0 0.0 44.0 123.0 132.0 79.0 80003110.0
41 6235.0 41446 l1 PP2 4.0 2.0 1.0 1.0 1.0 0.0 15.0 56.0 67.0 43.0 80000327.0
64 6235.0 41446 l1 PP2 5.0 10.0 1.0 1.0 1.0 0.0 12.0 57.0 78.0 55.0 80006279.0
69 6235.0 41446 l1 PP2 6.0 2.0 1.0 1.0 1.0 0.0 32.0 142.0 195.0 141.0 80006279.0
76 6235.0 41446 l1 PP2 7.0 5.0 1.0 1.0 1.0 0.0 47.0 123.0 126.0 71.0 80005361.0
133 6235.0 41446 l1 PP1 7.0 9.0 1.0 1.0 1.0 0.0 3.0 57.0 132.0 131.0 80007360.0
281 6235.0 41477 l1 PP3 0.0 4.0 1.0 1.0 1.0 0.0 20.0 64.0 74.0 49.0 80007211.0
285 6235.0 41477 l1 PP3 1.0 2.0 1.0 1.0 1.0 0.0 19.0 65.0 77.0 50.0 80007211.0
302 6235.0 41477 l1 PP1 2.0 7.0 1.0 1.0 1.0 0.0 44.0 152.0 186.0 125.0 80005684.0
307 6235.0 41477 l1 PP1 2.0 12.0 1.0 1.0 1.0 0.0 27.0 118.0 164.0 121.0 80006589.0
325 6235.0 41477 l1 PP1 5.0 2.0 1.0 1.0 1.0 0.0 49.0 121.0 123.0 70.0 80001661.0
338 6235.0 41477 l1 PP1 6.0 2.0 1.0 1.0 1.0 0.0 45.0 184.0 254.0 184.0 80000384.0
377 6235.0 41470 l1 PP2 2.0 5.0 1.0 1.0 1.0 0.0 4.0 70.0 160.0 154.0 80005594.0
452 6235.0 41470 l1 PP1 6.0 2.0 1.0 1.0 1.0 0.0 24.0 151.0 243.0 196.0 80001105.0
471 6235.0 41470 l1 PP0 7.0 5.0 1.0 1.0 1.0 0.0 36.0 118.0 138.0 87.0 80005370.0
487 6235.0 41454 l1 PP2 1.0 6.0 1.0 1.0 1.0 0.0 13.0 80.0 126.0 97.0 80004698.0
491 6235.0 41454 l1 PP2 1.0 10.0 1.0 1.0 1.0 0.0 22.0 149.0 245.0 195.0 80005692.0
503 6235.0 41454 l1 PP2 2.0 7.0 1.0 1.0 1.0 0.0 27.0 139.0 205.0 154.0 80004048.0
525 6235.0 41454 l1 PP2 7.0 2.0 1.0 1.0 1.0 0.0 6.0 43.0 81.0 70.0 80004079.0
545 6235.0 41454 l1 PP1 1.0 4.0 1.0 1.0 1.0 0.0 45.0 123.0 131.0 78.0 80004991.0
573 6235.0 41454 l1 PP1 5.0 2.0 1.0 1.0 1.0 0.0 21.0 67.0 78.0 49.0 80001422.0
578 6235.0 41454 l1 PP1 5.0 7.0 1.0 1.0 1.0 0.0 4.0 39.0 73.0 62.0 80006088.0
