 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
26 6235.0 41446 l1 PP2 0.0 26.0 1.0 1.0 1.0 0.0 5.0 63.0 138.0 131.0 80004475.0
56 6235.0 41446 l1 PP2 1.0 5.0 1.0 1.0 1.0 0.0 24.0 74.0 84.0 53.0 80000483.0
67 6235.0 41446 l1 PP2 1.0 16.0 1.0 1.0 1.0 0.0 18.0 126.0 213.0 176.0 80002252.0
142 6235.0 41446 l1 PP2 3.0 12.0 1.0 1.0 1.0 0.0 32.0 120.0 153.0 106.0 80000634.0
216 6235.0 41446 l1 PP2 6.0 2.0 1.0 1.0 1.0 0.0 12.0 62.0 93.0 71.0 80001943.0
309 6235.0 41446 l1 PP1 2.0 3.0 1.0 1.0 1.0 0.0 6.0 39.0 68.0 57.0 80001698.0
395 6235.0 41446 l1 PP1 5.0 21.0 1.0 1.0 1.0 0.0 5.0 38.0 67.0 58.0 80002221.0
504 6235.0 41446 l1 PP1 7.0 45.0 1.0 1.0 1.0 0.0 5.0 63.0 121.0 105.0 80007831.0
609 6235.0 41463 l1 PP2 2.0 9.0 1.0 1.0 1.0 0.0 4.0 57.0 124.0 117.0 80003002.0
651 6235.0 41463 l1 PP2 3.0 23.0 1.0 1.0 1.0 0.0 21.0 67.0 77.0 49.0 80006980.0
657 6235.0 41463 l1 PP2 4.0 2.0 1.0 1.0 1.0 0.0 12.0 79.0 135.0 114.0 80001870.0
672 6235.0 41463 l1 PP2 4.0 17.0 1.0 1.0 1.0 0.0 21.0 62.0 71.0 44.0 80006980.0
685 6235.0 41463 l1 PP2 5.0 8.0 1.0 1.0 1.0 0.0 11.0 63.0 98.0 78.0 80003952.0
689 6235.0 41463 l1 PP2 5.0 12.0 1.0 1.0 1.0 0.0 10.0 98.0 201.0 188.0 80005992.0
693 6235.0 41463 l1 PP2 6.0 2.0 1.0 1.0 1.0 0.0 29.0 79.0 85.0 50.0 80002024.0
773 6235.0 41463 l1 PP1 4.0 18.0 1.0 1.0 1.0 0.0 26.0 72.0 78.0 47.0 80002332.0
877 6235.0 41463 l1 PP0 7.0 4.0 1.0 1.0 1.0 0.0 26.0 72.0 76.0 47.0 80002024.0
914 6235.0 41477 l1 PP2 0.0 27.0 1.0 1.0 1.0 0.0 23.0 97.0 131.0 94.0 80003090.0
958 6235.0 41477 l1 PP2 1.0 17.0 1.0 1.0 1.0 0.0 28.0 78.0 84.0 49.0 80002912.0
974 6235.0 41477 l1 PP2 1.0 33.0 1.0 1.0 1.0 0.0 37.0 92.0 94.0 55.0 80004400.0
1006 6235.0 41477 l1 PP2 2.0 5.0 1.0 1.0 1.0 0.0 9.0 47.0 68.0 50.0 80000828.0
1056 6235.0 41477 l1 PP2 3.0 18.0 1.0 1.0 1.0 0.0 21.0 116.0 178.0 140.0 80004982.0
1078 6235.0 41477 l1 PP2 4.0 14.0 1.0 1.0 1.0 0.0 24.0 119.0 175.0 132.0 80004982.0
1094 6235.0 41477 l1 PP2 5.0 14.0 1.0 1.0 1.0 0.0 29.0 72.0 75.0 45.0 80007102.0
1163 6235.0 41477 l1 PP1 3.0 19.0 1.0 1.0 1.0 0.0 17.0 58.0 70.0 46.0 80006871.0
1204 6235.0 41477 l1 PP1 5.0 5.0 1.0 1.0 1.0 0.0 17.0 70.0 89.0 61.0 80001505.0
1211 6235.0 41477 l1 PP1 5.0 12.0 1.0 1.0 1.0 0.0 14.0 84.0 130.0 99.0 80002073.0
1238 6235.0 41477 l1 PP1 5.0 39.0 1.0 1.0 1.0 0.0 14.0 77.0 116.0 88.0 80005770.0
1253 6235.0 41477 l1 PP1 5.0 54.0 1.0 1.0 1.0 0.0 16.0 67.0 95.0 71.0 80007071.0
1271 6235.0 41477 l1 PP1 6.0 16.0 1.0 1.0 1.0 0.0 12.0 61.0 91.0 69.0 80002073.0
1360 6235.0 41477 l1 PP1 7.0 41.0 1.0 1.0 1.0 0.0 7.0 99.0 215.0 204.0 80005772.0
1417 6235.0 41470 l1 PP2 0.0 25.0 1.0 1.0 1.0 0.0 15.0 111.0 203.0 179.0 80004008.0
