 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
10 6235.0 41446 l1 PP2 0.0 10.0 1.0 1.0 1.0 0.0 49.0 168.0 207.0 137.0 80000733.0
88 6235.0 41446 l1 PP2 0.0 88.0 1.0 1.0 1.0 0.0 3.0 33.0 71.0 67.0 80006443.0
92 6235.0 41446 l1 PP2 0.0 92.0 1.0 1.0 1.0 0.0 11.0 86.0 150.0 124.0 80006599.0
115 6235.0 41446 l1 PP2 0.0 115.0 1.0 1.0 1.0 0.0 4.0 35.0 76.0 73.0 80007831.0
123 6235.0 41446 l1 PP2 1.0 6.0 1.0 1.0 1.0 0.0 18.0 98.0 147.0 112.0 80000388.0
127 6235.0 41446 l1 PP2 1.0 10.0 1.0 1.0 1.0 0.0 17.0 57.0 67.0 42.0 80000733.0
158 6235.0 41446 l1 PP2 1.0 41.0 1.0 1.0 1.0 0.0 8.0 43.0 67.0 52.0 80004097.0
175 6235.0 41446 l1 PP2 1.0 58.0 1.0 1.0 1.0 0.0 1.0 34.0 79.0 78.0 80004425.0
282 6235.0 41446 l1 PP2 2.0 65.0 1.0 1.0 1.0 0.0 3.0 43.0 93.0 88.0 80004894.0
300 6235.0 41446 l1 PP2 2.0 83.0 1.0 1.0 1.0 0.0 6.0 81.0 161.0 145.0 80006660.0
350 6235.0 41446 l1 PP2 3.0 34.0 1.0 1.0 1.0 0.0 8.0 46.0 78.0 66.0 80004083.0
366 6235.0 41446 l1 PP2 3.0 50.0 1.0 1.0 1.0 0.0 48.0 125.0 127.0 71.0 80007305.0
389 6235.0 41446 l1 PP2 4.0 18.0 1.0 1.0 1.0 0.0 46.0 122.0 130.0 77.0 80006447.0
454 6235.0 41446 l1 PP2 6.0 10.0 1.0 1.0 1.0 0.0 25.0 87.0 105.0 71.0 80002697.0
468 6235.0 41446 l1 PP2 6.0 24.0 1.0 1.0 1.0 0.0 59.0 187.0 221.0 144.0 80006735.0
