 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
42 6235.0 41446 l1 PP2 1.0 42.0 1.0 1.0 1.0 0.0 63.0 179.0 195.0 119.0 80001414.0
89 6235.0 41446 l1 PP2 1.0 89.0 1.0 1.0 1.0 0.0 6.0 43.0 79.0 68.0 80003165.0
194 6235.0 41446 l1 PP2 1.0 194.0 1.0 1.0 1.0 0.0 11.0 64.0 101.0 82.0 80006854.0
224 6235.0 41446 l1 PP2 1.0 224.0 1.0 1.0 1.0 0.0 8.0 67.0 121.0 104.0 80007852.0
257 6235.0 41446 l1 PP2 2.0 27.0 1.0 1.0 1.0 0.0 24.0 68.0 75.0 45.0 80001414.0
296 6235.0 41446 l1 PP2 2.0 66.0 1.0 1.0 1.0 0.0 63.0 201.0 231.0 147.0 80003110.0
322 6235.0 41446 l1 PP2 2.0 92.0 1.0 1.0 1.0 0.0 23.0 116.0 166.0 119.0 80004911.0
389 6235.0 41446 l1 PP2 3.0 14.0 1.0 1.0 1.0 0.0 8.0 107.0 236.0 227.0 80000752.0
441 6235.0 41446 l1 PP2 3.0 66.0 1.0 1.0 1.0 0.0 7.0 53.0 90.0 73.0 80003567.0
472 6235.0 41446 l1 PP2 3.0 97.0 1.0 1.0 1.0 0.0 5.0 44.0 86.0 79.0 80005516.0
492 6235.0 41446 l1 PP2 3.0 117.0 1.0 1.0 1.0 0.0 5.0 39.0 74.0 66.0 80006897.0
510 6235.0 41446 l1 PP2 4.0 8.0 1.0 1.0 1.0 0.0 28.0 87.0 101.0 64.0 80000280.0
522 6235.0 41446 l1 PP2 4.0 20.0 1.0 1.0 1.0 0.0 3.0 36.0 78.0 75.0 80002673.0
542 6235.0 41446 l1 PP2 4.0 40.0 1.0 1.0 1.0 0.0 26.0 93.0 116.0 79.0 80004637.0
557 6235.0 41446 l1 PP2 4.0 55.0 1.0 1.0 1.0 0.0 16.0 59.0 73.0 47.0 80006474.0
588 6235.0 41446 l1 PP2 5.0 24.0 1.0 1.0 1.0 0.0 30.0 75.0 76.0 43.0 80004010.0
606 6235.0 41446 l1 PP2 5.0 42.0 1.0 1.0 1.0 0.0 3.0 36.0 76.0 71.0 80006808.0
672 6235.0 41446 l1 PP2 7.0 22.0 1.0 1.0 1.0 0.0 27.0 154.0 239.0 189.0 80006279.0
784 6235.0 41446 l1 PP1 2.0 3.0 1.0 1.0 1.0 0.0 6.0 72.0 136.0 117.0 80000529.0
818 6235.0 41446 l1 PP1 2.0 37.0 1.0 1.0 1.0 0.0 47.0 144.0 160.0 99.0 80005063.0
849 6235.0 41446 l1 PP1 3.0 25.0 1.0 1.0 1.0 0.0 11.0 99.0 172.0 144.0 80002500.0
877 6235.0 41446 l1 PP1 3.0 53.0 1.0 1.0 1.0 0.0 4.0 68.0 150.0 141.0 80004475.0
886 6235.0 41446 l1 PP1 3.0 62.0 1.0 1.0 1.0 0.0 20.0 95.0 135.0 99.0 80006033.0
905 6235.0 41446 l1 PP1 4.0 15.0 1.0 1.0 1.0 0.0 13.0 55.0 67.0 44.0 80001040.0
930 6235.0 41446 l1 PP1 4.0 40.0 1.0 1.0 1.0 0.0 9.0 94.0 186.0 169.0 80002500.0
936 6235.0 41446 l1 PP1 4.0 46.0 1.0 1.0 1.0 0.0 5.0 50.0 94.0 82.0 80002806.0
947 6235.0 41446 l1 PP1 4.0 57.0 1.0 1.0 1.0 0.0 5.0 52.0 100.0 87.0 80003433.0
957 6235.0 41446 l1 PP1 4.0 67.0 1.0 1.0 1.0 0.0 3.0 44.0 85.0 71.0 80003747.0
983 6235.0 41446 l1 PP1 4.0 93.0 1.0 1.0 1.0 0.0 19.0 72.0 91.0 62.0 80005811.0
1015 6235.0 41446 l1 PP1 5.0 5.0 1.0 1.0 1.0 0.0 18.0 121.0 193.0 151.0 80000332.0
1051 6235.0 41446 l1 PP1 5.0 41.0 1.0 1.0 1.0 0.0 28.0 74.0 78.0 46.0 80001314.0
1076 6235.0 41446 l1 PP1 5.0 66.0 1.0 1.0 1.0 0.0 2.0 42.0 99.0 90.0 80002779.0
1099 6235.0 41446 l1 PP1 5.0 89.0 1.0 1.0 1.0 0.0 9.0 94.0 195.0 183.0 80003638.0
1287 6235.0 41446 l1 PP1 6.0 83.0 1.0 1.0 1.0 0.0 6.0 49.0 88.0 74.0 80002159.0
1349 6235.0 41446 l1 PP1 6.0 145.0 1.0 1.0 1.0 0.0 18.0 73.0 96.0 67.0 80003971.0
1481 6235.0 41446 l1 PP0 2.0 9.0 1.0 1.0 1.0 0.0 73.0 211.0 231.0 141.0 80006275.0
1524 6235.0 41463 l1 PP2 1.0 2.0 1.0 1.0 1.0 0.0 8.0 43.0 68.0 54.0 80000007.0
1539 6235.0 41463 l1 PP2 1.0 17.0 1.0 1.0 1.0 0.0 9.0 48.0 78.0 60.0 80000663.0
1542 6235.0 41463 l1 PP2 1.0 20.0 1.0 1.0 1.0 0.0 3.0 36.0 73.0 65.0 80000688.0
1557 6235.0 41463 l1 PP2 1.0 35.0 1.0 1.0 1.0 0.0 29.0 74.0 75.0 43.0 80001525.0
1572 6235.0 41463 l1 PP2 1.0 50.0 1.0 1.0 1.0 0.0 39.0 104.0 110.0 67.0 80002375.0
1626 6235.0 41463 l1 PP2 1.0 104.0 1.0 1.0 1.0 0.0 7.0 61.0 129.0 119.0 80005585.0
1641 6235.0 41463 l1 PP2 1.0 119.0 1.0 1.0 1.0 0.0 18.0 71.0 96.0 70.0 80006355.0
1699 6235.0 41463 l1 PP2 2.0 32.0 1.0 1.0 1.0 0.0 44.0 154.0 192.0 129.0 80002086.0
1711 6235.0 41463 l1 PP2 2.0 44.0 1.0 1.0 1.0 0.0 51.0 144.0 156.0 94.0 80002507.0
1818 6235.0 41463 l1 PP2 3.0 44.0 1.0 1.0 1.0 0.0 4.0 38.0 79.0 74.0 80004871.0
1833 6235.0 41463 l1 PP2 3.0 59.0 1.0 1.0 1.0 0.0 25.0 96.0 123.0 85.0 80006099.0
1841 6235.0 41463 l1 PP2 3.0 67.0 1.0 1.0 1.0 0.0 35.0 141.0 184.0 126.0 80006432.0
1898 6235.0 41463 l1 PP2 5.0 2.0 1.0 1.0 1.0 0.0 11.0 45.0 65.0 51.0 80000120.0
1935 6235.0 41463 l1 PP2 6.0 7.0 1.0 1.0 1.0 0.0 22.0 84.0 103.0 66.0 80001655.0
1953 6235.0 41463 l1 PP2 6.0 25.0 1.0 1.0 1.0 0.0 14.0 79.0 114.0 85.0 80005169.0
1959 6235.0 41463 l1 PP2 7.0 2.0 1.0 1.0 1.0 0.0 21.0 94.0 128.0 90.0 80002795.0
1997 6235.0 41463 l1 PP1 0.0 2.0 1.0 1.0 1.0 0.0 25.0 101.0 129.0 88.0 80000023.0
2097 6235.0 41463 l1 PP1 4.0 6.0 1.0 1.0 1.0 0.0 19.0 64.0 75.0 46.0 80000154.0
2131 6235.0 41463 l1 PP1 4.0 40.0 1.0 1.0 1.0 0.0 5.0 47.0 85.0 73.0 80003809.0
2165 6235.0 41463 l1 PP1 4.0 74.0 1.0 1.0 1.0 0.0 17.0 85.0 112.0 75.0 80006912.0
2184 6235.0 41463 l1 PP1 5.0 7.0 1.0 1.0 1.0 0.0 20.0 69.0 82.0 53.0 80000154.0
2251 6235.0 41463 l1 PP1 5.0 74.0 1.0 1.0 1.0 0.0 31.0 78.0 79.0 43.0 80004751.0
2266 6235.0 41463 l1 PP1 5.0 89.0 1.0 1.0 1.0 0.0 3.0 38.0 87.0 86.0 80005379.0
2344 6235.0 41463 l1 PP1 6.0 31.0 1.0 1.0 1.0 0.0 57.0 168.0 190.0 120.0 80001486.0
2380 6235.0 41463 l1 PP1 6.0 67.0 1.0 1.0 1.0 0.0 19.0 88.0 126.0 93.0 80003710.0
2402 6235.0 41463 l1 PP1 6.0 89.0 1.0 1.0 1.0 0.0 88.0 221.0 225.0 129.0 80004751.0
2410 6235.0 41463 l1 PP1 6.0 97.0 1.0 1.0 1.0 0.0 5.0 64.0 141.0 137.0 80005379.0
2429 6235.0 41463 l1 PP1 6.0 116.0 1.0 1.0 1.0 0.0 28.0 130.0 190.0 142.0 80006758.0
2507 6235.0 41477 l1 PP2 1.0 25.0 1.0 1.0 1.0 0.0 17.0 66.0 85.0 57.0 80001691.0
2549 6235.0 41477 l1 PP2 1.0 67.0 1.0 1.0 1.0 0.0 33.0 87.0 93.0 55.0 80004959.0
2582 6235.0 41477 l1 PP2 1.0 100.0 1.0 1.0 1.0 0.0 26.0 86.0 99.0 62.0 80005982.0
2618 6235.0 41477 l1 PP2 2.0 3.0 1.0 1.0 1.0 0.0 9.0 55.0 86.0 68.0 80000309.0
2846 6235.0 41477 l1 PP2 5.0 22.0 1.0 1.0 1.0 0.0 8.0 58.0 108.0 99.0 80005585.0
2875 6235.0 41477 l1 PP2 6.0 21.0 1.0 1.0 1.0 0.0 50.0 162.0 203.0 143.0 80004767.0
2895 6235.0 41477 l1 PP2 7.0 11.0 1.0 1.0 1.0 0.0 33.0 92.0 100.0 59.0 80004767.0
2908 6235.0 41477 l1 PP3 1.0 7.0 1.0 1.0 1.0 0.0 24.0 68.0 72.0 43.0 80002607.0
2963 6235.0 41477 l1 PP1 3.0 1.0 1.0 1.0 1.0 0.0 5.0 33.0 67.0 63.0 80000992.0
2989 6235.0 41477 l1 PP1 3.0 27.0 1.0 1.0 1.0 0.0 34.0 106.0 121.0 76.0 80005684.0
3034 6235.0 41477 l1 PP1 4.0 28.0 1.0 1.0 1.0 0.0 11.0 80.0 133.0 107.0 80002357.0
3055 6235.0 41477 l1 PP1 4.0 49.0 1.0 1.0 1.0 0.0 28.0 142.0 207.0 165.0 80005134.0
3070 6235.0 41477 l1 PP1 4.0 64.0 1.0 1.0 1.0 0.0 15.0 62.0 78.0 53.0 80006379.0
3079 6235.0 41477 l1 PP1 4.0 73.0 1.0 1.0 1.0 0.0 18.0 60.0 70.0 44.0 80007216.0
3119 6235.0 41477 l1 PP1 5.0 24.0 1.0 1.0 1.0 0.0 2.0 44.0 100.0 95.0 80001578.0
3124 6235.0 41477 l1 PP1 5.0 29.0 1.0 1.0 1.0 0.0 19.0 100.0 149.0 112.0 80001748.0
3144 6235.0 41477 l1 PP1 5.0 49.0 1.0 1.0 1.0 0.0 41.0 146.0 179.0 120.0 80002607.0
3160 6235.0 41477 l1 PP1 5.0 65.0 1.0 1.0 1.0 0.0 2.0 33.0 67.0 58.0 80003607.0
3168 6235.0 41477 l1 PP1 5.0 73.0 1.0 1.0 1.0 0.0 18.0 62.0 77.0 52.0 80003861.0
3182 6235.0 41477 l1 PP1 5.0 87.0 1.0 1.0 1.0 0.0 29.0 100.0 122.0 80.0 80005136.0
3225 6235.0 41477 l1 PP1 5.0 130.0 1.0 1.0 1.0 0.0 9.0 48.0 75.0 58.0 80007599.0
3270 6235.0 41477 l1 PP1 6.0 38.0 1.0 1.0 1.0 0.0 47.0 116.0 141.0 107.0 80001886.0
3273 6235.0 41477 l1 PP1 6.0 41.0 1.0 1.0 1.0 0.0 4.0 38.0 68.0 55.0 80001977.0
3365 6235.0 41477 l1 PP1 6.0 133.0 1.0 1.0 1.0 0.0 27.0 111.0 150.0 107.0 80005683.0
3374 6235.0 41477 l1 PP1 6.0 142.0 1.0 1.0 1.0 0.0 5.0 76.0 163.0 152.0 80005979.0
3412 6235.0 41477 l1 PP0 3.0 2.0 1.0 1.0 1.0 0.0 15.0 107.0 179.0 146.0 80000963.0
3483 6235.0 41470 l1 PP2 1.0 36.0 1.0 1.0 1.0 0.0 3.0 44.0 85.0 72.0 80002043.0
3498 6235.0 41470 l1 PP2 1.0 51.0 1.0 1.0 1.0 0.0 12.0 49.0 70.0 52.0 80002694.0
3532 6235.0 41470 l1 PP2 1.0 85.0 1.0 1.0 1.0 0.0 94.0 227.0 230.0 132.0 80004494.0
3553 6235.0 41470 l1 PP2 1.0 106.0 1.0 1.0 1.0 0.0 13.0 53.0 69.0 51.0 80005964.0
3557 6235.0 41470 l1 PP2 1.0 110.0 1.0 1.0 1.0 0.0 8.0 48.0 71.0 52.0 80006040.0
3577 6235.0 41470 l1 PP2 1.0 130.0 1.0 1.0 1.0 0.0 8.0 56.0 95.0 78.0 80006667.0
3597 6235.0 41470 l1 PP2 1.0 150.0 1.0 1.0 1.0 0.0 18.0 61.0 69.0 42.0 80007272.0
3627 6235.0 41470 l1 PP2 2.0 14.0 1.0 1.0 1.0 0.0 15.0 63.0 87.0 64.0 80001357.0
3636 6235.0 41470 l1 PP2 2.0 23.0 1.0 1.0 1.0 0.0 28.0 85.0 94.0 57.0 80002020.0
3644 6235.0 41470 l1 PP2 2.0 31.0 1.0 1.0 1.0 0.0 3.0 33.0 66.0 59.0 80002477.0
3765 6235.0 41470 l1 PP2 3.0 45.0 1.0 1.0 1.0 0.0 28.0 82.0 92.0 54.0 80006731.0
3790 6235.0 41470 l1 PP2 4.0 14.0 1.0 1.0 1.0 0.0 29.0 114.0 150.0 105.0 80005075.0
3803 6235.0 41470 l1 PP2 4.0 27.0 1.0 1.0 1.0 0.0 50.0 167.0 202.0 133.0 80006731.0
3831 6235.0 41470 l1 PP2 5.0 23.0 1.0 1.0 1.0 0.0 11.0 66.0 104.0 81.0 80005293.0
3860 6235.0 41470 l1 PP2 6.0 16.0 1.0 1.0 1.0 0.0 3.0 38.0 78.0 72.0 80006683.0
3874 6235.0 41470 l1 PP2 7.0 8.0 1.0 1.0 1.0 0.0 44.0 114.0 118.0 69.0 80004494.0
3885 6235.0 41470 l1 PP2 7.0 19.0 1.0 1.0 1.0 0.0 19.0 105.0 163.0 128.0 80007516.0
3936 6235.0 41470 l1 PP1 1.0 2.0 1.0 1.0 1.0 0.0 20.0 83.0 119.0 89.0 80000946.0
3957 6235.0 41470 l1 PP1 2.0 4.0 1.0 1.0 1.0 0.0 8.0 46.0 70.0 54.0 80001605.0
3981 6235.0 41470 l1 PP1 3.0 8.0 1.0 1.0 1.0 0.0 16.0 76.0 108.0 79.0 80002559.0
3992 6235.0 41470 l1 PP1 3.0 19.0 1.0 1.0 1.0 0.0 12.0 77.0 117.0 88.0 80004080.0
4033 6235.0 41470 l1 PP1 4.0 30.0 1.0 1.0 1.0 0.0 24.0 66.0 70.0 42.0 80003692.0
4037 6235.0 41470 l1 PP1 4.0 34.0 1.0 1.0 1.0 0.0 7.0 49.0 82.0 66.0 80004294.0
4074 6235.0 41470 l1 PP1 5.0 10.0 1.0 1.0 1.0 0.0 7.0 57.0 110.0 100.0 80000924.0
4145 6235.0 41470 l1 PP1 5.0 81.0 1.0 1.0 1.0 0.0 22.0 104.0 148.0 109.0 80005390.0
4165 6235.0 41470 l1 PP1 5.0 101.0 1.0 1.0 1.0 0.0 4.0 50.0 95.0 83.0 80006124.0
4263 6235.0 41470 l1 PP1 6.0 67.0 1.0 1.0 1.0 0.0 23.0 64.0 67.0 39.0 80002900.0
4270 6235.0 41470 l1 PP1 6.0 74.0 1.0 1.0 1.0 0.0 34.0 91.0 95.0 55.0 80003043.0
4328 6235.0 41470 l1 PP1 6.0 132.0 1.0 1.0 1.0 0.0 3.0 45.0 106.0 105.0 80006140.0
4362 6235.0 41470 l1 PP1 6.0 166.0 1.0 1.0 1.0 0.0 8.0 59.0 96.0 71.0 80007521.0
4438 6235.0 41454 l1 PP2 1.0 49.0 1.0 1.0 1.0 0.0 41.0 104.0 108.0 64.0 80002066.0
4464 6235.0 41454 l1 PP2 1.0 75.0 1.0 1.0 1.0 0.0 49.0 131.0 138.0 81.0 80003040.0
4507 6235.0 41454 l1 PP2 1.0 118.0 1.0 1.0 1.0 0.0 7.0 60.0 96.0 74.0 80004516.0
4516 6235.0 41454 l1 PP2 1.0 127.0 1.0 1.0 1.0 0.0 27.0 77.0 79.0 45.0 80004974.0
4523 6235.0 41454 l1 PP2 1.0 134.0 1.0 1.0 1.0 0.0 17.0 140.0 253.0 225.0 80005345.0
4551 6235.0 41454 l1 PP2 1.0 162.0 1.0 1.0 1.0 0.0 22.0 107.0 150.0 108.0 80006288.0
4604 6235.0 41454 l1 PP2 2.0 8.0 1.0 1.0 1.0 0.0 7.0 54.0 92.0 77.0 80000850.0
4632 6235.0 41454 l1 PP2 2.0 36.0 1.0 1.0 1.0 0.0 5.0 59.0 111.0 97.0 80002046.0
4971 6235.0 41454 l1 PP3 1.0 10.0 1.0 1.0 1.0 0.0 15.0 105.0 182.0 151.0 80002578.0
5019 6235.0 41454 l1 PP1 1.0 5.0 1.0 1.0 1.0 0.0 7.0 55.0 98.0 83.0 80000161.0
5077 6235.0 41454 l1 PP1 3.0 13.0 1.0 1.0 1.0 0.0 4.0 59.0 132.0 123.0 80001279.0
5108 6235.0 41454 l1 PP1 3.0 44.0 1.0 1.0 1.0 0.0 43.0 141.0 165.0 105.0 80007170.0
5230 6235.0 41454 l1 PP1 5.0 12.0 1.0 1.0 1.0 0.0 18.0 71.0 90.0 59.0 80000823.0
5245 6235.0 41454 l1 PP1 5.0 27.0 1.0 1.0 1.0 0.0 36.0 117.0 141.0 92.0 80001422.0
5278 6235.0 41454 l1 PP1 5.0 60.0 1.0 1.0 1.0 0.0 13.0 62.0 87.0 64.0 80002956.0
5302 6235.0 41454 l1 PP1 5.0 84.0 1.0 1.0 1.0 0.0 12.0 56.0 79.0 57.0 80003871.0
5409 6235.0 41454 l1 PP1 6.0 21.0 1.0 1.0 1.0 0.0 42.0 174.0 238.0 172.0 80000823.0
5425 6235.0 41454 l1 PP1 6.0 37.0 1.0 1.0 1.0 0.0 42.0 139.0 169.0 112.0 80001422.0
5430 6235.0 41454 l1 PP1 6.0 42.0 1.0 1.0 1.0 0.0 14.0 118.0 216.0 186.0 80001595.0
5491 6235.0 41454 l1 PP1 6.0 103.0 1.0 1.0 1.0 0.0 8.0 50.0 80.0 63.0 80003253.0
5503 6235.0 41454 l1 PP1 6.0 115.0 1.0 1.0 1.0 0.0 33.0 117.0 145.0 97.0 80003833.0
5630 6235.0 41454 l1 PP0 3.0 2.0 1.0 1.0 1.0 0.0 15.0 77.0 114.0 85.0 80000636.0
5637 6235.0 41454 l1 PP0 3.0 9.0 1.0 1.0 1.0 0.0 44.0 111.0 112.0 65.0 80006688.0
5648 6235.0 41454 l1 PP0 4.0 6.0 1.0 1.0 1.0 0.0 8.0 67.0 126.0 111.0 80005309.0
