 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
14 6235.0 41446 l1 PP2 0.0 14.0 1.0 1.0 1.0 0.0 7.0 71.0 148.0 138.0 80000566.0
84 6235.0 41446 l1 PP2 0.0 84.0 1.0 1.0 1.0 0.0 24.0 88.0 113.0 78.0 80002599.0
89 6235.0 41446 l1 PP2 0.0 89.0 1.0 1.0 1.0 0.0 16.0 61.0 80.0 55.0 80002622.0
112 6235.0 41446 l1 PP2 0.0 112.0 1.0 1.0 1.0 0.0 12.0 105.0 198.0 173.0 80003056.0
116 6235.0 41446 l1 PP2 0.0 116.0 1.0 1.0 1.0 0.0 5.0 44.0 83.0 72.0 80003165.0
129 6235.0 41446 l1 PP2 0.0 129.0 1.0 1.0 1.0 0.0 15.0 72.0 106.0 80.0 80003504.0
158 6235.0 41446 l1 PP2 0.0 158.0 1.0 1.0 1.0 0.0 40.0 117.0 127.0 77.0 80004706.0
167 6235.0 41446 l1 PP2 0.0 167.0 1.0 1.0 1.0 0.0 8.0 31.0 82.0 81.0 80004759.0
173 6235.0 41446 l1 PP2 0.0 173.0 1.0 1.0 1.0 0.0 38.0 131.0 159.0 106.0 80004907.0
274 6235.0 41446 l1 PP2 0.0 274.0 1.0 1.0 1.0 0.0 10.0 54.0 81.0 71.0 80007214.0
293 6235.0 41446 l1 PP2 0.0 293.0 1.0 1.0 1.0 0.0 18.0 56.0 66.0 43.0 80007814.0
321 6235.0 41446 l1 PP2 1.0 26.0 1.0 1.0 1.0 0.0 6.0 87.0 193.0 186.0 80000979.0
358 6235.0 41446 l1 PP2 1.0 63.0 1.0 1.0 1.0 0.0 18.0 66.0 82.0 56.0 80002622.0
424 6235.0 41446 l1 PP2 1.0 129.0 1.0 1.0 1.0 0.0 4.0 46.0 90.0 80.0 80005017.0
451 6235.0 41446 l1 PP2 1.0 156.0 1.0 1.0 1.0 0.0 8.0 114.0 234.0 207.0 80005598.0
468 6235.0 41446 l1 PP2 1.0 173.0 1.0 1.0 1.0 0.0 17.0 72.0 99.0 93.0 80006273.0
560 6235.0 41446 l1 PP2 2.0 39.0 1.0 1.0 1.0 0.0 69.0 192.0 210.0 129.0 80002786.0
585 6235.0 41446 l1 PP2 2.0 64.0 1.0 1.0 1.0 0.0 37.0 107.0 116.0 69.0 80004198.0
672 6235.0 41446 l1 PP2 3.0 8.0 1.0 1.0 1.0 0.0 3.0 43.0 93.0 90.0 80000321.0
697 6235.0 41446 l1 PP2 3.0 33.0 1.0 1.0 1.0 0.0 7.0 52.0 93.0 82.0 80002763.0
732 6235.0 41446 l1 PP2 3.0 68.0 1.0 1.0 1.0 0.0 33.0 97.0 108.0 68.0 80005361.0
