 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
4 6235.0 41446 l1 PP2 0.0 4.0 1.0 1.0 1.0 0.0 42.0 174.0 225.0 154.0 80003327.0
59 6235.0 41446 l1 PP3 1.0 1.0 1.0 1.0 1.0 0.0 4.0 51.0 109.0 105.0 80000186.0
64 6235.0 41446 l1 PP3 1.0 6.0 1.0 1.0 1.0 0.0 14.0 88.0 145.0 117.0 80005697.0
145 6235.0 41446 l1 PP1 6.0 9.0 1.0 1.0 1.0 0.0 13.0 63.0 91.0 66.0 80007662.0
150 6235.0 41446 l1 PP1 7.0 3.0 1.0 1.0 1.0 0.0 7.0 65.0 118.0 102.0 80003686.0
185 6235.0 41463 l1 PP2 1.0 2.0 1.0 1.0 1.0 0.0 13.0 73.0 107.0 79.0 80002546.0
221 6235.0 41463 l1 PP2 5.0 6.0 1.0 1.0 1.0 0.0 43.0 117.0 126.0 77.0 80007361.0
268 6235.0 41463 l1 PP1 5.0 3.0 1.0 1.0 1.0 0.0 1.0 33.0 75.0 70.0 80004438.0
281 6235.0 41463 l1 PP0 4.0 2.0 1.0 1.0 1.0 0.0 14.0 56.0 78.0 57.0 80001809.0
299 6235.0 41477 l1 PP2 0.0 4.0 1.0 1.0 1.0 0.0 32.0 109.0 128.0 82.0 80005590.0
310 6235.0 41477 l1 PP2 2.0 2.0 1.0 1.0 1.0 0.0 10.0 49.0 72.0 57.0 80005652.0
340 6235.0 41477 l1 PP2 6.0 9.0 1.0 1.0 1.0 0.0 12.0 116.0 224.0 203.0 80007901.0
359 6235.0 41477 l1 PP1 0.0 6.0 1.0 1.0 1.0 0.0 9.0 47.0 70.0 53.0 80006583.0
379 6235.0 41477 l1 PP1 5.0 5.0 1.0 1.0 1.0 0.0 26.0 67.0 70.0 40.0 80001586.0
469 6235.0 41470 l1 PP3 1.0 9.0 1.0 1.0 1.0 0.0 9.0 69.0 138.0 130.0 80007402.0
483 6235.0 41470 l1 PP1 2.0 2.0 1.0 1.0 1.0 0.0 19.0 93.0 131.0 94.0 80003403.0
511 6235.0 41470 l1 PP1 6.0 4.0 1.0 1.0 1.0 0.0 31.0 95.0 106.0 66.0 80002254.0
541 6235.0 41454 l1 PP2 0.0 10.0 1.0 1.0 1.0 0.0 8.0 82.0 162.0 145.0 80006964.0
575 6235.0 41454 l1 PP2 2.0 13.0 1.0 1.0 1.0 0.0 30.0 84.0 93.0 59.0 80007466.0
604 6235.0 41454 l1 PP2 5.0 1.0 1.0 1.0 1.0 0.0 2.0 31.0 68.0 64.0 80004296.0
