 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
54 6235.0 41446 l1 PP2 3.0 2.0 1.0 1.0 1.0 0.0 9.0 56.0 85.0 63.0 80001469.0
98 6235.0 41446 l1 PP2 6.0 4.0 1.0 1.0 1.0 0.0 13.0 73.0 114.0 90.0 80000758.0
136 6235.0 41446 l1 PP3 1.0 2.0 1.0 1.0 1.0 0.0 25.0 96.0 120.0 80.0 80000529.0
299 6235.0 41446 l1 PP0 6.0 11.0 1.0 1.0 1.0 0.0 23.0 70.0 81.0 52.0 80005950.0
324 6235.0 41463 l1 PP2 1.0 9.0 1.0 1.0 1.0 0.0 11.0 62.0 95.0 72.0 80003130.0
357 6235.0 41463 l1 PP2 3.0 6.0 1.0 1.0 1.0 0.0 14.0 55.0 71.0 48.0 80007518.0
367 6235.0 41463 l1 PP2 4.0 6.0 1.0 1.0 1.0 0.0 7.0 48.0 76.0 60.0 80006568.0
370 6235.0 41463 l1 PP2 5.0 1.0 1.0 1.0 1.0 0.0 4.0 33.0 65.0 58.0 80004438.0
403 6235.0 41463 l1 PP1 4.0 6.0 1.0 1.0 1.0 0.0 26.0 73.0 80.0 50.0 80000672.0
424 6235.0 41463 l1 PP1 6.0 3.0 1.0 1.0 1.0 0.0 4.0 38.0 66.0 55.0 80002203.0
486 6235.0 41477 l1 PP2 1.0 9.0 1.0 1.0 1.0 0.0 5.0 82.0 188.0 181.0 80005772.0
494 6235.0 41477 l1 PP2 2.0 2.0 1.0 1.0 1.0 0.0 18.0 68.0 88.0 63.0 80002355.0
527 6235.0 41477 l1 PP2 5.0 5.0 1.0 1.0 1.0 0.0 2.0 46.0 106.0 101.0 80004669.0
535 6235.0 41477 l1 PP2 5.0 13.0 1.0 1.0 1.0 0.0 12.0 51.0 66.0 45.0 80007600.0
543 6235.0 41477 l1 PP2 6.0 6.0 1.0 1.0 1.0 0.0 4.0 50.0 104.0 96.0 80004669.0
622 6235.0 41477 l1 PP1 5.0 2.0 1.0 1.0 1.0 0.0 6.0 40.0 75.0 65.0 80000849.0
630 6235.0 41477 l1 PP1 5.0 10.0 1.0 1.0 1.0 0.0 66.0 177.0 195.0 121.0 80002358.0
652 6235.0 41477 l1 PP1 6.0 2.0 1.0 1.0 1.0 0.0 17.0 133.0 237.0 204.0 80000849.0
710 6235.0 41477 l1 PP0 7.0 1.0 1.0 1.0 1.0 0.0 4.0 44.0 95.0 90.0 80006678.0
722 6235.0 41470 l1 PP2 0.0 9.0 1.0 1.0 1.0 0.0 20.0 64.0 72.0 45.0 80003361.0
726 6235.0 41470 l1 PP2 0.0 13.0 1.0 1.0 1.0 0.0 19.0 71.0 89.0 60.0 80005697.0
731 6235.0 41470 l1 PP2 0.0 18.0 1.0 1.0 1.0 0.0 4.0 37.0 66.0 55.0 80007604.0
753 6235.0 41470 l1 PP2 1.0 18.0 1.0 1.0 1.0 0.0 15.0 54.0 67.0 45.0 80005697.0
772 6235.0 41470 l1 PP2 2.0 11.0 1.0 1.0 1.0 0.0 5.0 55.0 105.0 89.0 80003353.0
782 6235.0 41470 l1 PP2 2.0 21.0 1.0 1.0 1.0 0.0 15.0 104.0 174.0 142.0 80006229.0
801 6235.0 41470 l1 PP2 4.0 5.0 1.0 1.0 1.0 0.0 11.0 91.0 159.0 132.0 80002294.0
830 6235.0 41470 l1 PP2 6.0 5.0 1.0 1.0 1.0 0.0 69.0 205.0 227.0 137.0 80000583.0
848 6235.0 41470 l1 PP2 7.0 9.0 1.0 1.0 1.0 0.0 27.0 72.0 76.0 44.0 80006423.0
946 6235.0 41454 l1 PP2 0.0 23.0 1.0 1.0 1.0 0.0 12.0 96.0 182.0 163.0 80005439.0
976 6235.0 41454 l1 PP2 1.0 20.0 1.0 1.0 1.0 0.0 13.0 72.0 151.0 149.0 80005441.0
1014 6235.0 41454 l1 PP2 3.0 2.0 1.0 1.0 1.0 0.0 20.0 86.0 117.0 86.0 80004066.0
1044 6235.0 41454 l1 PP2 7.0 2.0 1.0 1.0 1.0 0.0 13.0 53.0 69.0 46.0 80004746.0
1143 6235.0 41454 l1 PP1 5.0 25.0 1.0 1.0 1.0 0.0 18.0 137.0 243.0 205.0 80005124.0
1174 6235.0 41454 l1 PP1 6.0 13.0 1.0 1.0 1.0 0.0 8.0 50.0 76.0 57.0 80004082.0
