 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
22 6235.0 41446 l1 PP2 0.0 22.0 1.0 1.0 1.0 0.0 1.0 53.0 87.0 62.0 80000737.0
122 6235.0 41446 l1 PP2 0.0 122.0 1.0 1.0 1.0 0.0 28.0 81.0 92.0 57.0 80003991.0
188 6235.0 41446 l1 PP2 0.0 188.0 1.0 1.0 1.0 0.0 6.0 58.0 115.0 105.0 80006443.0
193 6235.0 41446 l1 PP2 0.0 193.0 1.0 1.0 1.0 0.0 12.0 87.0 142.0 114.0 80006599.0
244 6235.0 41446 l1 PP2 1.0 18.0 1.0 1.0 1.0 0.0 52.0 156.0 173.0 106.0 80001070.0
300 6235.0 41446 l1 PP2 1.0 74.0 1.0 1.0 1.0 0.0 4.0 56.0 129.0 128.0 80004425.0
330 6235.0 41446 l1 PP2 1.0 104.0 1.0 1.0 1.0 0.0 36.0 108.0 120.0 74.0 80005818.0
367 6235.0 41446 l1 PP2 1.0 141.0 1.0 1.0 1.0 0.0 11.0 83.0 138.0 111.0 80007511.0
375 6235.0 41446 l1 PP2 1.0 149.0 1.0 1.0 1.0 0.0 3.0 37.0 72.0 63.0 80007786.0
396 6235.0 41446 l1 PP2 2.0 15.0 1.0 1.0 1.0 0.0 45.0 157.0 190.0 125.0 80001070.0
434 6235.0 41446 l1 PP2 2.0 53.0 1.0 1.0 1.0 0.0 27.0 93.0 114.0 76.0 80005063.0
489 6235.0 41446 l1 PP2 3.0 15.0 1.0 1.0 1.0 0.0 20.0 64.0 74.0 47.0 80001428.0
534 6235.0 41446 l1 PP2 3.0 60.0 1.0 1.0 1.0 0.0 2.0 40.0 88.0 84.0 80007656.0
549 6235.0 41446 l1 PP2 4.0 11.0 1.0 1.0 1.0 0.0 28.0 84.0 92.0 56.0 80000764.0
594 6235.0 41446 l1 PP2 5.0 4.0 1.0 1.0 1.0 0.0 65.0 206.0 241.0 153.0 80000764.0
632 6235.0 41446 l1 PP2 6.0 6.0 1.0 1.0 1.0 0.0 45.0 156.0 192.0 127.0 80002697.0
685 6235.0 41446 l1 PP3 1.0 7.0 1.0 1.0 1.0 0.0 8.0 60.0 117.0 108.0 80002349.0
759 6235.0 41446 l1 PP1 2.0 14.0 1.0 1.0 1.0 0.0 54.0 151.0 163.0 96.0 80005818.0
764 6235.0 41446 l1 PP1 2.0 19.0 1.0 1.0 1.0 0.0 9.0 69.0 124.0 105.0 80006067.0
808 6235.0 41446 l1 PP1 4.0 4.0 1.0 1.0 1.0 0.0 9.0 49.0 78.0 62.0 80000181.0
865 6235.0 41446 l1 PP1 4.0 61.0 1.0 1.0 1.0 0.0 34.0 87.0 90.0 52.0 80005599.0
942 6235.0 41446 l1 PP1 5.0 47.0 1.0 1.0 1.0 0.0 54.0 149.0 166.0 103.0 80002786.0
956 6235.0 41446 l1 PP1 5.0 61.0 1.0 1.0 1.0 0.0 9.0 59.0 108.0 103.0 80003159.0
975 6235.0 41446 l1 PP1 5.0 80.0 1.0 1.0 1.0 0.0 31.0 71.0 72.0 42.0 80004032.0
1033 6235.0 41446 l1 PP1 5.0 138.0 1.0 1.0 1.0 0.0 24.0 135.0 240.0 227.0 80006033.0
1066 6235.0 41446 l1 PP1 5.0 171.0 1.0 1.0 1.0 0.0 11.0 72.0 121.0 100.0 80007810.0
1069 6235.0 41446 l1 PP1 5.0 174.0 1.0 1.0 1.0 0.0 5.0 36.0 65.0 59.0 80007852.0
1095 6235.0 41446 l1 PP1 6.0 22.0 1.0 1.0 1.0 0.0 29.0 86.0 98.0 62.0 80000972.0
1103 6235.0 41446 l1 PP1 6.0 30.0 1.0 1.0 1.0 0.0 21.0 84.0 109.0 75.0 80001532.0
1121 6235.0 41446 l1 PP1 6.0 48.0 1.0 1.0 1.0 0.0 31.0 82.0 83.0 51.0 80002786.0
1185 6235.0 41446 l1 PP1 6.0 112.0 1.0 1.0 1.0 0.0 40.0 129.0 150.0 96.0 80005625.0
1189 6235.0 41446 l1 PP1 6.0 116.0 1.0 1.0 1.0 0.0 22.0 150.0 251.0 203.0 80005641.0
1195 6235.0 41446 l1 PP1 6.0 122.0 1.0 1.0 1.0 0.0 10.0 54.0 78.0 59.0 80005905.0
1288 6235.0 41446 l1 PP1 7.0 50.0 1.0 1.0 1.0 0.0 15.0 63.0 86.0 62.0 80001532.0
1323 6235.0 41446 l1 PP1 7.0 85.0 1.0 1.0 1.0 0.0 4.0 41.0 87.0 83.0 80003043.0
1328 6235.0 41446 l1 PP1 7.0 90.0 1.0 1.0 1.0 0.0 13.0 67.0 99.0 74.0 80003165.0
1389 6235.0 41446 l1 PP1 7.0 151.0 1.0 1.0 1.0 0.0 17.0 63.0 79.0 55.0 80004822.0
1558 6235.0 41463 l1 PP2 0.0 4.0 1.0 1.0 1.0 0.0 6.0 76.0 158.0 147.0 80000234.0
1648 6235.0 41463 l1 PP2 0.0 94.0 1.0 1.0 1.0 0.0 52.0 164.0 186.0 117.0 80005983.0
1725 6235.0 41463 l1 PP2 1.0 51.0 1.0 1.0 1.0 0.0 14.0 51.0 66.0 46.0 80005516.0
1733 6235.0 41463 l1 PP2 1.0 59.0 1.0 1.0 1.0 0.0 27.0 153.0 227.0 170.0 80006209.0
1751 6235.0 41463 l1 PP2 2.0 8.0 1.0 1.0 1.0 0.0 25.0 79.0 92.0 60.0 80000487.0
1767 6235.0 41463 l1 PP2 2.0 24.0 1.0 1.0 1.0 0.0 7.0 56.0 104.0 91.0 80002040.0
1822 6235.0 41463 l1 PP2 4.0 2.0 1.0 1.0 1.0 0.0 42.0 116.0 126.0 77.0 80000764.0
1876 6235.0 41463 l1 PP3 1.0 2.0 1.0 1.0 1.0 0.0 31.0 113.0 150.0 107.0 80000075.0
1886 6235.0 41463 l1 PP3 1.0 12.0 1.0 1.0 1.0 0.0 40.0 98.0 101.0 59.0 80007949.0
1891 6235.0 41463 l1 PP3 2.0 3.0 1.0 1.0 1.0 0.0 4.0 54.0 120.0 119.0 80000325.0
1973 6235.0 41463 l1 PP1 4.0 2.0 1.0 1.0 1.0 0.0 31.0 105.0 123.0 80.0 80000260.0
1986 6235.0 41463 l1 PP1 4.0 15.0 1.0 1.0 1.0 0.0 3.0 33.0 70.0 66.0 80001353.0
2079 6235.0 41463 l1 PP1 5.0 59.0 1.0 1.0 1.0 0.0 12.0 47.0 65.0 49.0 80004772.0
2107 6235.0 41463 l1 PP1 5.0 87.0 1.0 1.0 1.0 0.0 41.0 138.0 166.0 111.0 80006362.0
2120 6235.0 41463 l1 PP1 5.0 100.0 1.0 1.0 1.0 0.0 6.0 50.0 95.0 89.0 80007184.0
2171 6235.0 41463 l1 PP1 6.0 41.0 1.0 1.0 1.0 0.0 3.0 34.0 69.0 63.0 80002759.0
2184 6235.0 41463 l1 PP1 6.0 54.0 1.0 1.0 1.0 0.0 6.0 55.0 108.0 98.0 80003931.0
2208 6235.0 41463 l1 PP1 6.0 78.0 1.0 1.0 1.0 0.0 25.0 97.0 124.0 87.0 80005847.0
2267 6235.0 41463 l1 PP1 7.0 27.0 1.0 1.0 1.0 0.0 30.0 108.0 137.0 93.0 80001475.0
2452 6235.0 41463 l1 PP0 6.0 5.0 1.0 1.0 1.0 0.0 12.0 79.0 128.0 103.0 80006209.0
2525 6235.0 41477 l1 PP2 0.0 54.0 1.0 1.0 1.0 0.0 70.0 172.0 173.0 100.0 80001969.0
2554 6235.0 41477 l1 PP2 0.0 83.0 1.0 1.0 1.0 0.0 12.0 51.0 70.0 50.0 80003515.0
2598 6235.0 41477 l1 PP2 0.0 127.0 1.0 1.0 1.0 0.0 14.0 58.0 77.0 54.0 80005202.0
2700 6235.0 41477 l1 PP2 1.0 37.0 1.0 1.0 1.0 0.0 2.0 40.0 94.0 92.0 80001968.0
2754 6235.0 41477 l1 PP2 1.0 91.0 1.0 1.0 1.0 0.0 12.0 67.0 101.0 77.0 80005770.0
2846 6235.0 41477 l1 PP2 3.0 7.0 1.0 1.0 1.0 0.0 38.0 96.0 99.0 57.0 80002196.0
2879 6235.0 41477 l1 PP2 4.0 5.0 1.0 1.0 1.0 0.0 12.0 65.0 91.0 64.0 80001300.0
2928 6235.0 41477 l1 PP2 5.0 21.0 1.0 1.0 1.0 0.0 11.0 45.0 66.0 52.0 80003826.0
