 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
9 6235.0 41446 l1 PP2 0.0 9.0 1.0 1.0 1.0 0.0 49.0 183.0 228.0 153.0 80001378.0
14 6235.0 41446 l1 PP2 0.0 14.0 1.0 1.0 1.0 0.0 49.0 165.0 199.0 130.0 80004637.0
18 6235.0 41446 l1 PP2 0.0 18.0 1.0 1.0 1.0 0.0 7.0 69.0 139.0 127.0 80005569.0
29 6235.0 41446 l1 PP2 1.0 2.0 1.0 1.0 1.0 0.0 14.0 59.0 80.0 59.0 80001059.0
57 6235.0 41446 l1 PP2 2.0 12.0 1.0 1.0 1.0 0.0 22.0 75.0 90.0 59.0 80003669.0
61 6235.0 41446 l1 PP2 2.0 16.0 1.0 1.0 1.0 0.0 10.0 55.0 84.0 62.0 80004440.0
133 6235.0 41446 l1 PP2 7.0 4.0 1.0 1.0 1.0 0.0 5.0 38.0 76.0 69.0 80001573.0
150 6235.0 41446 l1 PP1 0.0 2.0 1.0 1.0 1.0 0.0 33.0 94.0 104.0 65.0 80000090.0
169 6235.0 41446 l1 PP1 2.0 2.0 1.0 1.0 1.0 0.0 7.0 52.0 89.0 73.0 80001347.0
185 6235.0 41446 l1 PP1 3.0 5.0 1.0 1.0 1.0 0.0 4.0 38.0 67.0 57.0 80001885.0
204 6235.0 41446 l1 PP1 4.0 2.0 1.0 1.0 1.0 0.0 7.0 45.0 71.0 55.0 80000648.0
260 6235.0 41446 l1 PP1 6.0 22.0 1.0 1.0 1.0 0.0 10.0 71.0 106.0 78.0 80006088.0
274 6235.0 41446 l1 PP1 7.0 12.0 1.0 1.0 1.0 0.0 18.0 57.0 66.0 40.0 80004444.0
284 6235.0 41446 l1 PP1 7.0 22.0 1.0 1.0 1.0 0.0 7.0 54.0 98.0 80.0 80005732.0
354 6235.0 41463 l1 PP2 2.0 7.0 1.0 1.0 1.0 0.0 51.0 142.0 156.0 96.0 80003975.0
372 6235.0 41463 l1 PP2 3.0 9.0 1.0 1.0 1.0 0.0 40.0 146.0 183.0 123.0 80007518.0
390 6235.0 41463 l1 PP2 5.0 4.0 1.0 1.0 1.0 0.0 48.0 116.0 117.0 66.0 80004439.0
396 6235.0 41463 l1 PP3 0.0 2.0 1.0 1.0 1.0 0.0 27.0 87.0 103.0 67.0 80003915.0
443 6235.0 41463 l1 PP1 5.0 8.0 1.0 1.0 1.0 0.0 4.0 42.0 86.0 79.0 80007663.0
450 6235.0 41463 l1 PP1 6.0 5.0 1.0 1.0 1.0 0.0 20.0 62.0 68.0 41.0 80001668.0
456 6235.0 41463 l1 PP1 6.0 11.0 1.0 1.0 1.0 0.0 32.0 112.0 135.0 90.0 80003915.0
461 6235.0 41463 l1 PP1 7.0 2.0 1.0 1.0 1.0 0.0 38.0 128.0 150.0 96.0 80001668.0
474 6235.0 41477 l1 PP2 0.0 4.0 1.0 1.0 1.0 0.0 44.0 134.0 152.0 94.0 80003363.0
509 6235.0 41477 l1 PP2 4.0 5.0 1.0 1.0 1.0 0.0 3.0 50.0 113.0 112.0 80003136.0
518 6235.0 41477 l1 PP2 4.0 14.0 1.0 1.0 1.0 0.0 12.0 57.0 80.0 57.0 80003752.0
524 6235.0 41477 l1 PP2 4.0 20.0 1.0 1.0 1.0 0.0 37.0 153.0 208.0 148.0 80007587.0
