 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
24 6235.0 41446 l1 PP2 4.0 4.0 1.0 1.0 1.0 0.0 25.0 104.0 142.0 102.0 80003969.0
27 6235.0 41446 l1 PP2 4.0 7.0 1.0 1.0 1.0 0.0 4.0 37.0 74.0 67.0 80006190.0
183 6235.0 41477 l1 PP2 0.0 1.0 1.0 1.0 1.0 0.0 4.0 35.0 65.0 58.0 80004213.0
188 6235.0 41477 l1 PP2 0.0 6.0 1.0 1.0 1.0 0.0 17.0 114.0 187.0 151.0 80006583.0
199 6235.0 41477 l1 PP2 2.0 4.0 1.0 1.0 1.0 0.0 18.0 59.0 70.0 46.0 80007522.0
219 6235.0 41477 l1 PP1 0.0 2.0 1.0 1.0 1.0 0.0 16.0 65.0 88.0 64.0 80005683.0
246 6235.0 41477 l1 PP1 4.0 8.0 1.0 1.0 1.0 0.0 46.0 159.0 195.0 128.0 80007211.0
291 6235.0 41470 l1 PP2 1.0 2.0 1.0 1.0 1.0 0.0 63.0 199.0 232.0 148.0 80000302.0
355 6235.0 41454 l1 PP2 1.0 2.0 1.0 1.0 1.0 0.0 26.0 107.0 141.0 100.0 80000734.0
375 6235.0 41454 l1 PP2 3.0 2.0 1.0 1.0 1.0 0.0 73.0 222.0 249.0 153.0 80005912.0
387 6235.0 41454 l1 PP1 0.0 4.0 1.0 1.0 1.0 0.0 3.0 38.0 83.0 82.0 80005040.0
391 6235.0 41454 l1 PP1 1.0 1.0 1.0 1.0 1.0 0.0 5.0 55.0 123.0 122.0 80003774.0
402 6235.0 41454 l1 PP1 1.0 12.0 1.0 1.0 1.0 0.0 15.0 71.0 99.0 72.0 80006608.0
410 6235.0 41454 l1 PP1 2.0 6.0 1.0 1.0 1.0 0.0 14.0 62.0 90.0 67.0 80006608.0
436 6235.0 41454 l1 PP1 6.0 6.0 1.0 1.0 1.0 0.0 11.0 123.0 243.0 219.0 80007467.0
456 6235.0 41454 l1 PP0 1.0 2.0 1.0 1.0 1.0 0.0 10.0 55.0 85.0 66.0 80001076.0
