 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
18 6235.0 41446 l1 PP2 0.0 18.0 1.0 1.0 1.0 0.0 22.0 70.0 81.0 52.0 80005144.0
37 6235.0 41446 l1 PP2 1.0 15.0 1.0 1.0 1.0 0.0 24.0 73.0 83.0 51.0 80005144.0
60 6235.0 41446 l1 PP2 2.0 14.0 1.0 1.0 1.0 0.0 37.0 127.0 155.0 103.0 80007503.0
64 6235.0 41446 l1 PP2 2.0 18.0 1.0 1.0 1.0 0.0 33.0 85.0 89.0 53.0 80007753.0
76 6235.0 41446 l1 PP2 3.0 10.0 1.0 1.0 1.0 0.0 43.0 142.0 168.0 108.0 80007503.0
130 6235.0 41446 l1 PP3 2.0 2.0 1.0 1.0 1.0 0.0 56.0 183.0 222.0 151.0 80002189.0
210 6235.0 41446 l1 PP1 5.0 2.0 1.0 1.0 1.0 0.0 5.0 49.0 107.0 98.0 80000186.0
225 6235.0 41446 l1 PP1 5.0 17.0 1.0 1.0 1.0 0.0 10.0 49.0 75.0 61.0 80002937.0
233 6235.0 41446 l1 PP1 5.0 25.0 1.0 1.0 1.0 0.0 4.0 39.0 80.0 78.0 80005955.0
254 6235.0 41446 l1 PP1 6.0 15.0 1.0 1.0 1.0 0.0 4.0 38.0 69.0 58.0 80005955.0
258 6235.0 41446 l1 PP1 6.0 19.0 1.0 1.0 1.0 0.0 27.0 73.0 79.0 49.0 80006179.0
327 6235.0 41463 l1 PP2 0.0 16.0 1.0 1.0 1.0 0.0 9.0 83.0 151.0 129.0 80006190.0
340 6235.0 41463 l1 PP2 1.0 9.0 1.0 1.0 1.0 0.0 1.0 32.0 77.0 74.0 80002742.0
379 6235.0 41463 l1 PP2 4.0 2.0 1.0 1.0 1.0 0.0 7.0 43.0 70.0 56.0 80000480.0
385 6235.0 41463 l1 PP2 4.0 8.0 1.0 1.0 1.0 0.0 22.0 149.0 249.0 203.0 80006568.0
417 6235.0 41463 l1 PP1 0.0 6.0 1.0 1.0 1.0 0.0 35.0 119.0 144.0 96.0 80003019.0
424 6235.0 41463 l1 PP1 1.0 4.0 1.0 1.0 1.0 0.0 26.0 73.0 82.0 50.0 80002743.0
478 6235.0 41463 l1 PP1 5.0 5.0 1.0 1.0 1.0 0.0 5.0 75.0 163.0 152.0 80007358.0
497 6235.0 41463 l1 PP1 7.0 9.0 1.0 1.0 1.0 0.0 30.0 84.0 95.0 61.0 80004900.0
524 6235.0 41477 l1 PP2 0.0 2.0 1.0 1.0 1.0 0.0 67.0 174.0 178.0 101.0 80001452.0
534 6235.0 41477 l1 PP2 0.0 12.0 1.0 1.0 1.0 0.0 96.0 247.0 252.0 146.0 80002912.0
542 6235.0 41477 l1 PP2 0.0 20.0 1.0 1.0 1.0 0.0 16.0 86.0 131.0 101.0 80003408.0
549 6235.0 41477 l1 PP2 0.0 27.0 1.0 1.0 1.0 0.0 10.0 49.0 68.0 50.0 80004982.0
587 6235.0 41477 l1 PP2 1.0 23.0 1.0 1.0 1.0 0.0 4.0 51.0 116.0 114.0 80005772.0
595 6235.0 41477 l1 PP2 1.0 31.0 1.0 1.0 1.0 0.0 3.0 43.0 95.0 91.0 80006678.0
605 6235.0 41477 l1 PP2 2.0 5.0 1.0 1.0 1.0 0.0 32.0 106.0 126.0 81.0 80002902.0
612 6235.0 41477 l1 PP2 2.0 12.0 1.0 1.0 1.0 0.0 34.0 104.0 120.0 77.0 80004767.0
621 6235.0 41477 l1 PP2 2.0 21.0 1.0 1.0 1.0 0.0 17.0 58.0 71.0 47.0 80006178.0
647 6235.0 41477 l1 PP2 4.0 3.0 1.0 1.0 1.0 0.0 12.0 86.0 149.0 125.0 80001561.0
653 6235.0 41477 l1 PP2 4.0 9.0 1.0 1.0 1.0 0.0 30.0 137.0 197.0 148.0 80005484.0
718 6235.0 41477 l1 PP1 1.0 3.0 1.0 1.0 1.0 0.0 14.0 75.0 111.0 83.0 80005676.0
