 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
31 6235.0 41446 l1 PP2 1.0 16.0 1.0 1.0 1.0 0.0 19.0 116.0 187.0 148.0 80003738.0
35 6235.0 41446 l1 PP2 1.0 20.0 1.0 1.0 1.0 0.0 9.0 94.0 200.0 192.0 80003749.0
69 6235.0 41446 l1 PP2 2.0 21.0 1.0 1.0 1.0 0.0 22.0 99.0 136.0 99.0 80007485.0
139 6235.0 41446 l1 PP1 1.0 2.0 1.0 1.0 1.0 0.0 27.0 104.0 132.0 87.0 80000327.0
146 6235.0 41446 l1 PP1 1.0 9.0 1.0 1.0 1.0 0.0 13.0 80.0 127.0 99.0 80001469.0
158 6235.0 41446 l1 PP1 2.0 7.0 1.0 1.0 1.0 0.0 13.0 75.0 120.0 94.0 80001469.0
223 6235.0 41446 l1 PP1 5.0 13.0 1.0 1.0 1.0 0.0 22.0 76.0 91.0 57.0 80004637.0
234 6235.0 41446 l1 PP1 6.0 1.0 1.0 1.0 1.0 0.0 3.0 31.0 66.0 64.0 80000199.0
296 6235.0 41446 l1 PP0 7.0 5.0 1.0 1.0 1.0 0.0 6.0 56.0 116.0 109.0 80001573.0
515 6235.0 41477 l1 PP2 5.0 5.0 1.0 1.0 1.0 0.0 9.0 53.0 86.0 69.0 80004681.0
591 6235.0 41477 l1 PP1 6.0 7.0 1.0 1.0 1.0 0.0 31.0 143.0 200.0 146.0 80003770.0
634 6235.0 41470 l1 PP2 0.0 3.0 1.0 1.0 1.0 0.0 13.0 59.0 85.0 64.0 80001134.0
638 6235.0 41470 l1 PP2 0.0 7.0 1.0 1.0 1.0 0.0 28.0 97.0 116.0 76.0 80001305.0
671 6235.0 41470 l1 PP2 3.0 2.0 1.0 1.0 1.0 0.0 36.0 147.0 193.0 136.0 80003366.0
742 6235.0 41470 l1 PP1 5.0 2.0 1.0 1.0 1.0 0.0 8.0 57.0 97.0 79.0 80001105.0
752 6235.0 41470 l1 PP1 5.0 12.0 1.0 1.0 1.0 0.0 4.0 37.0 69.0 63.0 80006229.0
835 6235.0 41454 l1 PP2 1.0 2.0 1.0 1.0 1.0 0.0 17.0 93.0 135.0 100.0 80002202.0
844 6235.0 41454 l1 PP2 1.0 11.0 1.0 1.0 1.0 0.0 5.0 67.0 148.0 145.0 80004049.0
852 6235.0 41454 l1 PP2 1.0 19.0 1.0 1.0 1.0 0.0 6.0 54.0 95.0 80.0 80005124.0
881 6235.0 41454 l1 PP2 2.0 19.0 1.0 1.0 1.0 0.0 9.0 80.0 153.0 136.0 80005124.0
885 6235.0 41454 l1 PP2 2.0 23.0 1.0 1.0 1.0 0.0 15.0 56.0 72.0 50.0 80005320.0
969 6235.0 41454 l1 PP1 1.0 2.0 1.0 1.0 1.0 0.0 68.0 190.0 206.0 125.0 80000069.0
