 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
36 6235.0 41446 l1 PP2 1.0 36.0 1.0 1.0 1.0 0.0 20.0 62.0 72.0 47.0 80001414.0
44 6235.0 41446 l1 PP2 1.0 44.0 1.0 1.0 1.0 0.0 23.0 81.0 100.0 67.0 80001963.0
137 6235.0 41446 l1 PP2 1.0 137.0 1.0 1.0 1.0 0.0 19.0 97.0 141.0 107.0 80005440.0
192 6235.0 41446 l1 PP2 1.0 192.0 1.0 1.0 1.0 0.0 3.0 41.0 94.0 93.0 80007275.0
238 6235.0 41446 l1 PP2 2.0 16.0 1.0 1.0 1.0 0.0 11.0 77.0 126.0 101.0 80001014.0
259 6235.0 41446 l1 PP2 2.0 37.0 1.0 1.0 1.0 0.0 16.0 66.0 87.0 60.0 80001963.0
326 6235.0 41446 l1 PP2 2.0 104.0 1.0 1.0 1.0 0.0 12.0 66.0 103.0 79.0 80005440.0
331 6235.0 41446 l1 PP2 2.0 109.0 1.0 1.0 1.0 0.0 25.0 67.0 71.0 41.0 80006352.0
364 6235.0 41446 l1 PP2 2.0 142.0 1.0 1.0 1.0 0.0 25.0 96.0 111.0 60.0 80007810.0
384 6235.0 41446 l1 PP2 3.0 16.0 1.0 1.0 1.0 0.0 48.0 143.0 165.0 106.0 80000753.0
401 6235.0 41446 l1 PP2 3.0 33.0 1.0 1.0 1.0 0.0 74.0 208.0 227.0 136.0 80001916.0
516 6235.0 41446 l1 PP2 4.0 25.0 1.0 1.0 1.0 0.0 5.0 58.0 127.0 122.0 80002673.0
531 6235.0 41446 l1 PP2 4.0 40.0 1.0 1.0 1.0 0.0 13.0 51.0 65.0 43.0 80004637.0
541 6235.0 41446 l1 PP2 4.0 50.0 1.0 1.0 1.0 0.0 21.0 145.0 246.0 202.0 80006181.0
575 6235.0 41446 l1 PP2 5.0 23.0 1.0 1.0 1.0 0.0 8.0 53.0 86.0 69.0 80003328.0
636 6235.0 41446 l1 PP2 7.0 4.0 1.0 1.0 1.0 0.0 8.0 56.0 106.0 96.0 80001951.0
687 6235.0 41446 l1 PP3 1.0 10.0 1.0 1.0 1.0 0.0 10.0 56.0 95.0 78.0 80007393.0
731 6235.0 41446 l1 PP1 0.0 3.0 1.0 1.0 1.0 0.0 6.0 66.0 143.0 137.0 80001569.0
