 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
81 6235.0 41446 l1 PP2 0.0 81.0 1.0 1.0 1.0 0.0 30.0 101.0 122.0 78.0 80006276.0
146 6235.0 41446 l1 PP2 1.0 42.0 1.0 1.0 1.0 0.0 7.0 67.0 136.0 134.0 80004419.0
174 6235.0 41446 l1 PP2 1.0 70.0 1.0 1.0 1.0 0.0 62.0 160.0 174.0 108.0 80005818.0
196 6235.0 41446 l1 PP2 1.0 92.0 1.0 1.0 1.0 0.0 18.0 70.0 90.0 65.0 80006913.0
209 6235.0 41446 l1 PP2 2.0 8.0 1.0 1.0 1.0 0.0 7.0 43.0 66.0 48.0 80000934.0
233 6235.0 41446 l1 PP2 2.0 32.0 1.0 1.0 1.0 0.0 25.0 66.0 71.0 43.0 80005818.0
278 6235.0 41446 l1 PP2 4.0 4.0 1.0 1.0 1.0 0.0 11.0 52.0 76.0 58.0 80003327.0
333 6235.0 41446 l1 PP3 0.0 2.0 1.0 1.0 1.0 0.0 9.0 48.0 81.0 69.0 80000388.0
366 6235.0 41446 l1 PP1 1.0 2.0 1.0 1.0 1.0 0.0 52.0 150.0 168.0 104.0 80000764.0
410 6235.0 41446 l1 PP1 4.0 8.0 1.0 1.0 1.0 0.0 4.0 38.0 79.0 73.0 80001031.0
432 6235.0 41446 l1 PP1 4.0 30.0 1.0 1.0 1.0 0.0 55.0 186.0 234.0 162.0 80003086.0
436 6235.0 41446 l1 PP1 4.0 34.0 1.0 1.0 1.0 0.0 10.0 60.0 89.0 65.0 80003159.0
450 6235.0 41446 l1 PP1 5.0 4.0 1.0 1.0 1.0 0.0 30.0 88.0 96.0 56.0 80000556.0
549 6235.0 41446 l1 PP1 6.0 45.0 1.0 1.0 1.0 0.0 24.0 75.0 92.0 62.0 80003498.0
622 6235.0 41446 l1 PP1 6.0 118.0 1.0 1.0 1.0 0.0 25.0 144.0 248.0 218.0 80007708.0
719 6235.0 41446 l1 PP1 7.0 82.0 1.0 1.0 1.0 0.0 15.0 119.0 238.0 228.0 80005641.0
789 6235.0 41446 l1 PP0 3.0 6.0 1.0 1.0 1.0 0.0 6.0 87.0 194.0 188.0 80006446.0
808 6235.0 41446 l1 PP0 5.0 8.0 1.0 1.0 1.0 0.0 18.0 65.0 86.0 61.0 80005950.0
865 6235.0 41463 l1 PP2 0.0 40.0 1.0 1.0 1.0 0.0 1.0 98.0 135.0 76.0 80004224.0
878 6235.0 41463 l1 PP2 0.0 53.0 1.0 1.0 1.0 0.0 14.0 94.0 154.0 125.0 80006158.0
928 6235.0 41463 l1 PP2 1.0 13.0 1.0 1.0 1.0 0.0 12.0 85.0 153.0 133.0 80001858.0
956 6235.0 41463 l1 PP2 1.0 41.0 1.0 1.0 1.0 0.0 9.0 56.0 92.0 77.0 80006158.0
959 6235.0 41463 l1 PP2 1.0 44.0 1.0 1.0 1.0 0.0 4.0 42.0 83.0 78.0 80006177.0
