 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
19 6235.0 41446 l1 PP2 4.0 6.0 1.0 1.0 1.0 0.0 44.0 164.0 209.0 141.0 80005144.0
57 6235.0 41446 l1 PP3 3.0 4.0 1.0 1.0 1.0 0.0 3.0 34.0 70.0 67.0 80004596.0
127 6235.0 41446 l1 PP0 4.0 5.0 1.0 1.0 1.0 0.0 21.0 83.0 109.0 77.0 80005144.0
182 6235.0 41463 l1 PP1 3.0 3.0 1.0 1.0 1.0 0.0 15.0 51.0 65.0 45.0 80001876.0
225 6235.0 41477 l1 PP2 7.0 6.0 1.0 1.0 1.0 0.0 33.0 123.0 158.0 110.0 80002902.0
238 6235.0 41477 l1 PP3 4.0 8.0 1.0 1.0 1.0 0.0 23.0 81.0 104.0 73.0 80003826.0
315 6235.0 41470 l1 PP2 6.0 4.0 1.0 1.0 1.0 0.0 14.0 52.0 65.0 43.0 80004736.0
343 6235.0 41470 l1 PP1 0.0 3.0 1.0 1.0 1.0 0.0 12.0 116.0 230.0 214.0 80001698.0
459 6235.0 41454 l1 PP1 1.0 4.0 1.0 1.0 1.0 0.0 20.0 72.0 89.0 59.0 80004519.0
485 6235.0 41454 l1 PP0 4.0 2.0 1.0 1.0 1.0 0.0 29.0 68.0 71.0 42.0 80002677.0
