 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
11 6235.0 41446 l1 PP2 6.0 2.0 1.0 1.0 1.0 0.0 15.0 91.0 153.0 129.0 80001943.0
130 6235.0 41446 l1 PP0 7.0 16.0 1.0 1.0 1.0 0.0 17.0 139.0 251.0 214.0 80003517.0
134 6235.0 41446 l1 PP0 7.0 20.0 1.0 1.0 1.0 0.0 16.0 126.0 226.0 191.0 80003859.0
148 6235.0 41463 l1 PP2 5.0 2.0 1.0 1.0 1.0 0.0 27.0 67.0 68.0 39.0 80000764.0
175 6235.0 41463 l1 PP1 0.0 2.0 1.0 1.0 1.0 0.0 32.0 108.0 132.0 86.0 80000204.0
201 6235.0 41463 l1 PP0 6.0 2.0 1.0 1.0 1.0 0.0 44.0 155.0 197.0 130.0 80004119.0
224 6235.0 41477 l1 PP2 4.0 5.0 1.0 1.0 1.0 0.0 7.0 73.0 141.0 126.0 80001919.0
229 6235.0 41477 l1 PP2 6.0 1.0 1.0 1.0 1.0 0.0 3.0 40.0 84.0 79.0 80004534.0
248 6235.0 41477 l1 PP3 2.0 5.0 1.0 1.0 1.0 0.0 16.0 80.0 115.0 85.0 80004319.0
263 6235.0 41477 l1 PP1 1.0 7.0 1.0 1.0 1.0 0.0 20.0 68.0 83.0 55.0 80006421.0
268 6235.0 41477 l1 PP1 2.0 3.0 1.0 1.0 1.0 0.0 16.0 71.0 101.0 74.0 80004319.0
296 6235.0 41477 l1 PP0 3.0 9.0 1.0 1.0 1.0 0.0 12.0 62.0 93.0 71.0 80007600.0
303 6235.0 41477 l1 PP0 4.0 5.0 1.0 1.0 1.0 0.0 4.0 61.0 121.0 110.0 80001919.0
307 6235.0 41477 l1 PP0 4.0 9.0 1.0 1.0 1.0 0.0 10.0 50.0 77.0 61.0 80002890.0
336 6235.0 41470 l1 PP2 3.0 2.0 1.0 1.0 1.0 0.0 10.0 51.0 77.0 60.0 80000599.0
353 6235.0 41470 l1 PP3 0.0 2.0 1.0 1.0 1.0 0.0 20.0 64.0 73.0 46.0 80006848.0
371 6235.0 41470 l1 PP1 1.0 8.0 1.0 1.0 1.0 0.0 24.0 96.0 123.0 84.0 80001135.0
375 6235.0 41470 l1 PP1 2.0 2.0 1.0 1.0 1.0 0.0 23.0 91.0 116.0 80.0 80001135.0
425 6235.0 41454 l1 PP2 6.0 3.0 1.0 1.0 1.0 0.0 42.0 119.0 132.0 81.0 80005167.0
486 6235.0 41454 l1 PP0 2.0 4.0 1.0 1.0 1.0 0.0 19.0 62.0 73.0 46.0 80002696.0
495 6235.0 41454 l1 PP0 4.0 2.0 1.0 1.0 1.0 0.0 60.0 171.0 194.0 124.0 80003000.0
514 6235.0 41454 l1 PP0 5.0 4.0 1.0 1.0 1.0 0.0 12.0 64.0 96.0 68.0 80003023.0
