 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
22 6235.0 41446 l1 PP2 0.0 22.0 1.0 1.0 1.0 0.0 22.0 115.0 177.0 140.0 80002471.0
28 6235.0 41446 l1 PP2 0.0 28.0 1.0 1.0 1.0 0.0 10.0 60.0 94.0 74.0 80002815.0
70 6235.0 41446 l1 PP2 0.0 70.0 1.0 1.0 1.0 0.0 21.0 125.0 191.0 146.0 80007393.0
84 6235.0 41446 l1 PP2 1.0 2.0 1.0 1.0 1.0 0.0 7.0 61.0 120.0 109.0 80000344.0
138 6235.0 41446 l1 PP2 1.0 56.0 1.0 1.0 1.0 0.0 5.0 48.0 94.0 85.0 80004419.0
189 6235.0 41446 l1 PP2 2.0 21.0 1.0 1.0 1.0 0.0 47.0 144.0 161.0 98.0 80002803.0
231 6235.0 41446 l1 PP2 3.0 16.0 1.0 1.0 1.0 0.0 59.0 185.0 212.0 132.0 80002114.0
235 6235.0 41446 l1 PP2 3.0 20.0 1.0 1.0 1.0 0.0 48.0 132.0 144.0 88.0 80002941.0
279 6235.0 41446 l1 PP2 4.0 19.0 1.0 1.0 1.0 0.0 89.0 214.0 221.0 130.0 80005814.0
472 6235.0 41446 l1 PP1 4.0 6.0 1.0 1.0 1.0 0.0 3.0 39.0 79.0 74.0 80000726.0
494 6235.0 41446 l1 PP1 4.0 28.0 1.0 1.0 1.0 0.0 5.0 70.0 153.0 149.0 80005517.0
509 6235.0 41446 l1 PP1 5.0 2.0 1.0 1.0 1.0 0.0 31.0 96.0 110.0 68.0 80000280.0
650 6235.0 41446 l1 PP1 7.0 25.0 1.0 1.0 1.0 0.0 23.0 86.0 105.0 70.0 80002914.0
690 6235.0 41446 l1 PP1 7.0 65.0 1.0 1.0 1.0 0.0 71.0 214.0 242.0 151.0 80007815.0
693 6235.0 41446 l1 PP1 7.0 68.0 1.0 1.0 1.0 0.0 3.0 30.0 66.0 63.0 80007831.0
709 6235.0 41446 l1 PP0 4.0 2.0 1.0 1.0 1.0 0.0 28.0 93.0 110.0 70.0 80003086.0
721 6235.0 41446 l1 PP0 5.0 6.0 1.0 1.0 1.0 0.0 32.0 114.0 143.0 98.0 80003086.0
763 6235.0 41463 l1 PP2 0.0 27.0 1.0 1.0 1.0 0.0 35.0 117.0 143.0 96.0 80004224.0
797 6235.0 41463 l1 PP2 1.0 11.0 1.0 1.0 1.0 0.0 28.0 109.0 142.0 100.0 80001809.0
917 6235.0 41463 l1 PP2 7.0 5.0 1.0 1.0 1.0 0.0 33.0 168.0 251.0 191.0 80007501.0
980 6235.0 41463 l1 PP1 2.0 6.0 1.0 1.0 1.0 0.0 13.0 57.0 79.0 57.0 80003393.0
1011 6235.0 41463 l1 PP1 4.0 6.0 1.0 1.0 1.0 0.0 62.0 190.0 219.0 139.0 80000487.0
1097 6235.0 41463 l1 PP1 6.0 36.0 1.0 1.0 1.0 0.0 13.0 102.0 186.0 163.0 80007038.0
1117 6235.0 41463 l1 PP1 7.0 8.0 1.0 1.0 1.0 0.0 36.0 171.0 254.0 194.0 80003027.0
1122 6235.0 41463 l1 PP1 7.0 13.0 1.0 1.0 1.0 0.0 51.0 177.0 216.0 144.0 80003325.0
1128 6235.0 41463 l1 PP1 7.0 19.0 1.0 1.0 1.0 0.0 24.0 64.0 68.0 41.0 80003809.0
1153 6235.0 41463 l1 PP1 7.0 44.0 1.0 1.0 1.0 0.0 11.0 99.0 180.0 154.0 80007522.0
1159 6235.0 41463 l1 PP0 3.0 2.0 1.0 1.0 1.0 0.0 44.0 140.0 164.0 105.0 80003211.0
1173 6235.0 41463 l1 PP0 7.0 2.0 1.0 1.0 1.0 0.0 10.0 78.0 153.0 140.0 80002404.0
1179 6235.0 41463 l1 PP0 7.0 8.0 1.0 1.0 1.0 0.0 42.0 161.0 208.0 142.0 80006099.0
1214 6235.0 41477 l1 PP2 0.0 33.0 1.0 1.0 1.0 0.0 16.0 73.0 104.0 78.0 80003090.0
1218 6235.0 41477 l1 PP2 0.0 37.0 1.0 1.0 1.0 0.0 3.0 35.0 70.0 64.0 80003136.0
1253 6235.0 41477 l1 PP2 0.0 72.0 1.0 1.0 1.0 0.0 13.0 75.0 118.0 94.0 80005962.0
1357 6235.0 41477 l1 PP2 2.0 10.0 1.0 1.0 1.0 0.0 17.0 73.0 102.0 75.0 80002890.0
1365 6235.0 41477 l1 PP2 2.0 18.0 1.0 1.0 1.0 0.0 53.0 177.0 214.0 141.0 80003909.0
1411 6235.0 41477 l1 PP2 3.0 19.0 1.0 1.0 1.0 0.0 10.0 54.0 83.0 64.0 80004982.0
1434 6235.0 41477 l1 PP2 4.0 8.0 1.0 1.0 1.0 0.0 7.0 43.0 67.0 52.0 80004982.0
1460 6235.0 41477 l1 PP2 5.0 9.0 1.0 1.0 1.0 0.0 60.0 187.0 216.0 136.0 80006374.0
