run burst level fpga channel peak over_thr peak_space peak_time 1st_sample 2nd_sample 3rd_sample 4th_sample 5th_sample timestamp
0.0 930759 l1 PP0 2.0 0.0 1.0 1.0 1.0 0.0 1.0 3.0 6.0 6.0 80002202.0
0.0 930759 l1 PP0 3.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 10.0 80004630.0
0.0 930759 l1 PP0 3.0 1.0 1.0 1.0 1.0 0.0 1.0 7.0 10.0 8.0 80004631.0
0.0 930759 l1 PP0 3.0 2.0 1.0 1.0 0.0 0.0 6.0 9.0 7.0 4.0 80004632.0
0.0 930759 l1 PP0 5.0 0.0 1.0 1.0 0.0 0.0 0.0 3.0 7.0 8.0 80007034.0
0.0 930759 l1 PP0 5.0 1.0 1.0 1.0 1.0 0.0 3.0 7.0 8.0 6.0 80007035.0
0.0 930759 l1 PP0 6.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 19.0 80007033.0
0.0 930759 l1 PP0 6.0 1.0 1.0 1.0 0.0 0.0 1.0 7.0 19.0 21.0 80007034.0
0.0 930759 l1 PP0 6.0 2.0 1.0 1.0 1.0 0.0 6.0 18.0 20.0 13.0 80007035.0
0.0 930759 l1 PP0 6.0 3.0 1.0 1.0 0.0 0.0 12.0 14.0 7.0 0.0 80007036.0
0.0 930759 l1 PP0 7.0 0.0 1.0 1.0 0.0 0.0 1.0 3.0 11.0 14.0 80002827.0
0.0 930759 l1 PP0 7.0 1.0 1.0 1.0 1.0 0.0 2.0 10.0 13.0 10.0 80002828.0
0.0 930759 l1 PP0 7.0 2.0 1.0 1.0 0.0 0.0 8.0 11.0 8.0 2.0 80002829.0
0.0 930759 l1 PP0 7.0 3.0 1.0 1.0 0.0 0.0 1.0 2.0 32.0 120.0 80005573.0
0.0 930759 l1 PP0 7.0 4.0 1.0 1.0 0.0 0.0 1.0 31.0 119.0 153.0 80005574.0
0.0 930759 l1 PP0 7.0 5.0 1.0 1.0 1.0 0.0 30.0 118.0 152.0 104.0 80005575.0
0.0 930759 l1 PP0 7.0 6.0 1.0 1.0 0.0 0.0 88.0 122.0 74.0 13.0 80005576.0
0.0 930759 l1 PP0 7.0 7.0 1.0 1.0 1.0 0.0 1.0 4.0 8.0 8.0 80005860.0
0.0 930759 l1 PP0 7.0 8.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 4.0 80005861.0
0.0 930759 l1 PP0 7.0 9.0 1.0 1.0 1.0 0.0 0.0 3.0 8.0 8.0 80007034.0
0.0 930759 l1 PP0 7.0 10.0 1.0 1.0 1.0 0.0 3.0 8.0 8.0 5.0 80007035.0
0.0 930759 l1 PP2 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 7.0 9.0 80001049.0
0.0 930759 l1 PP2 0.0 1.0 1.0 1.0 1.0 0.0 1.0 7.0 9.0 6.0 80001050.0
0.0 930759 l1 PP2 0.0 2.0 1.0 1.0 1.0 0.0 2.0 5.0 7.0 5.0 80002314.0
0.0 930759 l1 PP2 0.0 3.0 1.0 1.0 0.0 0.0 0.0 0.0 20.0 132.0 80004505.0
0.0 930759 l1 PP2 0.0 4.0 1.0 1.0 0.0 0.0 0.0 21.0 133.0 208.0 80004506.0
0.0 930759 l1 PP2 0.0 5.0 1.0 1.0 1.0 0.0 21.0 133.0 208.0 160.0 80004507.0
0.0 930759 l1 PP2 0.0 6.0 1.0 1.0 0.0 0.0 112.0 187.0 139.0 55.0 80004508.0
0.0 930759 l1 PP2 0.0 7.0 1.0 1.0 0.0 0.0 1.0 3.0 19.0 35.0 80006787.0
0.0 930759 l1 PP2 0.0 8.0 1.0 1.0 1.0 0.0 2.0 18.0 34.0 29.0 80006788.0
0.0 930759 l1 PP2 0.0 9.0 1.0 1.0 0.0 0.0 16.0 32.0 27.0 11.0 80006789.0
0.0 930759 l1 PP2 1.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 8.0 16.0 80000406.0
0.0 930759 l1 PP2 1.0 1.0 1.0 1.0 1.0 0.0 1.0 8.0 16.0 13.0 80000407.0
