run burst level fpga channel peak over_thr peak_space peak_time 1st_sample 2nd_sample 3rd_sample 4th_sample 5th_sample timestamp
0.0 930759 l1 PP0 7.0 0.0 1.0 1.0 1.0 0.0 1.0 6.0 10.0 7.0 80003548.0
0.0 930759 l1 PP0 7.0 1.0 1.0 1.0 0.0 0.0 5.0 9.0 6.0 3.0 80003549.0
0.0 930759 l1 PP2 0.0 0.0 1.0 1.0 0.0 0.0 1.0 2.0 28.0 73.0 80000327.0
0.0 930759 l1 PP2 0.0 1.0 1.0 1.0 0.0 0.0 1.0 27.0 72.0 78.0 80000328.0
0.0 930759 l1 PP2 0.0 2.0 1.0 1.0 1.0 0.0 26.0 71.0 77.0 48.0 80000329.0
0.0 930759 l1 PP2 0.0 3.0 1.0 1.0 0.0 0.0 45.0 51.0 22.0 0.0 80000330.0
0.0 930759 l1 PP2 0.0 4.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 10.0 80001382.0
0.0 930759 l1 PP2 0.0 5.0 1.0 1.0 1.0 0.0 0.0 6.0 10.0 7.0 80001383.0
0.0 930759 l1 PP2 0.0 6.0 1.0 1.0 0.0 0.0 6.0 10.0 7.0 4.0 80001384.0
0.0 930759 l1 PP2 0.0 7.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 18.0 80004191.0
0.0 930759 l1 PP2 0.0 8.0 1.0 1.0 1.0 0.0 0.0 8.0 19.0 18.0 80004192.0
0.0 930759 l1 PP2 0.0 9.0 1.0 1.0 0.0 0.0 9.0 20.0 19.0 11.0 80004193.0
0.0 930759 l1 PP2 0.0 10.0 1.0 1.0 0.0 0.0 1.0 2.0 6.0 8.0 80005732.0
0.0 930759 l1 PP2 0.0 11.0 1.0 1.0 1.0 0.0 1.0 5.0 7.0 4.0 80005733.0
0.0 930759 l1 PP2 0.0 12.0 1.0 1.0 0.0 0.0 0.0 2.0 108.0 439.0 80005952.0
0.0 930759 l1 PP2 0.0 13.0 1.0 1.0 0.0 0.0 2.0 108.0 439.0 578.0 80005953.0
0.0 930759 l1 PP2 0.0 14.0 1.0 1.0 1.0 0.0 106.0 437.0 576.0 401.0 80005954.0
0.0 930759 l1 PP2 0.0 15.0 1.0 1.0 0.0 0.0 331.0 470.0 295.0 67.0 80005955.0
0.0 930759 l1 PP2 0.0 16.0 1.0 1.0 0.0 0.0 2.0 5.0 8.0 11.0 80006079.0
0.0 930759 l1 PP2 0.0 17.0 1.0 1.0 0.0 0.0 3.0 6.0 9.0 10.0 80006080.0
0.0 930759 l1 PP2 0.0 18.0 1.0 1.0 0.0 0.0 3.0 6.0 7.0 10.0 80006081.0
0.0 930759 l1 PP2 0.0 19.0 1.0 1.0 0.0 0.0 3.0 4.0 7.0 9.0 80006082.0
0.0 930759 l1 PP2 0.0 20.0 1.0 1.0 0.0 0.0 1.0 4.0 6.0 7.0 80006083.0
0.0 930759 l1 PP2 0.0 21.0 1.0 1.0 1.0 0.0 3.0 5.0 6.0 6.0 80006084.0
0.0 930759 l1 PP2 0.0 22.0 1.0 1.0 0.0 0.0 0.0 3.0 25.0 57.0 80006311.0
0.0 930759 l1 PP2 0.0 23.0 1.0 1.0 0.0 0.0 3.0 25.0 57.0 58.0 80006312.0
0.0 930759 l1 PP2 0.0 24.0 1.0 1.0 1.0 0.0 22.0 54.0 55.0 31.0 80006313.0
0.0 930759 l1 PP2 0.0 25.0 1.0 1.0 0.0 0.0 32.0 33.0 9.0 0.0 80006314.0
0.0 930759 l1 PP2 0.0 26.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 5.0 80006390.0
0.0 930759 l1 PP2 0.0 27.0 1.0 1.0 1.0 0.0 0.0 4.0 6.0 4.0 80006654.0
0.0 930759 l1 PP2 1.0 0.0 1.0 1.0 0.0 0.0 0.0 5.0 13.0 14.0 80000328.0
0.0 930759 l1 PP2 1.0 1.0 1.0 1.0 1.0 0.0 5.0 13.0 14.0 8.0 80000329.0
0.0 930759 l1 PP2 1.0 2.0 1.0 1.0 1.0 0.0 0.0 4.0 6.0 3.0 80002385.0
0.0 930759 l1 PP2 1.0 3.0 1.0 1.0 0.0 0.0 0.0 0.0 34.0 79.0 80004191.0
0.0 930759 l1 PP2 1.0 4.0 1.0 1.0 1.0 0.0 2.0 36.0 81.0 81.0 80004192.0
0.0 930759 l1 PP2 1.0 5.0 1.0 1.0 1.0 0.0 34.0 79.0 79.0 44.0 80004193.0
0.0 930759 l1 PP2 1.0 6.0 1.0 1.0 0.0 0.0 45.0 45.0 10.0 0.0 80004194.0
0.0 930759 l1 PP2 1.0 7.0 1.0 1.0 0.0 0.0 0.0 5.0 20.0 27.0 80005953.0
0.0 930759 l1 PP2 1.0 8.0 1.0 1.0 1.0 0.0 5.0 20.0 27.0 20.0 80005954.0
0.0 930759 l1 PP2 1.0 9.0 1.0 1.0 0.0 0.0 15.0 22.0 15.0 3.0 80005955.0
0.0 930759 l1 PP2 2.0 0.0 1.0 1.0 0.0 0.0 1.0 3.0 7.0 9.0 80002461.0
0.0 930759 l1 PP2 2.0 1.0 1.0 1.0 1.0 0.0 2.0 6.0 8.0 5.0 80002462.0
0.0 930759 l1 PP2 2.0 2.0 1.0 1.0 0.0 0.0 0.0 4.0 18.0 20.0 80007254.0
0.0 930759 l1 PP2 2.0 3.0 1.0 1.0 1.0 0.0 5.0 19.0 21.0 13.0 80007255.0
0.0 930759 l1 PP2 2.0 4.0 1.0 1.0 0.0 0.0 14.0 16.0 8.0 0.0 80007256.0
0.0 930759 l1 PP2 2.0 5.0 1.0 1.0 0.0 0.0 1.0 2.0 6.0 10.0 80007906.0
0.0 930759 l1 PP2 2.0 6.0 1.0 1.0 1.0 0.0 1.0 5.0 9.0 8.0 80007907.0
0.0 930759 l1 PP2 2.0 7.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 2.0 80007908.0
0.0 930759 l1 PP2 3.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0 11.0 24.0 80001248.0
0.0 930759 l1 PP2 3.0 1.0 1.0 1.0 1.0 0.0 0.0 10.0 23.0 20.0 80001249.0
0.0 930759 l1 PP2 3.0 2.0 1.0 1.0 0.0 0.0 11.0 24.0 21.0 10.0 80001250.0
0.0 930759 l1 PP2 3.0 3.0 1.0 1.0 0.0 0.0 1.0 4.0 22.0 33.0 80002461.0
0.0 930759 l1 PP2 3.0 4.0 1.0 1.0 1.0 0.0 3.0 21.0 32.0 24.0 80002462.0
0.0 930759 l1 PP2 3.0 5.0 1.0 1.0 0.0 0.0 18.0 29.0 21.0 8.0 80002463.0
0.0 930759 l1 PP2 3.0 6.0 1.0 1.0 0.0 0.0 0.0 1.0 14.0 25.0 80005457.0
0.0 930759 l1 PP2 3.0 7.0 1.0 1.0 1.0 0.0 1.0 14.0 25.0 22.0 80005458.0
0.0 930759 l1 PP2 3.0 8.0 1.0 1.0 0.0 0.0 13.0 24.0 21.0 11.0 80005459.0
0.0 930759 l1 PP2 3.0 9.0 1.0 1.0 0.0 0.0 0.0 2.0 56.0 197.0 80007253.0
0.0 930759 l1 PP2 3.0 10.0 1.0 1.0 0.0 0.0 2.0 56.0 197.0 242.0 80007254.0
0.0 930759 l1 PP2 3.0 11.0 1.0 1.0 1.0 0.0 54.0 195.0 240.0 159.0 80007255.0
0.0 930759 l1 PP2 3.0 12.0 1.0 1.0 0.0 0.0 141.0 186.0 105.0 11.0 80007256.0
0.0 930759 l1 PP2 4.0 0.0 1.0 1.0 1.0 0.0 1.0 5.0 9.0 7.0 80001249.0
0.0 930759 l1 PP2 4.0 1.0 1.0 1.0 0.0 0.0 4.0 8.0 6.0 3.0 80001250.0
0.0 930759 l1 PP2 4.0 2.0 1.0 1.0 0.0 0.0 0.0 2.0 15.0 25.0 80005457.0
0.0 930759 l1 PP2 4.0 3.0 1.0 1.0 1.0 0.0 2.0 15.0 25.0 19.0 80005458.0
0.0 930759 l1 PP2 4.0 4.0 1.0 1.0 0.0 0.0 13.0 23.0 17.0 9.0 80005459.0
0.0 930759 l1 PP2 5.0 0.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 7.0 80005574.0
0.0 930759 l1 PP2 5.0 1.0 1.0 1.0 1.0 0.0 2.0 6.0 7.0 4.0 80005575.0
0.0 930759 l1 PP2 5.0 2.0 1.0 1.0 0.0 0.0 1.0 0.0 7.0 48.0 80007416.0
0.0 930759 l1 PP2 5.0 3.0 1.0 1.0 0.0 0.0 0.0 6.0 47.0 76.0 80007417.0
0.0 930759 l1 PP2 5.0 4.0 1.0 1.0 1.0 0.0 7.0 48.0 77.0 60.0 80007418.0
0.0 930759 l1 PP2 5.0 5.0 1.0 1.0 0.0 0.0 41.0 70.0 53.0 21.0 80007419.0
0.0 930759 l1 PP2 6.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 9.0 12.0 80005574.0
0.0 930759 l1 PP2 6.0 1.0 1.0 1.0 1.0 0.0 2.0 10.0 13.0 10.0 80005575.0
0.0 930759 l1 PP2 6.0 2.0 1.0 1.0 0.0 0.0 8.0 11.0 8.0 3.0 80005576.0
0.0 930759 l1 PP2 7.0 0.0 1.0 1.0 1.0 0.0 1.0 5.0 9.0 8.0 80006558.0
0.0 930759 l1 PP2 7.0 1.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 3.0 80006559.0
0.0 930759 l1 PP1 0.0 0.0 1.0 1.0 0.0 0.0 0.0 5.0 26.0 39.0 80003547.0
0.0 930759 l1 PP1 0.0 1.0 1.0 1.0 1.0 0.0 5.0 26.0 39.0 30.0 80003548.0
0.0 930759 l1 PP1 0.0 2.0 1.0 1.0 0.0 0.0 21.0 34.0 25.0 11.0 80003549.0
0.0 930759 l1 PP1 0.0 3.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 8.0 80005386.0
0.0 930759 l1 PP1 0.0 4.0 1.0 1.0 1.0 0.0 2.0 7.0 8.0 4.0 80005387.0
0.0 930759 l1 PP1 0.0 5.0 1.0 1.0 1.0 0.0 0.0 5.0 9.0 7.0 80007331.0
0.0 930759 l1 PP1 0.0 6.0 1.0 1.0 0.0 0.0 5.0 9.0 7.0 4.0 80007332.0
0.0 930759 l1 PP1 1.0 0.0 1.0 1.0 1.0 0.0 0.0 4.0 9.0 9.0 80002002.0
0.0 930759 l1 PP1 1.0 1.0 1.0 1.0 1.0 0.0 4.0 9.0 9.0 5.0 80002003.0
0.0 930759 l1 PP1 1.0 2.0 1.0 1.0 0.0 0.0 1.0 3.0 6.0 7.0 80003547.0
0.0 930759 l1 PP1 1.0 3.0 1.0 1.0 1.0 0.0 2.0 5.0 6.0 5.0 80003548.0
0.0 930759 l1 PP1 1.0 4.0 1.0 1.0 0.0 0.0 1.0 5.0 13.0 14.0 80006834.0
0.0 930759 l1 PP1 1.0 5.0 1.0 1.0 1.0 0.0 4.0 12.0 13.0 8.0 80006835.0
0.0 930759 l1 PP1 3.0 0.0 1.0 1.0 1.0 0.0 0.0 3.0 9.0 9.0 80003886.0
0.0 930759 l1 PP1 3.0 1.0 1.0 1.0 1.0 0.0 3.0 9.0 9.0 5.0 80003887.0
0.0 930759 l1 PP1 4.0 0.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 8.0 80000805.0
0.0 930759 l1 PP1 4.0 1.0 1.0 1.0 1.0 0.0 2.0 7.0 8.0 6.0 80000806.0
0.0 930759 l1 PP1 4.0 2.0 1.0 1.0 1.0 0.0 1.0 4.0 6.0 5.0 80000917.0
0.0 930759 l1 PP1 4.0 3.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 8.0 80001393.0
0.0 930759 l1 PP1 4.0 4.0 1.0 1.0 1.0 0.0 2.0 7.0 8.0 5.0 80001394.0
0.0 930759 l1 PP1 4.0 5.0 1.0 1.0 1.0 0.0 2.0 5.0 7.0 5.0 80005402.0
0.0 930759 l1 PP1 4.0 6.0 1.0 1.0 0.0 0.0 1.0 4.0 19.0 28.0 80005911.0
0.0 930759 l1 PP1 4.0 7.0 1.0 1.0 1.0 0.0 3.0 18.0 27.0 21.0 80005912.0
0.0 930759 l1 PP1 4.0 8.0 1.0 1.0 0.0 0.0 15.0 24.0 18.0 7.0 80005913.0
